abcd_status,audited_shared_helpers,boundary_helpers,catalog_status,contract_sha256,contract_text,direct_shared_helpers,ensures,implementation_body_status,input_order,law_constrained_helpers,module,private_helper_callee_closure,proof_order,proof_status,reachable_shared_helpers,requires,semantic_family,source_backed_helpers,source_excerpt,source_reference,target,unsafe_intrinsic_trait_allocator_dependencies
B,exact-vstd spec_slice_get and axiom_slice_get_usize preserved from copied baseline,source-backed core::slice::SliceIndex<[T]>::get trait-method boundary; exact-vstd spec_slice_get result relation,existing-vstd,4e47ac181e0fcbcc14bf9216884e3038b86f5d4238ecbdf0ff2582af8b0ab9b1,"returns spec_slice_get(slice, i); axiom_slice_get_usize gives Some(&v[i]) iff i < len and None otherwise",spec_slice_get; axiom_slice_get_usize,"returns spec_slice_get(slice, i); axiom_slice_get_usize gives Some(&v[i]) iff i < len and None otherwise",source_body_extracted:f9e71a7d0218566f3b21467e4f552e762ce8d7d4a49e2d879423cbc99b4604fe:proof_manifests/149_core_slice_get/source_body.json,149,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/149_core_slice_get/dependency_assumption_manifest.json,index=149;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_sliceindex_get_boundary:proof_harnesses/149_core_slice_get/evidence/verus_stdout.txt,spec_slice_get; axiom_slice_get_usize; local SliceIndex::spec_get view,none beyond exact vstd baseline,existing-vstd-baseline,Rust 1.96 public flow `index.get(self)`; source-backed SliceIndex::get trait-method boundary; exact vstd spec_slice_get target binding and usize axiom,"pub const fn get<I>(&self, index: I) -> Option<&I::Output> where I: [const] SliceIndex<Self>,",core/src/slice/mod.rs:572,core::slice::get,categories=trait_or_callback; manifest=proof_manifests/149_core_slice_get/dependency_assumption_manifest.json
B,slice_len_view,none: executable Rust 1.96 `self.len() == 0` body verified directly against the exact-vstd postcondition,existing-vstd,6e4cdcda899d180b144593fa50a81280ceeea5d97b9e6f0f2a5656aaa55f388b,ensures b <==> slice@.len() == 0,slice_len_view,ensures b <==> slice@.len() == 0,source_body_extracted:8fda893dc10ecf45122b1aa88aca5cbcdb5e38a8c9abd6ecdeb3f947ac651047:proof_manifests/150_core_slice_is_empty/source_body.json,150,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/150_core_slice_is_empty/dependency_assumption_manifest.json,index=150;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_no_trusted_boundary:proof_harnesses/150_core_slice_is_empty/evidence/verus_stdout.txt,slice@.len view; exact-vstd is_empty target binding,none beyond exact vstd baseline,existing-vstd-baseline,Rust 1.96 public flow `self.len() == 0`; exact-vstd `b <==> slice@.len() == 0` target binding,pub const fn is_empty(&self) -> bool,core/src/slice/mod.rs:136,core::slice::is_empty,categories=none; manifest=proof_manifests/150_core_slice_is_empty/dependency_assumption_manifest.json
B,spec_slice_iter;IteratorSpec::remaining;IteratorSpec::decrease;IteratorSpec::initial_value_relation,Iter::new executable constructor-to-view model; exact-vstd IteratorSpec/spec_slice_iter vocabulary; raw NonNull/end_or_len representation reviewed but not an external_body,existing-vstd,a5f0282037a0f2342585f20d16dca643ff0e14e08cf8ef6714caea70cf66df3a,"ensures iter == spec_slice_iter(s), IteratorSpec::remaining(iter) == s@.as_ref(), and iterator laws hold",spec_slice_iter;IteratorSpec,"iter == spec_slice_iter(s); IteratorSpec::remaining(&iter) == s@.as_ref(); IteratorSpec::decrease(&iter) is Some; IteratorSpec::initial_value_relation(&iter, &iter)",source_body_extracted:ed92d2713fefdf67486ea1cb36c5c0626dd7c6496adace2c7876e62081feda37:proof_manifests/151_core_slice_iter/source_body.json,151,IteratorSpec::decrease;IteratorSpec::initial_value_relation,slice,source_indexed_conservative_count=1; constructor-to-view model verified without external_body for Iter::new; manifest=proof_manifests/151_core_slice_iter/dependency_assumption_manifest.json,index=151;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_iterator_view_boundary_and_constructor_model_boundary:proof_harnesses/151_core_slice_iter/evidence/verus_stdout.txt,spec_slice_iter;IteratorSpec::remaining;IteratorSpec::decrease;IteratorSpec::initial_value_relation,none beyond exact-vstd baseline; private constructor raw pointer/provenance boundary modeled,existing-vstd-baseline,"Iter fields from core/src/slice/iter.rs:69-79 and Iter::new from core/src/slice/iter.rs:94-106 are modeled by an executable Ghost view initialized from slice@.as_ref(); NonNull/end_or_len raw pointer provenance remains a reviewed source-to-Verus representation limit, not a trusted constructor body","pub const fn iter(&self) -> Iter<'_, T>",core/src/slice/mod.rs:1043,core::slice::iter,"categories=raw_pointer_or_provenance,unsafe via reviewed Iter::new raw representation modeled by executable constructor view; manifest=proof_manifests/151_core_slice_iter/dependency_assumption_manifest.json"
B,Seq::subrange; lemma_split_at; reviewed split_last slice-pattern desugaring boundary,"reviewed split_last immutable slice-pattern desugaring boundary reused; target preserves `if let [.., last] = self { Some(last) } else { None }` via split_at(len - 1) and &tail[0]; evidence=proof_harnesses/152_core_slice_last/evidence/verus_stdout.txt",existing-vstd,9287a2db202a5dfc8f2d7f3840294ee5bfe346f239a18f4cefe44093a893ced0,empty slice gives None; non-empty slice gives Some(slice@.last()),reviewed core::slice::split_last slice-pattern desugaring; vstd split_at/index view facts,empty slice gives None; non-empty slice gives Some(slice@.last()),source_body_extracted:f1246fd95d78a6272bd35954b283765660c90b041fd31d41891264a19a3e4bdd:proof_manifests/152_core_slice_last/source_body.json,152,Seq::subrange; lemma_split_at,slice,source_indexed_conservative_count=0; manifest=proof_manifests/152_core_slice_last/dependency_assumption_manifest.json,index=152;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_split_last_and_verus_slice_pattern_desugaring_boundary:proof_harnesses/152_core_slice_last/evidence/verus_stdout.txt,Seq::subrange; lemma_split_at; reviewed split_last slice-pattern desugaring boundary,none beyond exact vstd baseline,existing-vstd-baseline,Rust 1.96 public flow; reviewed immutable split_last slice-pattern desugaring; exact vstd empty/nonempty last-element target binding,pub const fn last(&self) -> Option<&T>,core/src/slice/mod.rs:281,core::slice::last,categories=none; manifest=proof_manifests/152_core_slice_last/dependency_assumption_manifest.json
B,Seq::subrange; Seq::update; reviewed split_last_mut slice-pattern desugaring boundary,"reviewed split_last_mut mutable slice-pattern desugaring boundary reused; target preserves `if let [.., last] = self { Some(last) } else { None }` via split_at_mut(len - 1) and &mut tail[0]; evidence=proof_harnesses/153_core_slice_last_mut/evidence/verus_stdout.txt",existing-vstd,cf9adc815dc5c8177782cff3fa8cc71cafc41789fbead0aa957b390e658672d8,empty mutable slice unchanged; non-empty result aliases last index and final(slice)@ updates that index,reviewed core::slice::split_last_mut slice-pattern desugaring; vstd split_at_mut/index view/final-frame facts,empty mutable slice unchanged; non-empty result aliases last index and final(slice)@ updates that index,source_body_extracted:9cc6fb48c09b16ab3bd758b27666b2f815f072148ec53e86e3e8a17531d23ad6:proof_manifests/153_core_slice_last_mut/source_body.json,153,Seq::subrange; Seq::update,slice,source_indexed_conservative_count=0; manifest=proof_manifests/153_core_slice_last_mut/dependency_assumption_manifest.json,index=153;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_split_last_mut_and_verus_mut_slice_pattern_desugaring_boundary:proof_harnesses/153_core_slice_last_mut/evidence/verus_stdout.txt,Seq::subrange; Seq::update; reviewed split_last_mut slice-pattern desugaring boundary,none beyond exact vstd baseline,existing-vstd-baseline,Rust 1.96 public flow; reviewed mutable split_last_mut slice-pattern desugaring; exact vstd empty/nonempty mutable last-element update target binding,pub const fn last_mut(&mut self) -> Option<&mut T>,core/src/slice/mod.rs:304,core::slice::last_mut,categories=none; manifest=proof_manifests/153_core_slice_last_mut/dependency_assumption_manifest.json
B,spec_slice_len; axiom_spec_len,source-backed ptr::metadata slice metadata/raw-pointer boundary; exact-vstd spec_slice_len/axiom_spec_len vocabulary,existing-vstd,9c1fcb7fefd9f447968a82135da29c852c4c513e9a77e0daae6a84aeccd4c529,returns spec_slice_len(slice); axiom_spec_len ties spec_slice_len(slice) to slice@.len(),spec_slice_len;axiom_spec_len,returns spec_slice_len(slice); axiom_spec_len ties spec_slice_len(slice) to slice@.len(),source_body_extracted:f020cc6bc61b6583630cc4eece93c8a4baf5c3a74c08569d270a0ca28a9a81b1:proof_manifests/154_core_slice_len/source_body.json,154,,slice,source_indexed_conservative_count=0; boundary-modeled=core::ptr::metadata slice metadata; manifest=proof_manifests/154_core_slice_len/dependency_assumption_manifest.json,index=154;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_ptr_metadata_raw_pointer_boundary:proof_harnesses/154_core_slice_len/evidence/verus_stdout.txt,spec_slice_len; axiom_spec_len; slice@.len view,none beyond exact vstd baseline; ptr::metadata slice metadata boundary modeled,existing-vstd-baseline,Rust 1.96 public flow `ptr::metadata(self)` adapted to explicit `slice`; source-backed ptr metadata/raw-pointer boundary; exact-vstd spec_slice_len/axiom_spec_len target binding,pub const fn len(&self) -> usize,core/src/slice/mod.rs:116,core::slice::len,categories=raw_pointer_or_provenance via source-backed ptr::metadata boundary; manifest=proof_manifests/154_core_slice_len/dependency_assumption_manifest.json
B,Seq subrange; reviewed split_at_checked relation; unreachable panic branch,reviewed split_at_checked dependency establishes the Some branch under mid <= len; None branch panic is proved unreachable and isolated as a named panic macro boundary; evidence=proof_harnesses/155_core_slice_split_at/evidence/verus_stdout.txt,existing-vstd,11790d3343954acacb01a122863efae4576006570f48b5bed4222428f826fa25,requires mid <= slice.len(); ret.0@ and ret.1@ are exact subranges,Seq subrange,requires mid <= slice.len(); ret.0@ and ret.1@ are exact subranges,source_body_extracted:1737ca6053f4c97c0746a0ced8b32dd3b29c871561f987454033fa98c4b2e9ef:proof_manifests/155_core_slice_split_at/source_body.json,155,,slice,source_indexed_conservative_count=0; boundary-modeled=unreachable panic macro; manifest=proof_manifests/155_core_slice_split_at/dependency_assumption_manifest.json,index=155;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_split_at_checked_and_unreachable_panic_boundary:proof_harnesses/155_core_slice_split_at/evidence/verus_stdout.txt,Seq subrange; split_at_checked relation,"exact-vstd precondition mid <= slice@.len(); split_at_checked proves Some, so the panic branch is unreachable",existing-vstd-baseline,"Rust 1.96 public flow `match self.split_at_checked(mid) { Some(pair) => pair, None => panic!(""mid > len"") }` adapted to explicit `slice`; reviewed core::slice::split_at_checked relation from proof_harnesses/084_core_slice_split_at_checked/harness.rs; named unreachable panic macro boundary","pub const fn split_at(&self, mid: usize) -> (&[T], &[T])",core/src/slice/mod.rs:1955,core::slice::split_at,categories=panic_or_bounds via unreachable panic macro boundary; manifest=proof_manifests/155_core_slice_split_at/dependency_assumption_manifest.json
B,Seq subrange; reviewed split_at_mut_checked relation; unreachable panic branch,reviewed split_at_mut_checked dependency establishes the Some branch under mid <= old(slice)@.len(); None branch panic is proved unreachable and isolated as a named panic macro boundary; evidence=proof_harnesses/156_core_slice_split_at_mut/evidence/verus_stdout.txt,existing-vstd,92f9071fd8a80c54149ef3fc0a41fa86ecdb6e757f13eca70cb6bee4ee31af8a,requires mid <= slice.len(); returned mutable subranges cover old(slice); final(slice)@ == final(ret.0)@ + final(ret.1)@,Seq subrange,ret.0@ and ret.1@ are exact old(slice) subranges; final(slice)@ == final(ret.0)@ + final(ret.1)@,source_body_extracted:cc3d855f0e5ce32308dd0a29e83847998a6522a0156384d0343be27028e6a8bd:proof_manifests/156_core_slice_split_at_mut/source_body.json,156,,slice,source_indexed_conservative_count=0; boundary-modeled=unreachable panic macro; manifest=proof_manifests/156_core_slice_split_at_mut/dependency_assumption_manifest.json,index=156;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_split_at_mut_checked_and_unreachable_panic_boundary:proof_harnesses/156_core_slice_split_at_mut/evidence/verus_stdout.txt,Seq subrange; split_at_mut_checked relation,"exact-vstd precondition mid <= old(slice)@.len(); split_at_mut_checked proves Some, so the panic branch is unreachable",existing-vstd-baseline,"Rust 1.96 public flow `match self.split_at_mut_checked(mid) { Some(pair) => pair, None => panic!(""mid > len"") }` adapted to explicit `slice`; reviewed core::slice::split_at_mut_checked relation from proof_harnesses/085_core_slice_split_at_mut_checked/harness.rs; named unreachable panic macro boundary","pub const fn split_at_mut(&mut self, mid: usize) -> (&mut [T], &mut [T])",core/src/slice/mod.rs:1989,core::slice::split_at_mut,categories=panic_or_bounds via unreachable panic macro boundary; manifest=proof_manifests/156_core_slice_split_at_mut/dependency_assumption_manifest.json
B,Seq::empty; Vec View sequence concatenation,"B modulo source-shaped append_elements with lower raw-slice view/length, reserve/capacity, as_mut_ptr/add/copy_nonoverlapping/provenance, and initialized-prefix/length-commit boundaries; set_len(0) executes the emptying length commit; evidence=proof_harnesses/157_alloc_vec_Vec_append/evidence/verus_stdout.txt",existing-vstd,43febf783570138a1387ab0e149689dab5c4812ebc7b47ff395e03008e993e63,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::append ]( vec: &mut Vec<T, A>, other: &mut Vec<T, A>, ) ensures final(vec)@ == old(vec)@ + old(other)@, final(other)@ == Seq::<T>::empty(), ;",Seq::empty; Vec View sequence concatenation,"final(vec)@ == old(vec)@ + old(other)@, final(other)@ == Seq::<T>::empty(),",source_body_extracted:3cd88920bbbd623e427470b16a820597755c2441f892a764a8dc642920a4ea8f:proof_manifests/157_alloc_vec_Vec_append/source_body.json,157,Seq::empty; sequence concatenation,vec,"source-indexed as_slice raw-slice view plus source-shaped append_elements body; lower raw-slice length, reserve/capacity, as_mut_ptr/add/copy_nonoverlapping/provenance, and append initialized-prefix/length-commit boundaries retained; set_len(0) executes directly; manifest=proof_manifests/157_alloc_vec_Vec_append/dependency_assumption_manifest.json",index=157;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_shaped_vec_append_elements_raw_slice_reserve_copy_and_length_commit_boundary:proof_harnesses/157_alloc_vec_Vec_append/evidence/verus_stdout.txt,Seq::empty; Vec View sequence concatenation,none beyond documented Rust unsafe domains; public body calls set_len only with 0,vec-sequence-mutation,"Rust 1.96 public flow `unsafe { self.append_elements(other.as_slice() as _); other.set_len(0); }`; append_elements now executes the Rust 1.96-shaped count/reserve/len/conditional copy_nonoverlapping/self.len += count body; as_slice raw slice view from alloc/src/vec/mod.rs:1823-1829, raw-slice len/reserve/capacity/as_mut_ptr/add/copy/provenance and initialized-prefix/length-commit facts remain retained lower boundaries; set_len(0) executes the Rust length commit; public target body is executable and non-external-body; append_elements still follows the Rust 1.96 count/reserve/len/conditional copy_nonoverlapping/self.len += count flow, but Vec::reserve no longer has a target-local whole-method external_body; RawVec reserve is executable over a Ghost initialized-prefix model and only capacity_overflow plus raw-slice/raw-copy/initialized-prefix lower boundaries remain retained.","pub fn append(&mut self, other: &mut Self)",alloc/src/vec/mod.rs:2930,alloc::vec::Vec::append,"categories=allocator,raw_pointer_or_provenance,unsafe via source-backed raw slice pointer cast, raw-slice length, reserve/capacity, as_mut_ptr/add/copy_nonoverlapping/provenance, append initialized-prefix/length-commit, and direct set_len(0); manifest=proof_manifests/157_alloc_vec_Vec_append/dependency_assumption_manifest.json"
B,CapacitySpec::spec_capacity;vec_start_mut_ptr; Vec View,B modulo reviewed Vec::as_mut_ptr vocabulary plus source-backed aggregate_raw_ptr intrinsic/raw mutable-slice final-frame boundary; evidence=proof_harnesses/158_alloc_vec_Vec_as_mut_slice/evidence/verus_stdout.txt,existing-vstd,59f17fee8e7afb7da86c5fff7ce94b86360c1d9334ff84ebab86d7e069fc5edc,"#[doc(hidden)] pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::as_mut_slice ]( vec: &mut Vec<T, A>, ) -> (slice: &mut [T]) ensures slice@ == old(vec)@, final(slice)@ == final(vec)@, ;",CapacitySpec::spec_capacity;vec_start_mut_ptr,"slice@ == old(vec)@, final(slice)@ == final(vec)@,",source_body_extracted:9e8c08a1429efd4843901f4acd702e6b4fea2a039c00ee3d8e52c0422918a310:proof_manifests/158_alloc_vec_Vec_as_mut_slice/source_body.json,158,CapacitySpec::spec_capacity;vec_start_mut_ptr; Vec View,vec,source-indexed Vec::as_mut_ptr dependency plus aggregate_raw_ptr intrinsic mutable-slice boundary; manifest=proof_manifests/158_alloc_vec_Vec_as_mut_slice/dependency_assumption_manifest.json,index=158;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_as_mut_ptr_and_source_backed_raw_pointer_cast_boundary_for_aggregate_raw_ptr_mut_slice_final_frame:proof_harnesses/158_alloc_vec_Vec_as_mut_slice/evidence/verus_stdout.txt,CapacitySpec::spec_capacity;vec_start_mut_ptr,none beyond documented Rust unsafe domains; aggregate_raw_ptr boundary source-backed by alloc/src/vec/mod.rs:1873-1877,vec-logical-sequence-view,"Rust 1.96 public flow `unsafe { &mut *core::intrinsics::aggregate_raw_ptr::<*mut [T], _, _>(self.as_mut_ptr(), self.len) }`; reviewed Vec::as_mut_ptr raw start-pointer vocabulary; source-backed aggregate_raw_ptr intrinsic/raw mutable-slice construction and final-frame boundary; public target body is executable and non-external-body",pub const fn as_mut_slice(&mut self) -> &mut [T],alloc/src/vec/mod.rs:1892,alloc::vec::Vec::as_mut_slice,"categories=allocator,intrinsic,raw_pointer_or_provenance,unsafe via reviewed as_mut_ptr, self.len, and source-backed aggregate_raw_ptr mutable-slice boundary; manifest=proof_manifests/158_alloc_vec_Vec_as_mut_slice/dependency_assumption_manifest.json"
B,CapacitySpec::spec_capacity;vec_start_ptr,B modulo reviewed Vec::as_ptr dependency and source-backed aggregate_raw_ptr shared-slice boundary; evidence=proof_harnesses/159_alloc_vec_Vec_as_slice/evidence/verus_stdout.txt,existing-vstd,2fc2749582350f3979f6789d585b706f29efe6b23876095fb6470797af79f245,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::as_slice ]( vec: &Vec<T, A>, ) -> (slice: &[T]) ensures slice@ == vec@, ;",CapacitySpec::spec_capacity;vec_start_ptr,"slice@ == vec@,",source_body_extracted:f88b7f2076ec783fa661d350464cb623d1fa17242d1c3ca10b55a12fbfd66b61:proof_manifests/159_alloc_vec_Vec_as_slice/source_body.json,159,,vec,source_indexed_conservative_count=1; reviewed_dependency=alloc::vec::Vec::as_ptr; manifest=proof_manifests/159_alloc_vec_Vec_as_slice/dependency_assumption_manifest.json,index=159;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_as_ptr_and_source_backed_raw_pointer_cast_boundary_for_aggregate_raw_ptr_shared_slice,CapacitySpec::spec_capacity;vec_start_ptr,none beyond documented Rust panic/unsafe domains,vec-logical-sequence-view,Vec::as_ptr; CapacitySpec::spec_capacity; vec_start_ptr; aggregate_raw_ptr shared-slice construction,pub const fn as_slice(&self) -> &[T],alloc/src/vec/mod.rs:1856,alloc::vec::Vec::as_slice,"categories=allocator,intrinsic,raw_pointer_or_provenance,unsafe via reviewed as_ptr, self.len, and source-backed aggregate_raw_ptr shared-slice boundary; manifest=proof_manifests/159_alloc_vec_Vec_as_slice/dependency_assumption_manifest.json"
B,,executable RawVec capacity field model; public target body remains executable and non-external,existing-vstd,8cf6fff4db5334527a82f36ccb4ae20248be96a035a5e432973c9b3dfbc2b40d,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::capacity ]( v: &Vec<T, A>, ) -> (result: usize) ensures result as nat == v.spec_capacity(), ;",,"result as nat == v.spec_capacity(),",source_body_extracted:58ac14c0f858280736502c5a5d6c947cdad8fbe3958d7f65816af5f03b0a325d:proof_manifests/160_alloc_vec_Vec_capacity/source_body.json,160,,vec,source_indexed_conservative_count=1; RawVec::capacity executable accessor (no external_body); manifest=proof_manifests/160_alloc_vec_Vec_capacity/dependency_assumption_manifest.json,index=160;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_executable_rawvec_capacity_model:proof_harnesses/160_alloc_vec_Vec_capacity/evidence/verus_stdout.txt,,none beyond documented Rust panic/unsafe domains,vec-capacity-allocation-state,CapacitySpec::spec_capacity; executable RawVec::capacity; raw_vec_capacity,pub const fn capacity(&self) -> usize,alloc/src/vec/mod.rs:1444,alloc::vec::Vec::capacity,categories=allocator via executable RawVec capacity model; manifest=proof_manifests/160_alloc_vec_Vec_capacity/dependency_assumption_manifest.json
B,,"verified B modulo source-shaped Vec::as_mut_slice through as_mut_ptr and aggregate raw mutable-slice construction, plus lower raw-pointer coercion and drop_in_place boundaries",existing-vstd,95670813df56ce75c10448246e1e0f1879b3a6db3c784bf2a0c19f18af241515,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::clear ](vec: &mut Vec<T, A>) ensures final(vec).view() == Seq::<T>::empty(), ;",,"final(vec).view() == Seq::<T>::empty(),",source_body_extracted:d1e84ae8795bd399bd3a40128f9cae373e0b046264d744b7dc22e6f3c593c76c:proof_manifests/161_alloc_vec_Vec_clear/source_body.json,161,,vec,source_shaped_as_mut_slice_via_as_mut_ptr; source_backed_boundary_count=3; manifest=proof_manifests/161_alloc_vec_Vec_clear/dependency_assumption_manifest.json,index=161;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_shaped_as_mut_slice_as_mut_ptr_aggregate_raw_mut_slice_raw_pointer_cast_and_drop_in_place_boundaries,,none beyond documented Rust panic/unsafe domains,vec-sequence-mutation,preserve exact copied vstd Seq/View contract and target binding; source-shape Vec::as_mut_slice through as_mut_ptr and aggregate raw mutable-slice construction; isolate raw pointer coercion/drop_in_place,pub fn clear(&mut self),alloc/src/vec/mod.rs:3031,alloc::vec::Vec::clear,"categories=allocator,intrinsic,raw_pointer_or_provenance,unsafe; resolved_by=source_shaped_as_mut_slice+as_mut_ptr_raw_provenance+aggregate_raw_mut_slice+raw_pointer_cast_boundary+drop_in_place_boundary; manifest=proof_manifests/161_alloc_vec_Vec_clear/dependency_assumption_manifest.json"
B,cloned; Vec View sequence extension,"B modulo source-shaped slice iterator view model, reserve/capacity guard, and Clone-output observation model; evidence=proof_harnesses/162_alloc_vec_Vec_extend_from_slice/evidence/verus_stdout.txt",existing-vstd,f86a5c4636032fbcc8c123d7a0ddca403e0cf7a2453c08f6a5b5b6b790b07ce9,"pub assume_specification<T: core::clone::Clone, A: core::alloc::Allocator>[ Vec::<T, A>::extend_from_slice ]( vec: &mut Vec<T, A>, other: &[T], ) ensures final(vec)@.len() == old(vec)@.len() + other@.len(), forall|i: int| #![trigger final(vec)@[i]] 0 <= i < final(vec)@.len() ==> if i < old(vec)@.len() { final(vec)@[i] == old(vec)@[i] } else { cloned::<T>(other@[i - old(vec)@.len()], final(vec)@[i]) }, ;",cloned; SliceReceiver::iter; Vec::spec_extend,"final(vec)@.len() == old(vec)@.len() + other@.len(), forall|i: int| #![trigger final(vec)@[i]] 0 <= i < final(vec)@.len() ==> if i < old(vec)@.len() { final(vec)@[i] == old(vec)@[i] } else { cloned::<T>(other@[i - old(vec)@.len()], final(vec)@[i]) },",source_body_extracted:aac946f78f45041c7f02c37ffee06b8701714905b4a0f34bbe80e0e0a98c2e4c:proof_manifests/162_alloc_vec_Vec_extend_from_slice/source_body.json,162,cloned relation from exact existing-vstd contract,vec,source-shaped private spec_extend clone/write loop with lower reserve/capacity and Clone-output observation boundaries; manifest=proof_manifests/162_alloc_vec_Vec_extend_from_slice/dependency_assumption_manifest.json,index=162;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_iterator_view_reserve_and_clone_output_observation_boundary:proof_harnesses/162_alloc_vec_Vec_extend_from_slice/evidence/verus_stdout.txt,cloned; SliceIter source view; Vec View sequence extension,none beyond documented Rust panic/unsafe domains,vec-sequence-mutation,"Rust 1.96 public flow `self.spec_extend(other.iter())`; target-local SliceReceiver::iter is executable and proves the core::slice::iter view from core/src/slice/mod.rs:1040-1042; private SpecExtend clone forwarding from alloc/src/vec/spec_extend.rs:40-47 is executed as a source-shaped reserve/clone/write loop with lower reserve/capacity and Clone-output observation boundaries; public target body is executable and non-external-body; the private SpecExtend clone-forwarding loop still preserves the Rust 1.96 reserve/clone/write/set_len_with_model shape, but Vec::reserve no longer has a target-local whole-method external_body; RawVec reserve is executable with a Ghost initialized-prefix/capacity model and only capacity_overflow plus Clone-output/write-token lower boundaries remain retained.","pub fn extend_from_slice(&mut self, other: &[T])",alloc/src/vec/mod.rs:3566,alloc::vec::Vec::extend_from_slice,"categories=raw_pointer_or_provenance,trait_or_callback,unsafe; resolved_by=source_shaped_iterator_view_model+reserve_capacity+clone_output_observation; manifest=proof_manifests/162_alloc_vec_Vec_extend_from_slice/dependency_assumption_manifest.json"
