variant_id,api_path,campaign_status,strict_verdict,reason
std__thread__Result__transpose__c36c1ade14f8,std::thread::Result::transpose,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<Option<T>, E>::transpose). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__unwrap_or__d6fdde0ca0cf,std::thread::Result::unwrap_or,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__unwrap_or_default__3e624fb4d22f,std::thread::Result::unwrap_or_default,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or_default). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
alloc__boxed__Box__new_uninit_slice__397821b10bc4,alloc::boxed::Box::new_uninit_slice,blocked,not_proved,"alloc::raw_vec and RawVec::{with_capacity,into_box} are crate-private. vstd has no representation contract connecting their raw allocation to Box<[MaybeUninit<T>]> contents. Adding one would restate the target contract; public alternatives would violate source fidelity."
std__thread__Result__inspect_err__d239437473fe,std::thread::Result::inspect_err,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::inspect_err). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__copied__93b35cf82043,std::thread::Result::copied,proved,known_mismatch_or_inadmissible,"The proof mechanically desugars the Ok(&v) pattern to a dereference and local copy. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<&'a T, E>::copied). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__expect_err__a239e3d0f2fa,std::thread::Result::expect_err,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::expect_err). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__unwrap_unchecked__9629b5112d41,std::thread::Result::unwrap_unchecked,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_unchecked). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
alloc__collections__BTreeMap__first_key_value__b45c31df010d,alloc::collections::BTreeMap::first_key_value,blocked,not_proved,Rust privacy prevents source-faithful reproduction; public alternatives would violate the fidelity requirement.
alloc__collections__BTreeSet__last__fca7ab0da399,alloc::collections::BTreeSet::last,blocked,not_proved,"Rust privacy prevents a standalone Verus function from expressing `self.map.last_key_value().map(|(k, _)| k)`."
alloc__collections__BTreeSet__pop_first__f13707d593fa,alloc::collections::BTreeSet::pop_first,blocked,not_proved,Rust privacy prevents a standalone Verus function from expressing `m.map.pop_first().map(|kv| kv.0)`.
alloc__collections__BTreeMap__remove_entry__753eaf672b92,alloc::collections::BTreeMap::remove_entry,blocked,not_proved,"The body requires private BTreeMap internals: DormantMutRef, root and alloc fields, Root/NodeRef traversal, search_tree/SearchResult, and OccupiedEntry fields. Public-API substitution violates source fidelity; axiomatizing these operations would restate the target behavior."
alloc__collections__BTreeSet__first__9222487b26ad,alloc::collections::BTreeSet::first,blocked,not_proved,"Rust privacy prevents a standalone Verus function from expressing `self.map.first_key_value().map(|(k, _)| k)`."
std__thread__Result__or__6a992c42dd0a,std::thread::Result::or,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::or). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
alloc__collections__BTreeSet__pop_last__531578ba81b8,alloc::collections::BTreeSet::pop_last,blocked,not_proved,Rust privacy prevents a standalone Verus function from expressing `m.map.pop_last().map(|kv| kv.0)`.
alloc__collections__BTreeSet__take__fe1532685bca,alloc::collections::BTreeSet::take,blocked,not_proved,"BTreeSet::map and its set-value representation are private. Public alternatives would violate source fidelity, while an axiom bridging the private representation would effectively restate the target contract."
alloc__collections__BTreeSet__replace__926b6295b24d,alloc::collections::BTreeSet::replace,blocked,not_proved,"A standalone downstream Verus function cannot access `self.map` or its private `BTreeMap::replace` operation. Calling `BTreeSet::replace` would be circular, while public alternatives or representation axioms violate the fidelity requirements."
alloc__collections__VecDeque__reserve_exact__df565f3d9ea2,alloc::collections::VecDeque::reserve_exact,blocked,not_proved,"Downstream Verus cannot access `VecDeque::len`, `VecDeque::buf`, or `handle_capacity_increase`. Replacing them with public APIs or representation axioms would violate source fidelity."
alloc__collections__VecDeque__capacity__890ad5d55cd7,alloc::collections::VecDeque::capacity,blocked,not_proved,"VecDeque::buf, RawVec, and RawVec::capacity are private alloc internals. Public alternatives violate source fidelity, while a sufficient representation axiom would effectively restate the target contract."
alloc__rc__Rc__new_uninit_slice__e818f89cb6fa,alloc::rc::Rc::new_uninit_slice,blocked,not_proved,"Rc::allocate_for_slice, Rc::from_ptr, and RcInner are private. Replacing them with public APIs violates source fidelity; axiomatizing their behavior would restate the target contract."
core__str__split_at_checked__1787649b08c2,core::str::split_at_checked,proved,strict_faithful_admissible,Mechanically inlines the exact private Rust 1.96 split_at_unchecked body after the same char-boundary branch; no public surrogate is used.
alloc__collections__BTreeMap__pop_last__d4e85da0a96a,alloc::collections::BTreeMap::pop_last,blocked,not_proved,BTreeMap::last_entry exposes private OccupiedEntry representation. Verus requires a forbidden #[verifier::external_body] external-type specification; alternatives or axioms would violate source fidelity.
alloc__collections__VecDeque__shrink_to_fit__23b0233b19a0,alloc::collections::VecDeque::shrink_to_fit,proved,strict_faithful_admissible,Copies the exact self.shrink_to(0) body. The shrink_to contract is a distinct lower-level acyclic dependency.
alloc__string__String__insert_str__dd5e9c8531c4,alloc::string::String::insert_str,blocked,not_proved,String::vec is private. Public representation substitutes violate source fidelity; axiomatizing the pointer mutations would effectively restate the target contract.
alloc__string__String__from_utf8_unchecked__94fa73d0007c,alloc::string::String::from_utf8_unchecked,blocked,not_proved,Downstream Verus cannot express `String { vec: bytes }`; public alternatives or a representation axiom would violate source fidelity.
alloc__collections__VecDeque__try_reserve__3e9d871c5e3a,alloc::collections::VecDeque::try_reserve,blocked,not_proved,Private standard-library representation and helper visibility prevent expressing the source-faithful implementation downstream.
alloc__string__String__extend_from_within__30774b1829d9,alloc::string::String::extend_from_within,blocked,not_proved,The body accesses the private String::vec field. Using String::as_mut_vec or another public workaround would replace that operation and violate source fidelity.
alloc__string__String__pop__a060159f34f2,alloc::string::String::pop,blocked,not_proved,"String::vec is private, so `self.vec.set_len(newlen)` is inaccessible. Using `as_mut_vec`, another public substitute, or a representation axiom would violate source fidelity."
alloc__collections__BTreeMap__pop_first__3a063ee8aeb6,alloc::collections::BTreeMap::pop_first,blocked,not_proved,"Its private fields require forbidden `external_body` modeling, and vstd lacks contracts for `first_entry` and `OccupiedEntry::remove_entry`."
alloc__string__String__remove__4a630ec4fcd0,alloc::string::String::remove,blocked,not_proved,"String::vec is private, and Verus lacks usable contracts for the raw ptr::copy and Vec::set_len operations against String@. Public-API substitutions or representation axioms would violate the required source fidelity."
alloc__sync__Arc__new_uninit_slice__91a0c71ef505,alloc::sync::Arc::new_uninit_slice,blocked,not_proved,"Arc::allocate_for_slice and Arc::from_ptr are private and depend on ArcInner. Public substitutes would violate source fidelity, while axiomatizing their result would effectively restate the target contract."
alloc__collections__VecDeque__pop_back_if__e274686125f9,alloc::collections::VecDeque::pop_back_if,proved,strict_faithful_admissible,"Mechanically desugars ? into an Option match, preserving back_mut, one predicate call, early None, and conditional pop_back. The back_mut/pop_back dependencies are ordinary and acyclic."
alloc__str__from_boxed_utf8_unchecked__47293ffe63ed,alloc::str::from_boxed_utf8_unchecked,blocked,not_proved,Box::into_raw and Box::from_raw lack content-preservation specifications. Bridging Box<[u8]> through the DST pointer cast to Box<str> would require a forbidden representation axiom effectively restating the target contract.
alloc__string__String__truncate__b50119d2cca0,alloc::string::String::truncate,blocked,not_proved,"A standalone downstream Verus function cannot access self.vec. Replacing it with String::as_mut_vec or another public operation would violate source fidelity, while axiomatizing the representation would effectively restate the target contract."
alloc__collections__VecDeque__pop_front_if__7474202798ef,alloc::collections::VecDeque::pop_front_if,proved,strict_faithful_admissible,"Mechanically desugars ? into an Option match, preserving front_mut, one predicate call, early None, and conditional pop_front. The front_mut/pop_front dependencies are ordinary and acyclic."
alloc__string__String__split_off__5ceb358bacd9,alloc::string::String::split_off,blocked,not_proved,"`String::vec` is private, so `self.vec.split_off(at)` is inaccessible. Using `as_mut_vec` would replace the private operation, and a representation axiom would violate the fidelity requirements."
core__cmp__Ordering__then_with__48253d610c5e,core::cmp::Ordering::then_with,proved,strict_faithful_admissible,Exact match: invokes the FnOnce only for Equal and otherwise returns the receiver; closure behavior is preserved.
alloc__borrow__Cow__into_owned__5f2f4641c2a8,alloc::borrow::Cow::into_owned,blocked,not_proved,Verus rejects the generic ToOwned::to_owned call. Specifying it requires a conflicting external trait specification or a prohibited trusted wrapper.
core__cmp__max_by__f0d8407b9854,core::cmp::max_by,proved,strict_faithful_admissible,"Exact compare(&v1,&v2).is_gt() test and tie-to-v2 branch; argument and closure-call order are unchanged."
core__array__each_ref__b5b8ef4ce048,core::array::each_ref,blocked,not_proved,Verus rejects `&raw const` and does not support `transmute_unchecked`; adding a pointer-array-to-reference-array bridge would effectively restate the target contract.
core__fmt__Result__or_else__c956ca2ab6d3,core::fmt::Result::or_else,proved,strict_faithful_admissible,"The displayed core::fmt::Result path normalizes an inherent core::result::Result method; the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__cmp__min_by__ed63d4b560b5,core::cmp::min_by,proved,strict_faithful_admissible,"Exact compare(&v1,&v2).is_le() test and tie-to-v1 branch; argument and closure-call order are unchanged."
core__cmp__max_by_key__5e025eadf5f3,core::cmp::max_by_key,proved,strict_faithful_admissible,"Exact right-then-left key calls, < test, and tie-to-v2 behavior; determinism annotations do not alter execution."
core__slice__split_at_unchecked__e5c3ae62dcee,core::slice::split_at_unchecked,proved,known_mismatch_or_inadmissible,"Executable body matches len/as_ptr, UB-precondition macro, add, unchecked_sub, and from_raw_parts, but a trusted axiom supplies the target-critical unchecked_sub usize semantics."
core__fmt__Result__unwrap_or_else__3faca3de3b32,core::fmt::Result::unwrap_or_else,proved,strict_faithful_admissible,"The displayed core::fmt::Result path normalizes an inherent core::result::Result method; the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__ops__Bound__map__ba46a67bf43f,core::ops::Bound::map,proved,strict_faithful_admissible,"Exact three-arm match, invoking FnOnce only in the Included/Excluded arm with the contained value."
core__array__repeat__5d65121c6c03,core::array::repeat,blocked,not_proved,"`from_trusted_iterator`, `UncheckedIterator`, and `NeverShortCircuit` are private, and the inlined pipeline reaches unmodeled `MaybeUninit` array conversion. Using `array::from_fn` or a manual loop would replace the implementation; axiomatizing the pipeline would restate the target contract."
core__ops__ControlFlow__continue_ok__7617672bf3ae,core::ops::ControlFlow::continue_ok,proved,strict_faithful_admissible,"Exact Continue-to-Ok and Break-to-Err match, with the requested no_unwind annotation and direct postcondition."
core__ops__RangeFrom__contains__f8e4d9298a42,core::ops::RangeFrom::contains,proved,strict_faithful_admissible,"The standard RangeBounds::contains default is mechanically inlined, preserving start match, end match, and short-circuit order."
core__ops__ControlFlow__map_continue__d2bfb06311a4,core::ops::ControlFlow::map_continue,proved,strict_faithful_admissible,"Exact match, calling FnOnce only on Continue and passing Break through unchanged."
core__array__from_fn__cb87033b8050,core::array::from_fn,blocked,not_proved,"Inlining `try_from_fn` reaches unsupported non-Copy const array fill and mutable array-to-slice coercion, plus unmodeled `MaybeUninit` writes/conversion. Replacing this pipeline or axiomatizing it would violate source fidelity."
std__collections__HashSet__with_capacity_and_hasher__b29b9471e3a4,std::collections::HashSet::with_capacity_and_hasher,blocked,not_proved,"HashSet::base and the base::HashSet operation are private. Calling the target is circular; public substitutes, layout tricks, or representation axioms violate source fidelity."
core__option__Option__filter__fc6fb2f22a63,core::option::Option::filter,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__ops__Bound__cloned__217ff8b0bca9,core::ops::Bound::cloned,proved,strict_faithful_admissible,Each x.clone() is A-normalized into a local; assertions are ghost-only and branch/call behavior is unchanged.
core__ops__ControlFlow__map_break__9ce36814dfa6,core::ops::ControlFlow::map_break,proved,strict_faithful_admissible,"Exact match, passing Continue through and calling FnOnce only on Break."
core__mem__min_align_of_val__be46087919cc,core::mem::min_align_of_val,blocked,not_proved,Verus rejects both the implicit &T-to-*const T coercion and its explicit cast desugaring. Using core::ptr::from_ref or adding a representation bridge would violate the fidelity constraints.
core__option__Option__map_or__5b5b40680ce1,core::option::Option::map_or,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__option__Option__is_none_or__768d5b493315,core::option::Option::is_none_or,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__ptr__as_mut_array__00d80f965170,core::ptr::as_mut_array,proved,strict_faithful_admissible,"Exact len test, as_mut_ptr, cast, and Some/None control flow; the provenance-aware postcondition is proved compositionally."
core__option__Option__or_else__57dff00c9508,core::option::Option::or_else,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__option__Option__map_or_else__b96b7af8728d,core::option::Option::map_or_else,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__ptr__cast__a19d21064848,core::ptr::cast,proved,strict_faithful_admissible,Exact raw-pointer cast body; the provenance-aware contract is discharged without assumptions.
alloc__vec__Vec__into_flattened__d88e7e9c088e,alloc::vec::Vec::into_flattened,proved,known_mismatch_or_inadmissible,"Preserves source control flow and mechanically inlines T::IS_ZST and ptr.cast(). However axiom_raw_array_reinterpretation directly supplies both post-cast raw validity and the exact flattened sequence view (with a supporting capacity axiom), so the proof depends on a target-critical representation axiom."
core__ptr__map_addr__4e4bbdd9076e,core::ptr::map_addr,proved,strict_faithful_admissible,"Exact with_addr(f(addr())) expression, preserving closure evaluation order and provenance."
alloc__collections__VecDeque__partition_point__9d0934c343c9,alloc::collections::VecDeque::partition_point,proved,strict_faithful_admissible,"Mechanically expands Option::map into a match while preserving back.first(), the single probe call, branch choice, slice partition_point calls, and addition order. The slice/as_slices contracts are ordinary and acyclic."
core__ops__RangeTo__contains__c6b4c8181391,core::ops::RangeTo::contains,proved,known_mismatch_or_inadmissible,"Reject: the wrapper calls a proof-local RangeBounds peer surrogate rather than the standard RangeTo::contains/RangeBounds operation, despite copying its algorithm."
core__ptr__wrapping_offset__899536233ddc,core::ptr::wrapping_offset,blocked,not_proved,"Verus rejects core::intrinsics::arith_offset. Specifying it would restate the target contract, violating the fidelity requirement."
core__option__Option__take_if__63362232a570,core::option::Option::take_if,proved,strict_faithful_admissible,"the proof mechanically expands Option::map_or(false, predicate) to its match while preserving as_mut, the predicate call, the conditional, and Option::take; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__is_err_and__7d7b7a77ae5e,core::result::Result::is_err_and,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__and_then__f238a0b96580,core::result::Result::and_then,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__ptr__wrapping_byte_add__97ecd48acf7d,core::ptr::wrapping_byte_add,proved,strict_faithful_admissible,"Exact cast, wrapping_add, and metadata restoration chain; temporaries are a mechanical elaboration."
core__option__Option__map_or_default__20373207e8c2,core::option::Option::map_or_default,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__is_ok_and__2c240dace167,core::result::Result::is_ok_and,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__or_else__c8bbe19a4fd7,core::result::Result::or_else,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__copied__dc24e4451437,core::result::Result::copied,proved,strict_faithful_admissible,"the proof mechanically expands the reference pattern (for example Ok(&v)) into binding the reference and copying through a local; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__transpose__18fcabd475d0,core::result::Result::transpose,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__map_or_else__921c39b4bfe5,core::result::Result::map_or_else,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__map_or_default__6d2160ef834d,core::result::Result::map_or_default,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__map_or__08326c1e5498,core::result::Result::map_or,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__unwrap_or_else__df3458d13b66,core::result::Result::unwrap_or_else,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__unwrap_or__72e01bc1e4a9,core::result::Result::unwrap_or,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
alloc__vec__Vec__dedup__0dc61dae32ca,alloc::vec::Vec::dedup,proved,strict_faithful_admissible,"Mechanically names the closure and inlines &mut PartialEq forwarding, preserving the sole dedup_by call and equality callback behavior. The generic dedup_by contract is a distinct lower-level acyclic dependency."
core__mem__min_align_of__773c8645a951,core::mem::min_align_of,proved,known_mismatch_or_inadmissible,"Replaces <T as SizedTypeProperties>::ALIGN with core::intrinsics::align_of, a public/intrinsic semantic substitute rather than the exact source operation."
core__slice__contains__921845b68a13,core::slice::contains,blocked,not_proved,core::slice::cmp::SliceContains is private and has distinct specialized implementations. A downstream Verus function cannot call it; replacing it with iteration or axiomatizing it would violate source fidelity.
core__slice__first_chunk__bb369fb22539,core::slice::first_chunk,blocked,not_proved,Verus rejects `&*(slice.as_ptr().cast_array())`; permissioned `ptr_ref` requires an unavailable `PointsTo<[T; N]>`. Adding the necessary representation axiom would violate the fidelity constraint.
core__slice__assume_init_ref__e3589646f332,core::slice::assume_init_ref,blocked,not_proved,"Verus rejects `&*` on `*const [T]`, and `vstd::raw_ptr::ptr_ref` supports only sized pointees. Using `from_raw_parts` would change the executable operations; axiomatizing the slice contents would restate the target contract."
core__slice__last_chunk__efd591417778,core::slice::last_chunk,blocked,not_proved,Verus rejects `&*(last.as_ptr().cast_array())`; permissioned lowering requires unavailable `PointsTo<[T; N]>`. A bridging axiom would restate the central representation fact and violate the fidelity requirement.
core__slice__get_unchecked__460bcbf885b7,core::slice::get_unchecked,blocked,not_proved,"Verus rejects `&*index.get_unchecked(...)`; permissioned `ptr_ref` requires a sized pointee, while `I::Output` may be unsized. A sufficient bridge would restate the target contract."
core__slice__split_last_chunk__1eef3c9c88ea,core::slice::split_last_chunk,blocked,not_proved,Verus rejects `&*(last.as_ptr().cast_array())` because raw-pointer dereference is unsupported. The permissioned interface cannot derive the required array permission from `&[T]`; adding such a bridge axiom would violate the fidelity requirements.
core__slice__is_ascii__d3e427dbc256,core::slice::is_ascii,blocked,not_proved,"The x86_64 path uses unsupported raw pointers, __m128i, and SSE2 load/OR/movemask intrinsics; the fallback uses unsupported unaligned pointer reads. Specifying their connection to slice@ would require a contract encoding the central ASCII property, while substituting is_ascii_simple would change the runtime algorithm."
core__slice__as_flattened__5016444bdc65,core::slice::as_flattened,proved,known_mismatch_or_inadmissible,Replaces T::IS_ZST with size_of::<T>()==0 and relies on trusted length-fit and raw reinterpretation axioms; the latter directly supplies the flattened contents.
core__str__eq_ignore_ascii_case__19c044910dcd,core::str::eq_ignore_ascii_case,proved,strict_faithful_admissible,Exact delegation to the byte-slice eq_ignore_ascii_case implementation.
core__cmp__min_by_key__781d7f0aba0a,core::cmp::min_by_key,proved,strict_faithful_admissible,"Exact right-then-left key calls, < test, and tie-to-v1 behavior; no closure or ordering substitution."
core__slice__ends_with__c2358301f276,core::slice::ends_with,blocked,not_proved,"RangeFrom slice indexing depends on private get_offset_len_noubcheck/raw-pointer intrinsics unsupported by Verus, and slice PartialEq lacks the required pointwise contract. Public Range/split_at or loop replacements would violate source fidelity; axiomatizing the bridges is prohibited."
core__str__slice_unchecked__718d871b3413,core::str::slice_unchecked,blocked,not_proved,Verus rejects the required &str-to-*const str coercion and raw-pointer dereference. Its permissioned pointer API cannot reconstruct an unsized str reference; alternatives change the implementation or require an axiom equivalent to the target contract.
core__slice__binary_search__6c95f6428910,core::slice::binary_search,proved,strict_faithful_admissible,Exact binary_search_by call with the source cmp closure; the helper contract is source-called and acyclic.
core__slice__starts_with__b92af4438e4c,core::slice::starts_with,proved,strict_faithful_admissible,Mechanical desugaring of slice equality to its PartialEq::eq call after the exact length guard and prefix slice.
core__slice__as_chunks__c4a7724addcb,core::slice::as_chunks,proved,strict_faithful_admissible,"Exact assert, rounded length, split_at_unchecked, as_chunks_unchecked, and tuple construction; lower unsafe helpers are acyclic."
core__str__split_at_checked__2ce3ea1b4ad5,core::str::split_at_checked,proved,strict_faithful_admissible,Mechanically inlines the exact private Rust 1.96 split_at_unchecked body; only the postcondition encoding differs from the peer contract variant.
core__str__trim_left__f2016103b729,core::str::trim_left,proved,strict_faithful_admissible,Exact deprecated alias body calling trim_start.
core__str__trim_right__ee1d09d33cf0,core::str::trim_right,proved,strict_faithful_admissible,Exact deprecated alias body calling trim_end; proof assertions are non-executable annotations.
core__slice__trim_ascii_start__febd01f2b7a9,core::slice::trim_ascii_start,proved,strict_faithful_admissible,Mechanical lowering of the prefix slice pattern into the same whitespace loop and break behavior.
core__slice__eq_ignore_ascii_case__cb7b73a8aee2,core::slice::eq_ignore_ascii_case,proved,strict_faithful_admissible,"Mechanically copies the cfg dispatch and private simple/chunk helper bodies, including pattern and boolean-operation lowering; no alternate public algorithm is used."
std__sync__LockResult__as_mut__2c353a34fa1c,std::sync::LockResult::as_mut,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::as_mut). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__LockResult__unwrap_or_else__df3458d13b66,std::sync::LockResult::unwrap_or_else,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or_else). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__and_then__3361612cab77,std::sync::TryLockResult::and_then,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::and_then). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__str__floor_char_boundary__121940daf5e3,core::str::floor_char_boundary,proved,strict_faithful_admissible,"Mechanically expands str::len and u8 boundary tests around the Rust 1.96 loop and retains the proven debug assertion as ghost checking. The checked-out later Rust body is newer, but the manifest contains the audited 1.96 source body."
std__sync__TryLockResult__is_ok_and__51ae98e5b53f,std::sync::TryLockResult::is_ok_and,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::is_ok_and). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__is_err_and__97aa411f8692,std::sync::TryLockResult::is_err_and,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::is_err_and). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__slice__as_rchunks__80af8293c968,core::slice::as_rchunks,proved,strict_faithful_admissible,"Mechanical assert! expansion and range normalization; division, split_at, as_chunks_unchecked, and tuple order match source."
core__str__trim_ascii_end__51a9ef428f08,core::str::trim_ascii_end,proved,strict_faithful_admissible,"Exact as_bytes, trim_ascii_end, and from_utf8_unchecked chain with ghost UTF-8 reasoning only."
