id,api_path,raw_target,pre_audit_label,campaign_status,proof_object,body_fidelity,proof_admissibility,strict_verdict,proof_bundle,contains_unrelated_target,trust_level,resolved_source_path,resolved_source_lines,reason
std_specs__hash.rs__L1084__HashSet__Key__S__A__contains,std::collections::HashSet::contains,"HashSet::<Key, S, A>::contains",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Calling HashSet::contains would be circular; any axiom connecting a surrogate operation to set_contains_borrowed_key(m@, k) would merely restate the target contract."
std_specs__hash.rs__L1124__HashSet__Key__S__A__get__Q,std::collections::HashSet::get,"HashSet::<Key, S, A>::get::<Q>",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Standalone Verus cannot access `self.base`; an axiom strong enough to connect a surrogate lookup to the opaque borrowed-key predicates would merely restate the target contract.
std_specs__hash.rs__L1130__HashSet__Key__S__A__get__Q,std::collections::HashSet::get,"HashSet::<Key, S, A>::get::<Q>",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,vstd exposes HashSet only opaquely and provides no bridge from its backing hashbrown set to the generic borrowed-key predicates. Any sufficient axiom would restate the target contract.
std_specs__hash.rs__L1175__HashSet__Key__S__A__remove__Q,std::collections::HashSet::remove,"HashSet::<Key, S, A>::remove::<Q>",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,No representation bridge exposes HashSet::base. Any axiom sufficient to transfer the backing set's remove semantics to HashSet's view would effectively restate the target contract.
std_specs__hash.rs__L1180__HashSet__Key__S__A__remove__Q,std::collections::HashSet::remove,"HashSet::<Key, S, A>::remove::<Q>",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream Verus cannot access `self.base`, and vstd exposes no non-circular representation bridge to its hashbrown backing set. Any sufficient axiom would restate the target contract."
std_specs__hash.rs__L1188__HashSet__Key__S__A__clear,std::collections::HashSet::clear,"HashSet::<Key, S, A>::clear",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus rejects `m.base.clear()` with E0616. Any representation bridge proving the resulting view empty would merely restate the target contract.
std_specs__hash.rs__L1216__HashSet__Key__S__A__iter,std::collections::HashSet::iter,"HashSet::<Key, S, A>::iter",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus rejects the faithful body with E0616. The only public producer delegates to the exact target; any sufficient representation axiom would restate its contract.
std_specs__hash.rs__L1355__HashMap__Key__Value__S__A__entry,std::collections::HashMap::entry,"HashMap::<
    Key,
    Value,
    S,
    A,
>::entry",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream code cannot access HashMap::base, call rustc_entry, or construct OccupiedEntry/VacantEntry. The only public producer is the forbidden target itself; any bridge axiom would restate its contract."
std_specs__hash.rs__L1371__Entry__key,std::collections::hash_map::Entry::key,Entry::key,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__hash.rs__L1378__Entry__or_insert,std::collections::hash_map::Entry::or_insert,Entry::or_insert,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__hash.rs__L1390__Entry__insert_entry,std::collections::hash_map::Entry::insert_entry,Entry::insert_entry,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__hash.rs__L1406__OccupiedEntry__key,std::collections::hash_map::OccupiedEntry::key,OccupiedEntry::key,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Rust rejects `entry.base.key()` with E0616. Any workaround would call the target or restate its contract as an axiom.
std_specs__hash.rs__L1415__OccupiedEntry__remove_entry,std::collections::hash_map::OccupiedEntry::remove_entry,OccupiedEntry::remove_entry,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,A standalone Verus function cannot access `entry.base`. No non-circular public API can recover an owned generic `K`; the only such API is the target itself. Any representation bridge would merely restate the target contract.
std_specs__hash.rs__L1424__OccupiedEntry__get,std::collections::hash_map::OccupiedEntry::get,OccupiedEntry::get,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,A representation axiom connecting an extracted private value to `entry.value()` would merely restate the target contract.
std_specs__hash.rs__L1431__OccupiedEntry__get_mut,std::collections::hash_map::OccupiedEntry::get_mut,OccupiedEntry::get_mut,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Verus rejects `entry.base.get_mut()` with E0616. Public alternatives cannot produce the required borrow without calling the target; an axiom would merely restate its contract.
std_specs__hash.rs__L1441__OccupiedEntry__into_mut,std::collections::hash_map::OccupiedEntry::into_mut,OccupiedEntry::into_mut,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream Verus cannot access `entry.base`. Public `get_mut` cannot yield the required `'a` lifetime, and any representation bridge would effectively restate the target contract."
std_specs__hash.rs__L1449__OccupiedEntry__insert,std::collections::hash_map::OccupiedEntry::insert,OccupiedEntry::insert,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"The private hash-table base operation is replaced by entry APIs, swaps, or another public operation."
std_specs__hash.rs__L1460__OccupiedEntry__remove,std::collections::hash_map::OccupiedEntry::remove,OccupiedEntry::remove,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"The private hash-table base operation is replaced by entry APIs, swaps, or another public operation."
std_specs__hash.rs__L1474__VacantEntry__key,std::collections::hash_map::VacantEntry::key,VacantEntry::key,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Rust rejects `entry.base.key()` with E0616. No public API yields the required reference without calling the target; an axiom would merely restate its contract.
std_specs__hash.rs__L1483__VacantEntry__into_key,std::collections::hash_map::VacantEntry::into_key,VacantEntry::into_key,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus rejects `entry.base.into_key()` with E0616. No non-circular public API extracts the owned generic key; any sufficient representation axiom would restate the target contract.
std_specs__hash.rs__L1491__VacantEntry__insert,std::collections::hash_map::VacantEntry::insert,VacantEntry::insert,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"The private hash-table base operation is replaced by entry APIs, swaps, or another public operation."
std_specs__hash.rs__L1500__VacantEntry__insert_entry,std::collections::hash_map::VacantEntry::insert_entry,VacantEntry::insert_entry,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus cannot access `VacantEntry::base` or construct `OccupiedEntry { base }`. The only public API returning an `OccupiedEntry` is the forbidden target or a circular higher-level wrapper; any representation axiom would restate the contract.
std_specs__iter.rs__L254__I__as__IntoIterator__into_iter,core::iter::IntoIterator::into_iter,<I as IntoIterator>::into_iter,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/iter/traits/collect.rs,317-325,The concrete Iterator blanket IntoIterator impl returns self unchanged; the surrogate returns its renamed argument unchanged and has no circular assumptions.
std_specs__layout_value.rs__L50__Layout__from_size_align,core::alloc::Layout::from_size_align,Layout::from_size_align,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private Layout checks/field construction are replaced by public constructors and alternate arithmetic.
std_specs__layout_value.rs__L62__Layout__from_size_align_unchecked,core::alloc::Layout::from_size_align_unchecked,Layout::from_size_align_unchecked,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private Layout checks/field construction are replaced by public constructors and alternate arithmetic.
std_specs__layout_value.rs__L70__Layout__size,core::alloc::Layout::size,Layout::size,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus cannot evaluate layout.size without calling Layout::size. Any axiom connecting another extractor to layout@.size would merely restate the target contract.
std_specs__layout_value.rs__L75__Layout__align,core::alloc::Layout::align,Layout::align,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"The source body returns alignment, but the supplied postcondition requires layout@.size. For Layout::from_size_align(8, 4), these are 4 and 8 respectively, so the contract is false."
std_specs__layout_value.rs__L80__Layout__new__T,core::alloc::Layout::new,Layout::new::<T>,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,Private Layout checks/field construction are replaced by public constructors and alternate arithmetic.
std_specs__layout_value.rs__L85__Layout__for_value__T,core::alloc::Layout::for_value,Layout::for_value::<T>,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"for_value takes &T and depends on value metadata for unsized T; its correct vstd postcondition uses size_of_val_as_usize and align_of_val_as_usize. The supplied no-argument, sized-type contract cannot be proved from this implementation without changing the target."
std_specs__layout_value.rs__L93__Layout__align_to,core::alloc::Layout::align_to,Layout::align_to,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,layout.rs,True,C,,,Source uses Alignment::new and private adjust_alignment_to; surrogate compares public align() values and calls Layout::from_size_align.
std_specs__layout_value.rs__L107__Layout__pad_to_align,core::alloc::Layout::pad_to_align,Layout::pad_to_align,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,layout.rs,True,C,,,Source uses a private rounding helper and unchecked private constructor; surrogate uses custom checked rounding and public construction.
std_specs__layout_value.rs__L113__Layout__extend,core::alloc::Layout::extend,Layout::extend,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,layout.rs,True,C,,,Source uses private alignment/rounding and unchecked_add; surrogate uses custom checked operations plus a trusted fit axiom.
std_specs__layout_value.rs__L143__Layout__extend_packed,core::alloc::Layout::extend_packed,Layout::extend_packed,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,layout.rs,True,C,,,Source uses unchecked_add on private fields; surrogate uses checked_add through accessors and a synthetic error path.
std_specs__layout_value.rs__L161__Layout__repeat,core::alloc::Layout::repeat,Layout::repeat,unverified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,C,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/alloc/layout.rs,429-444,"The proof mechanically rewrites the two let-else constructs as matches while preserving every return, error branch, debug assertion, and call. pad_to_align, repeat_packed, extend_packed, size, and checked_sub are smaller acyclic contracts."
std_specs__layout_value.rs__L197__Layout__repeat_packed,core::alloc::Layout::repeat_packed,Layout::repeat_packed,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,layout.rs,True,C,,,Source multiplies the private size and returns Err(LayoutError); surrogate uses accessors/public construction and a synthetic failing constructor.
std_specs__layout_value.rs__L215__Layout__array__T,core::alloc::Layout::array,Layout::array::<T>,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,layout.rs,True,C,,,"Source uses a local inner function, private Layout destructuring, threshold division, and unchecked_mul; surrogate delegates to local repeat_packed."
std_specs__location.rs__L26__Location__file,core::panic::Location::file,Location::file,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,B,,,An assumed private-field adapter directly supplies the target filename representation.
std_specs__location.rs__L31__Location__file_as_c_str,core::panic::Location::file_as_c_str,Location::file_as_c_str,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream Verus cannot access Location::filename, and Location::file exposes neither the extra byte nor its provenance. Any sufficient bridge axiom would effectively restate the target contract."
std_specs__location.rs__L37__Location__line,core::panic::Location::line,Location::line,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus cannot access location.line. The only public extractor is the forbidden target itself; any sufficient bridge axiom would restate its contract.
std_specs__location.rs__L42__Location__column,core::panic::Location::column,Location::column,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus cannot access location.col. The only public extractor is the forbidden target itself; any sufficient bridge axiom would restate its contract.
std_specs__manually_drop.rs__L30__ManuallyDrop__T__new,core::mem::ManuallyDrop::new,ManuallyDrop::<T>::new,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,An assumed private-representation conversion directly supplies the target value.
std_specs__manually_drop.rs__L35__ManuallyDrop__T__into_inner,core::mem::ManuallyDrop::into_inner,ManuallyDrop::<T>::into_inner,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private ManuallyDrop representation/read operations are replaced by modeled or public pointer operations.
std_specs__manually_drop.rs__L40__ManuallyDrop__T__as__Clone__clone,core::clone::Clone::clone,<ManuallyDrop<T> as Clone>::clone,unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/mem/manually_drop.rs; /home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/mem/maybe_dangling.rs,155-160; 69-73,"ManuallyDrop and its private MaybeDangling field both derive Clone; the compiler-generated struct expansion clones `self.value` and reconstructs the same private-field shape. The proof instead dereferences to T, calls T::clone, and rebuilds through ManuallyDrop::new. That private-field-to-public-method rewrite is semantically related but not mechanical source desugaring. The call graph is acyclic and uses no target-equivalent axiom."
std_specs__manually_drop.rs__L47__ManuallyDrop__T__as__Deref__deref,core::ops::Deref::deref,<ManuallyDrop<T> as Deref>::deref,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"`ManuallyDrop::value` and `MaybeDangling::as_ref` are private, while vstd's `view_ref()` is uninterpreted. A downstream bridge would restate the target contract rather than prove it."
std_specs__maybe_uninit.rs__L29__MaybeUninit__T__new,core::mem::MaybeUninit::new,MaybeUninit::<T>::new,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream Verus cannot access MaybeUninit::value. Its mem_contents model is uninterpreted, and no non-circular public contract establishes Init(val); any representation bridge would restate the target contract as an axiom."
std_specs__maybe_uninit.rs__L34__MaybeUninit__T__uninit,core::mem::MaybeUninit::uninit,MaybeUninit::<T>::uninit,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream Verus cannot access MaybeUninit::uninit, while mem_contents is uninterpreted. Any representation bridge proving MemContents::Uninit would merely restate the target contract."
std_specs__maybe_uninit.rs__L39__MaybeUninit__T__assume_init,core::mem::MaybeUninit::assume_init,MaybeUninit::<T>::assume_init,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,The private-field read is replaced by assume_init_ref and pointer APIs.
std_specs__maybe_uninit.rs__L45__MaybeUninit__T__assume_init_ref,core::mem::MaybeUninit::assume_init_ref,MaybeUninit::<T>::assume_init_ref,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,A private-storage PointsTo projection axiom supplies the target reference semantics.
std_specs__maybe_uninit.rs__L51__MaybeUninit__T__assume_init_mut,core::mem::MaybeUninit::assume_init_mut,MaybeUninit::<T>::assume_init_mut,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,A private-storage PointsTo projection axiom supplies the target reference semantics.
std_specs__net.rs__L208__Ipv4Addr__new,core::net::Ipv4Addr::new,Ipv4Addr::new,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L213__Ipv4Addr__from_octets,core::net::Ipv4Addr::from_octets,Ipv4Addr::from_octets,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L218__Ipv4Addr__octets,core::net::Ipv4Addr::octets,Ipv4Addr::octets,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L223__Ipv4Addr__is_unspecified,core::net::Ipv4Addr::is_unspecified,Ipv4Addr::is_unspecified,verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,net.rs,True,B,,,Source computes u32::from_be_bytes(self.octets) == 0; surrogate calls octets() and tests four bytes with a conjunction.
std_specs__net.rs__L228__Ipv4Addr__is_loopback,core::net::Ipv4Addr::is_loopback,Ipv4Addr::is_loopback,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net.rs,True,B,,,Both bodies compute octets()[0] == 127; only receiver-to-argument conversion and proof contracts were added.
std_specs__net.rs__L233__Ipv4Addr__is_private,core::net::Ipv4Addr::is_private,Ipv4Addr::is_private,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net.rs,True,B,,,Surrogate is a direct expansion of the source octet-pattern match into the same three short-circuit cases.
std_specs__net.rs__L238__Ipv4Addr__is_link_local,core::net::Ipv4Addr::is_link_local,Ipv4Addr::is_link_local,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net.rs,True,B,,,"Surrogate directly expands matches!(octets, [169, 254, ..]) into the equivalent two comparisons."
std_specs__net.rs__L243__Ipv4Addr__is_multicast,core::net::Ipv4Addr::is_multicast,Ipv4Addr::is_multicast,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net.rs,True,B,,,Executable expression is unchanged apart from receiver-to-argument conversion.
std_specs__net.rs__L248__Ipv4Addr__is_broadcast,core::net::Ipv4Addr::is_broadcast,Ipv4Addr::is_broadcast,verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,net.rs,True,B,,,Source compares two u32::from_be_bytes computations; surrogate replaces them with four octet-equality tests.
std_specs__net.rs__L253__Ipv4Addr__is_documentation,core::net::Ipv4Addr::is_documentation,Ipv4Addr::is_documentation,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net.rs,True,B,,,Surrogate directly expands the three fixed-prefix patterns into equivalent comparisons and disjunctions.
std_specs__net.rs__L258__Ipv4Addr__to_ipv6_compatible,core::net::Ipv4Addr::to_ipv6_compatible,Ipv4Addr::to_ipv6_compatible,verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,net.rs,True,B,,,Source constructs the private Ipv6Addr octets field; surrogate replaces it with Ipv6Addr::from_octets.
std_specs__net.rs__L263__Ipv4Addr__to_ipv6_mapped,core::net::Ipv4Addr::to_ipv6_mapped,Ipv4Addr::to_ipv6_mapped,verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,net.rs,True,B,,,Source constructs the private Ipv6Addr octets field; surrogate replaces it with Ipv6Addr::from_octets.
std_specs__net.rs__L268__Ipv6Addr__from_octets,core::net::Ipv6Addr::from_octets,Ipv6Addr::from_octets,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L273__Ipv6Addr__octets,core::net::Ipv6Addr::octets,Ipv6Addr::octets,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L278__Ipv6Addr__is_unspecified,core::net::Ipv6Addr::is_unspecified,Ipv6Addr::is_unspecified,verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,net.rs,True,B,,,Source compares u128::from_be_bytes values; surrogate loops over all 16 octets with early returns.
std_specs__net.rs__L283__Ipv6Addr__is_loopback,core::net::Ipv6Addr::is_loopback,Ipv6Addr::is_loopback,verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,net.rs,True,B,,,Source compares u128::from_be_bytes values; surrogate loops over the first 15 bytes and separately tests the final byte.
std_specs__net.rs__L288__Ipv6Addr__is_multicast,core::net::Ipv6Addr::is_multicast,Ipv6Addr::is_multicast,verified,preproved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/net/ip_addr.rs,1942-1944,"The executable segments()[0] mask comparison is exact; the temporary and bit-vector/view facts are proof-only. The segments/view-length facts are smaller acyclic representation contracts, not the target result."
std_specs__net.rs__L293__Ipv6Addr__is_unique_local,core::net::Ipv6Addr::is_unique_local,Ipv6Addr::is_unique_local,verified,preproved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/net/ip_addr.rs,1706-1708,The executable segments()[0] mask comparison is exact after introducing a local; all arithmetic and bit-vector steps are proof-only. Ipv6Addr::segments and view facts are smaller acyclic contracts.
std_specs__net.rs__L298__Ipv6Addr__is_unicast_link_local,core::net::Ipv6Addr::is_unicast_link_local,Ipv6Addr::is_unicast_link_local,verified,preproved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/net/ip_addr.rs,1784-1786,The executable segments()[0] mask comparison is exact after introducing a local; all range/bit-vector reasoning is proof-only. Ipv6Addr::segments and view facts are smaller acyclic contracts.
std_specs__net.rs__L303__IpAddr__is_ipv4,core::net::IpAddr::is_ipv4,IpAddr::is_ipv4,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net_enums.rs,True,B,,,"Surrogate is the direct explicit-match expansion of matches!(self, IpAddr::V4(_))."
std_specs__net.rs__L308__IpAddr__is_ipv6,core::net::IpAddr::is_ipv6,IpAddr::is_ipv6,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net_enums.rs,True,B,,,"Surrogate is the direct explicit-match expansion of matches!(self, IpAddr::V6(_))."
std_specs__net.rs__L313__IpAddr__is_unspecified,core::net::IpAddr::is_unspecified,IpAddr::is_unspecified,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net_enums.rs,True,B,,,Variant dispatch and delegated method calls are unchanged apart from receiver/binding normalization.
std_specs__net.rs__L318__IpAddr__is_loopback,core::net::IpAddr::is_loopback,IpAddr::is_loopback,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net_enums.rs,True,B,,,Variant dispatch and delegated method calls are unchanged apart from receiver/binding normalization.
std_specs__net.rs__L323__IpAddr__is_multicast,core::net::IpAddr::is_multicast,IpAddr::is_multicast,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,net_enums.rs,True,B,,,Variant dispatch and delegated method calls are unchanged apart from receiver/binding normalization.
std_specs__net.rs__L328__SocketAddrV4__new,core::net::SocketAddrV4::new,SocketAddrV4::new,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"No non-circular public API performs the same construction; alternatives ultimately call SocketAddrV4::new, and a representation axiom would restate its contract. The supplied contract also names IpAddr::is_multicast rather than the target constructor."
std_specs__net.rs__L333__SocketAddrV4__ip,core::net::SocketAddrV4::ip,SocketAddrV4::ip,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Additionally, a corrected ip proof cannot copy `&self.ip` downstream because `ip` is private and the SocketAddrV4 view is uninterpreted. The only public extractor is the forbidden target itself; a bridge axiom would merely restate its contract."
std_specs__net.rs__L338__SocketAddrV4__set_ip,core::net::SocketAddrV4::set_ip,SocketAddrV4::set_ip,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,A mutable unit-returning setter cannot prove the supplied immutable getter postcondition without changing either the target or contract.
std_specs__net.rs__L343__SocketAddrV4__port,core::net::SocketAddrV4::port,SocketAddrV4::port,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,A corrected port proof also cannot copy `self.port` downstream because the field is private and the SocketAddrV4 view is uninterpreted. The only public extractor is the forbidden target itself; a bridge axiom would merely restate its contract.
std_specs__net.rs__L348__SocketAddrV4__set_port,core::net::SocketAddrV4::set_port,SocketAddrV4::set_port,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,A mutable unit-returning setter cannot prove the supplied immutable getter postcondition without changing either the target or contract.
std_specs__net.rs__L353__SocketAddrV6__new,core::net::SocketAddrV6::new,SocketAddrV6::new,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"No non-circular public API reproduces this construction; alternatives ultimately call SocketAddrV6::new, while a representation axiom would merely restate its contract. The supplied contract is also for SocketAddrV4::set_port, not this target."
std_specs__net.rs__L363__SocketAddrV6__ip,core::net::SocketAddrV6::ip,SocketAddrV6::ip,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,A corrected proof also cannot copy `&self.ip` downstream because `ip` is private and the SocketAddrV6 view is uninterpreted. The only public extractor is the forbidden target itself; any sufficient axiom would merely restate its contract.
std_specs__net.rs__L368__SocketAddrV6__set_ip,core::net::SocketAddrV6::set_ip,SocketAddrV6::set_ip,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L378__SocketAddrV6__port,core::net::SocketAddrV6::port,SocketAddrV6::port,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,A standalone function cannot access self.port or relate it to address@.port without restating the target contract as an axiom. Calling port directly or through SocketAddr::port would be circular.
std_specs__net.rs__L383__SocketAddrV6__set_port,core::net::SocketAddrV6::set_port,SocketAddrV6::set_port,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"The contract is for SocketAddrV6::port(&self) -> u16, but the target is SocketAddrV6::set_port(&mut self, u16) -> (). A source-faithful setter cannot carry the getter’s result postcondition."
std_specs__net.rs__L393__SocketAddrV6__flowinfo,core::net::SocketAddrV6::flowinfo,SocketAddrV6::flowinfo,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"The signatures and behavior are incompatible. Additionally, flowinfo directly reads a private field unavailable downstream; using the target getter or an equivalent axiom would be circular."
std_specs__net.rs__L398__SocketAddrV6__set_flowinfo,core::net::SocketAddrV6::set_flowinfo,SocketAddrV6::set_flowinfo,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private fields, transmute, byte primitives, or direct assignments are replaced by public APIs and arithmetic."
std_specs__net.rs__L408__SocketAddrV6__scope_id,core::net::SocketAddrV6::scope_id,SocketAddrV6::scope_id,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"No non-circular public API exposes the field; any sufficient representation axiom would restate the target contract. The supplied contract also describes set_flowinfo, not scope_id."
