id,api_path,raw_target,source_file,source_line,category,status,r0_z3,classification,equal_fn_trivial
std_specs__maybe_uninit.rs__L51__MaybeUninit__T__assume_init_mut,core::mem::MaybeUninit::assume_init_mut,MaybeUninit::<T>::assume_init_mut,std_specs/maybe_uninit.rs,51,checker_unsupported,unsupported_mut_ref_return,,,False
std_specs__net.rs__L208__Ipv4Addr__new,core::net::Ipv4Addr::new,Ipv4Addr::new,std_specs/net.rs,208,complete,ok,unsat,complete,False
std_specs__net.rs__L213__Ipv4Addr__from_octets,core::net::Ipv4Addr::from_octets,Ipv4Addr::from_octets,std_specs/net.rs,213,complete,ok,unsat,complete,False
std_specs__net.rs__L218__Ipv4Addr__octets,core::net::Ipv4Addr::octets,Ipv4Addr::octets,std_specs/net.rs,218,complete,ok,unsat,complete,False
std_specs__net.rs__L223__Ipv4Addr__is_unspecified,core::net::Ipv4Addr::is_unspecified,Ipv4Addr::is_unspecified,std_specs/net.rs,223,complete,ok,unsat,complete,False
std_specs__net.rs__L228__Ipv4Addr__is_loopback,core::net::Ipv4Addr::is_loopback,Ipv4Addr::is_loopback,std_specs/net.rs,228,complete,ok,unsat,complete,False
std_specs__net.rs__L233__Ipv4Addr__is_private,core::net::Ipv4Addr::is_private,Ipv4Addr::is_private,std_specs/net.rs,233,complete,ok,unsat,complete,False
std_specs__net.rs__L238__Ipv4Addr__is_link_local,core::net::Ipv4Addr::is_link_local,Ipv4Addr::is_link_local,std_specs/net.rs,238,complete,ok,unsat,complete,False
std_specs__net.rs__L243__Ipv4Addr__is_multicast,core::net::Ipv4Addr::is_multicast,Ipv4Addr::is_multicast,std_specs/net.rs,243,complete,ok,unsat,complete,False
std_specs__net.rs__L248__Ipv4Addr__is_broadcast,core::net::Ipv4Addr::is_broadcast,Ipv4Addr::is_broadcast,std_specs/net.rs,248,complete,ok,unsat,complete,False
std_specs__net.rs__L253__Ipv4Addr__is_documentation,core::net::Ipv4Addr::is_documentation,Ipv4Addr::is_documentation,std_specs/net.rs,253,complete,ok,unsat,complete,False
std_specs__net.rs__L258__Ipv4Addr__to_ipv6_compatible,core::net::Ipv4Addr::to_ipv6_compatible,Ipv4Addr::to_ipv6_compatible,std_specs/net.rs,258,complete,ok,unsat,complete,False
std_specs__net.rs__L263__Ipv4Addr__to_ipv6_mapped,core::net::Ipv4Addr::to_ipv6_mapped,Ipv4Addr::to_ipv6_mapped,std_specs/net.rs,263,complete,ok,unsat,complete,False
std_specs__net.rs__L268__Ipv6Addr__from_octets,core::net::Ipv6Addr::from_octets,Ipv6Addr::from_octets,std_specs/net.rs,268,complete,ok,unsat,complete,False
std_specs__net.rs__L273__Ipv6Addr__octets,core::net::Ipv6Addr::octets,Ipv6Addr::octets,std_specs/net.rs,273,complete,ok,unsat,complete,False
std_specs__net.rs__L278__Ipv6Addr__is_unspecified,core::net::Ipv6Addr::is_unspecified,Ipv6Addr::is_unspecified,std_specs/net.rs,278,complete,ok,unsat,complete,False
std_specs__net.rs__L283__Ipv6Addr__is_loopback,core::net::Ipv6Addr::is_loopback,Ipv6Addr::is_loopback,std_specs/net.rs,283,complete,ok,unsat,complete,False
std_specs__net.rs__L288__Ipv6Addr__is_multicast,core::net::Ipv6Addr::is_multicast,Ipv6Addr::is_multicast,std_specs/net.rs,288,complete,ok,unsat,complete,False
std_specs__net.rs__L293__Ipv6Addr__is_unique_local,core::net::Ipv6Addr::is_unique_local,Ipv6Addr::is_unique_local,std_specs/net.rs,293,complete,ok,unsat,complete,False
std_specs__net.rs__L298__Ipv6Addr__is_unicast_link_local,core::net::Ipv6Addr::is_unicast_link_local,Ipv6Addr::is_unicast_link_local,std_specs/net.rs,298,complete,ok,unsat,complete,False
std_specs__net.rs__L303__IpAddr__is_ipv4,core::net::IpAddr::is_ipv4,IpAddr::is_ipv4,std_specs/net.rs,303,complete,ok,unsat,complete,False
std_specs__net.rs__L308__IpAddr__is_ipv6,core::net::IpAddr::is_ipv6,IpAddr::is_ipv6,std_specs/net.rs,308,complete,ok,unsat,complete,False
std_specs__net.rs__L313__IpAddr__is_unspecified,core::net::IpAddr::is_unspecified,IpAddr::is_unspecified,std_specs/net.rs,313,complete,ok,unsat,complete,False
std_specs__net.rs__L318__IpAddr__is_loopback,core::net::IpAddr::is_loopback,IpAddr::is_loopback,std_specs/net.rs,318,complete,ok,unsat,complete,False
std_specs__net.rs__L323__IpAddr__is_multicast,core::net::IpAddr::is_multicast,IpAddr::is_multicast,std_specs/net.rs,323,complete,ok,unsat,complete,False
std_specs__net.rs__L328__SocketAddrV4__new,core::net::SocketAddrV4::new,SocketAddrV4::new,std_specs/net.rs,328,complete,ok,unsat,complete,False
std_specs__net.rs__L333__SocketAddrV4__ip,core::net::SocketAddrV4::ip,SocketAddrV4::ip,std_specs/net.rs,333,unknown,ok,unknown,ok_inconclusive,False
std_specs__net.rs__L338__SocketAddrV4__set_ip,core::net::SocketAddrV4::set_ip,SocketAddrV4::set_ip,std_specs/net.rs,338,complete,ok,unsat,complete,False
std_specs__net.rs__L343__SocketAddrV4__port,core::net::SocketAddrV4::port,SocketAddrV4::port,std_specs/net.rs,343,complete,ok,unsat,complete,False
std_specs__net.rs__L348__SocketAddrV4__set_port,core::net::SocketAddrV4::set_port,SocketAddrV4::set_port,std_specs/net.rs,348,complete,ok,unsat,complete,False
std_specs__net.rs__L353__SocketAddrV6__new,core::net::SocketAddrV6::new,SocketAddrV6::new,std_specs/net.rs,353,complete,ok,unsat,complete,False
std_specs__net.rs__L363__SocketAddrV6__ip,core::net::SocketAddrV6::ip,SocketAddrV6::ip,std_specs/net.rs,363,unknown,ok,unknown,ok_inconclusive,False
std_specs__net.rs__L368__SocketAddrV6__set_ip,core::net::SocketAddrV6::set_ip,SocketAddrV6::set_ip,std_specs/net.rs,368,complete,ok,unsat,complete,False
std_specs__net.rs__L378__SocketAddrV6__port,core::net::SocketAddrV6::port,SocketAddrV6::port,std_specs/net.rs,378,complete,ok,unsat,complete,False
std_specs__net.rs__L383__SocketAddrV6__set_port,core::net::SocketAddrV6::set_port,SocketAddrV6::set_port,std_specs/net.rs,383,complete,ok,unsat,complete,False
std_specs__net.rs__L393__SocketAddrV6__flowinfo,core::net::SocketAddrV6::flowinfo,SocketAddrV6::flowinfo,std_specs/net.rs,393,complete,ok,unsat,complete,False
std_specs__net.rs__L398__SocketAddrV6__set_flowinfo,core::net::SocketAddrV6::set_flowinfo,SocketAddrV6::set_flowinfo,std_specs/net.rs,398,complete,ok,unsat,complete,False
std_specs__net.rs__L408__SocketAddrV6__scope_id,core::net::SocketAddrV6::scope_id,SocketAddrV6::scope_id,std_specs/net.rs,408,complete,ok,unsat,complete,False
std_specs__net.rs__L413__SocketAddrV6__set_scope_id,core::net::SocketAddrV6::set_scope_id,SocketAddrV6::set_scope_id,std_specs/net.rs,413,complete,ok,unsat,complete,False
std_specs__net.rs__L423__SocketAddr__new,core::net::SocketAddr::new,SocketAddr::new,std_specs/net.rs,423,complete,ok,unsat,complete,False
std_specs__net.rs__L433__SocketAddr__is_ipv4,core::net::SocketAddr::is_ipv4,SocketAddr::is_ipv4,std_specs/net.rs,433,complete,ok,unsat,complete,False
std_specs__net.rs__L438__SocketAddr__is_ipv6,core::net::SocketAddr::is_ipv6,SocketAddr::is_ipv6,std_specs/net.rs,438,complete,ok,unsat,complete,False
std_specs__net.rs__L443__SocketAddr__ip,core::net::SocketAddr::ip,SocketAddr::ip,std_specs/net.rs,443,complete,ok,unsat,complete,False
std_specs__net.rs__L451__SocketAddr__port,core::net::SocketAddr::port,SocketAddr::port,std_specs/net.rs,451,complete,ok,unsat,complete,False
std_specs__net.rs__L459__SocketAddr__set_port,core::net::SocketAddr::set_port,SocketAddr::set_port,std_specs/net.rs,459,complete,ok,unsat,complete,False
std_specs__net.rs__L469__IpAddr__to_canonical,core::net::IpAddr::to_canonical,IpAddr::to_canonical,std_specs/net.rs,469,complete,ok,unsat,complete,False
std_specs__net.rs__L484__Ipv4Addr__from_bits,core::net::Ipv4Addr::from_bits,Ipv4Addr::from_bits,std_specs/net.rs,484,complete,ok,unsat,complete,False
std_specs__net.rs__L494__Ipv4Addr__to_bits,core::net::Ipv4Addr::to_bits,Ipv4Addr::to_bits,std_specs/net.rs,494,complete,ok,unsat,complete,False
std_specs__net.rs__L500__Ipv6Addr__from_bits,core::net::Ipv6Addr::from_bits,Ipv6Addr::from_bits,std_specs/net.rs,500,complete,ok,unsat,complete,False
std_specs__net.rs__L522__Ipv6Addr__from_segments,core::net::Ipv6Addr::from_segments,Ipv6Addr::from_segments,std_specs/net.rs,522,complete,ok,unsat,complete,False
std_specs__net.rs__L544__Ipv6Addr__new,core::net::Ipv6Addr::new,Ipv6Addr::new,std_specs/net.rs,544,complete,ok,unsat,complete,False
std_specs__net.rs__L575__Ipv6Addr__segments,core::net::Ipv6Addr::segments,Ipv6Addr::segments,std_specs/net.rs,575,complete,ok,unsat,complete,False
std_specs__net.rs__L587__Ipv6Addr__to_bits,core::net::Ipv6Addr::to_bits,Ipv6Addr::to_bits,std_specs/net.rs,587,complete,ok,unsat,complete,False
std_specs__net.rs__L601__Ipv6Addr__to_canonical,core::net::Ipv6Addr::to_canonical,Ipv6Addr::to_canonical,std_specs/net.rs,601,complete,ok,unsat,complete,False
std_specs__net.rs__L613__Ipv6Addr__to_ipv4,core::net::Ipv6Addr::to_ipv4,Ipv6Addr::to_ipv4,std_specs/net.rs,613,complete,ok,unsat,complete,False
std_specs__net.rs__L620__Ipv6Addr__to_ipv4_mapped,core::net::Ipv6Addr::to_ipv4_mapped,Ipv6Addr::to_ipv4_mapped,std_specs/net.rs,620,complete,ok,unsat,complete,False
std_specs__net.rs__L631__SocketAddr__set_ip,core::net::SocketAddr::set_ip,SocketAddr::set_ip,std_specs/net.rs,631,complete,ok,unsat,complete,False
std_specs__nonzero.rs__L164__NonZero__T__as__Clone__clone,core::clone::Clone::clone,<NonZero<T> as Clone>::clone,std_specs/nonzero.rs,164,complete,ok,unsat,complete,False
std_specs__nonzero.rs__L70__NonZero__T__new,core::num::NonZero::new,NonZero::<T>::new,std_specs/nonzero.rs,70,complete,ok,unsat,complete,False
std_specs__nonzero.rs__L82__NonZero__T__new_unchecked,core::num::NonZero::new_unchecked,NonZero::<T>::new_unchecked,std_specs/nonzero.rs,82,complete,ok,unsat,complete,False
std_specs__nonzero.rs__L98__NonZero__T__get,core::num::NonZero::get,NonZero::<T>::get,std_specs/nonzero.rs,98,complete,ok,unsat,complete,False
std_specs__ops.rs__L464__f32__as__core__ops__Neg__neg,core::ops::Neg::neg,<f32 as core::ops::Neg>::neg,std_specs/ops.rs,464,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L469__f32__as__core__ops__Add__add,core::ops::Add::add,<f32 as core::ops::Add>::add,std_specs/ops.rs,469,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L474__f32__as__core__ops__Sub__sub,core::ops::Sub::sub,<f32 as core::ops::Sub>::sub,std_specs/ops.rs,474,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L479__f32__as__core__ops__Mul__mul,core::ops::Mul::mul,<f32 as core::ops::Mul>::mul,std_specs/ops.rs,479,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L484__f32__as__core__ops__Div__div,core::ops::Div::div,<f32 as core::ops::Div>::div,std_specs/ops.rs,484,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L489__f64__as__core__ops__Neg__neg,core::ops::Neg::neg,<f64 as core::ops::Neg>::neg,std_specs/ops.rs,489,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L494__f64__as__core__ops__Add__add,core::ops::Add::add,<f64 as core::ops::Add>::add,std_specs/ops.rs,494,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L499__f64__as__core__ops__Sub__sub,core::ops::Sub::sub,<f64 as core::ops::Sub>::sub,std_specs/ops.rs,499,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L504__f64__as__core__ops__Mul__mul,core::ops::Mul::mul,<f64 as core::ops::Mul>::mul,std_specs/ops.rs,504,unknown,ok,unknown,ok_inconclusive,False
std_specs__ops.rs__L509__f64__as__core__ops__Div__div,core::ops::Div::div,<f64 as core::ops::Div>::div,std_specs/ops.rs,509,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L123__Option__T__is_some,core::option::Option::is_some,Option::<T>::is_some,std_specs/option.rs,123,complete,ok,unsat,complete,False
std_specs__option.rs__L136__Option__T__is_none,core::option::Option::is_none,Option::<T>::is_none,std_specs/option.rs,136,complete,ok,unsat,complete,False
std_specs__option.rs__L143__Option__T__as_ref,core::option::Option::as_ref,Option::<T>::as_ref,std_specs/option.rs,143,complete,ok,unsat,complete,False
std_specs__option.rs__L160__Option__T__unwrap,core::option::Option::unwrap,Option::<T>::unwrap,std_specs/option.rs,160,complete,ok,unsat,complete,False
std_specs__option.rs__L177__Option__T__unwrap_or,core::option::Option::unwrap_or,Option::<T>::unwrap_or,std_specs/option.rs,177,complete,ok,unsat,complete,False
std_specs__option.rs__L193__Option__T__expect,core::option::Option::expect,Option::<T>::expect,std_specs/option.rs,193,complete,ok,unsat,complete,False
std_specs__option.rs__L201__Option__T__take,core::option::Option::take,Option::<T>::take,std_specs/option.rs,201,complete,ok,unsat,complete,False
std_specs__option.rs__L209__Option__T__map,core::option::Option::map,Option::<T>::map,std_specs/option.rs,209,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L219__Option__a__T__cloned,core::option::Option::cloned,Option::<&'a T>::cloned,std_specs/option.rs,219,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L227__Option__T__and_then,core::option::Option::and_then,Option::<T>::and_then,std_specs/option.rs,227,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L239__Option__T__ok_or_else,core::option::Option::ok_or_else,Option::<T>::ok_or_else,std_specs/option.rs,239,complete,ok,unsat,complete,False
std_specs__option.rs__L254__Option__T__unwrap_or_default,core::option::Option::unwrap_or_default,Option::<T>::unwrap_or_default,std_specs/option.rs,254,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L263__Option__T__unwrap_or_else,core::option::Option::unwrap_or_else,Option::<T>::unwrap_or_else,std_specs/option.rs,263,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L275__Option__T__as__Clone__clone,core::clone::Clone::clone,<Option<T> as Clone>::clone,std_specs/option.rs,275,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L298__Option__T__as__PartialEq__eq,core::cmp::PartialEq::eq,<Option<T> as PartialEq>::eq,std_specs/option.rs,298,no_local_postcondition,no_ensures,,,False
std_specs__option.rs__L320__Option__T__as__PartialOrd__partial_cmp,core::cmp::PartialOrd::partial_cmp,<Option<T> as PartialOrd>::partial_cmp,std_specs/option.rs,320,no_local_postcondition,no_ensures,,,False
std_specs__option.rs__L341__Option__T__as__Ord__cmp,core::cmp::Ord::cmp,<Option<T> as Ord>::cmp,std_specs/option.rs,341,no_local_postcondition,no_ensures,,,False
std_specs__option.rs__L357__Option__ok_or,core::option::Option::ok_or,Option::ok_or,std_specs/option.rs,357,complete,ok,unsat,complete,False
std_specs__option.rs__L363__Option__as_mut,core::option::Option::as_mut,Option::as_mut,std_specs/option.rs,363,unknown,ok,unknown,ok_inconclusive,False
std_specs__option.rs__L372__Option__as_slice,core::option::Option::as_slice,Option::as_slice,std_specs/option.rs,372,complete,ok,unsat,complete,False
std_specs__option.rs__L381__Option__as_mut_slice,core::option::Option::as_mut_slice,Option::as_mut_slice,std_specs/option.rs,381,checker_unsupported,unsupported_mut_ref_return,,,False
std_specs__option.rs__L395__Option__insert,core::option::Option::insert,Option::insert,std_specs/option.rs,395,checker_unsupported,unsupported_mut_ref_return,,,False
std_specs__option.rs__L402__Option__get_or_insert,core::option::Option::get_or_insert,Option::get_or_insert,std_specs/option.rs,402,checker_unsupported,unsupported_mut_ref_return,,,False
std_specs__ordering.rs__L13__Ordering__is_ne,core::cmp::Ordering::is_ne,Ordering::is_ne,std_specs/ordering.rs,13,complete,ok,unsat,complete,False
std_specs__ordering.rs__L18__Ordering__is_lt,core::cmp::Ordering::is_lt,Ordering::is_lt,std_specs/ordering.rs,18,complete,ok,unsat,complete,False
std_specs__ordering.rs__L23__Ordering__is_gt,core::cmp::Ordering::is_gt,Ordering::is_gt,std_specs/ordering.rs,23,complete,ok,unsat,complete,False
std_specs__ordering.rs__L28__Ordering__is_le,core::cmp::Ordering::is_le,Ordering::is_le,std_specs/ordering.rs,28,complete,ok,unsat,complete,False
std_specs__ordering.rs__L33__Ordering__is_ge,core::cmp::Ordering::is_ge,Ordering::is_ge,std_specs/ordering.rs,33,complete,ok,unsat,complete,False
std_specs__ordering.rs__L38__Ordering__reverse,core::cmp::Ordering::reverse,Ordering::reverse,std_specs/ordering.rs,38,complete,ok,unsat,complete,False
std_specs__ordering.rs__L47__Ordering__then,core::cmp::Ordering::then,Ordering::then,std_specs/ordering.rs,47,complete,ok,unsat,complete,False
std_specs__ordering.rs__L8__Ordering__is_eq,core::cmp::Ordering::is_eq,Ordering::is_eq,std_specs/ordering.rs,8,complete,ok,unsat,complete,False
std_specs__range.rs__L111__RangeInclusive__Idx__new,core::ops::RangeInclusive::new,RangeInclusive::<Idx>::new,std_specs/range.rs,111,complete,ok,unsat,complete,False
std_specs__range.rs__L228__Range__A__as__Iterator__next,core::iter::Iterator::next,<Range<A> as Iterator>::next,std_specs/range.rs,228,complete,ok,unsat,complete,False
std_specs__range.rs__L283__Range__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<Range<T> as RangeBounds<T>>::start_bound,std_specs/range.rs,283,complete,ok,unsat,complete,False
std_specs__range.rs__L290__Range__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<Range<T> as RangeBounds<T>>::end_bound,std_specs/range.rs,290,complete,ok,unsat,complete,False
std_specs__range.rs__L297__RangeFull__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeFull as RangeBounds<T>>::start_bound,std_specs/range.rs,297,complete,ok,unsat,complete,False
std_specs__range.rs__L304__RangeFull__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeFull as RangeBounds<T>>::end_bound,std_specs/range.rs,304,complete,ok,unsat,complete,False
std_specs__range.rs__L311__RangeFrom__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeFrom<T> as RangeBounds<T>>::start_bound,std_specs/range.rs,311,complete,ok,unsat,complete,False
std_specs__range.rs__L318__RangeFrom__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeFrom<T> as RangeBounds<T>>::end_bound,std_specs/range.rs,318,complete,ok,unsat,complete,False
std_specs__range.rs__L325__RangeTo__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeTo<T> as RangeBounds<T>>::start_bound,std_specs/range.rs,325,complete,ok,unsat,complete,False
std_specs__range.rs__L332__RangeTo__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeTo<T> as RangeBounds<T>>::end_bound,std_specs/range.rs,332,complete,ok,unsat,complete,False
std_specs__range.rs__L339__RangeInclusive__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeInclusive<T> as RangeBounds<T>>::start_bound,std_specs/range.rs,339,complete,ok,unsat,complete,False
std_specs__range.rs__L346__RangeInclusive__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeInclusive<T> as RangeBounds<T>>::end_bound,std_specs/range.rs,346,complete,ok,unsat,complete,False
std_specs__range.rs__L353__RangeToInclusive__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeToInclusive<T> as RangeBounds<T>>::start_bound,std_specs/range.rs,353,complete,ok,unsat,complete,False
std_specs__range.rs__L360__RangeToInclusive__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeToInclusive<T> as RangeBounds<T>>::end_bound,std_specs/range.rs,360,complete,ok,unsat,complete,False
std_specs__range.rs__L367__Bound__T__Bound__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,"<(Bound<T>, Bound<T>) as RangeBounds<T>>::start_bound",std_specs/range.rs,367,complete,ok,unsat,complete,False
std_specs__range.rs__L374__Bound__T__Bound__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,"<(Bound<T>, Bound<T>) as RangeBounds<T>>::end_bound",std_specs/range.rs,374,complete,ok,unsat,complete,False
std_specs__range.rs__L74__Range__Idx__contains,core::ops::Range::contains,Range::<Idx>::contains,std_specs/range.rs,74,unknown,ok,unknown,ok_inconclusive,False
std_specs__range.rs__L82__RangeInclusive__Idx__contains,core::ops::RangeInclusive::contains,RangeInclusive::<Idx>::contains,std_specs/range.rs,82,unknown,ok,unknown,ok_inconclusive,False
std_specs__result.rs__L135__Result__T__E__is_ok,core::result::Result::is_ok,"Result::<T, E>::is_ok",std_specs/result.rs,135,complete,ok,unsat,complete,False
std_specs__result.rs__L148__Result__T__E__is_err,core::result::Result::is_err,"Result::<T, E>::is_err",std_specs/result.rs,148,complete,ok,unsat,complete,False
std_specs__result.rs__L155__Result__T__E__as_ref,core::result::Result::as_ref,"Result::<T, E>::as_ref",std_specs/result.rs,155,complete,ok,unsat,complete,False
std_specs__result.rs__L177__Result__T__E__unwrap,core::result::Result::unwrap,"Result::<T, E>::unwrap",std_specs/result.rs,177,complete,ok,unsat,complete,False
std_specs__result.rs__L196__Result__T__E__unwrap_err,core::result::Result::unwrap_err,"Result::<T, E>::unwrap_err",std_specs/result.rs,196,complete,ok,unsat,complete,False
std_specs__result.rs__L215__Result__T__E__expect,core::result::Result::expect,"Result::<T, E>::expect",std_specs/result.rs,215,complete,ok,unsat,complete,False
std_specs__result.rs__L226__Result__T__E__map,core::result::Result::map,"Result::<T, E>::map",std_specs/result.rs,226,unknown,ok,unknown,ok_inconclusive,False
std_specs__result.rs__L242__Result__T__E__map_err,core::result::Result::map_err,"Result::<T, E>::map_err",std_specs/result.rs,242,complete,ok,unsat,complete,False
std_specs__result.rs__L262__Result__T__E__ok,core::result::Result::ok,"Result::<T, E>::ok",std_specs/result.rs,262,complete,ok,unsat,complete,False
std_specs__result.rs__L278__Result__T__E__err,core::result::Result::err,"Result::<T, E>::err",std_specs/result.rs,278,complete,ok,unsat,complete,False
std_specs__slice.rs__L150__T__iter,core::slice::iter,<[T]>::iter,std_specs/slice.rs,150,complete,ok,unsat,complete,False
std_specs__slice.rs__L158__a__T__as__core__iter__IntoIterator__into_iter,core::iter::IntoIterator::into_iter,<&'a [T] as core::iter::IntoIterator>::into_iter,std_specs/slice.rs,158,complete,ok,unsat,complete,False
std_specs__slice.rs__L166__T__first,core::slice::first,<[T]>::first,std_specs/slice.rs,166,complete,ok,unsat,complete,False
std_specs__slice.rs__L172__T__last,core::slice::last,<[T]>::last,std_specs/slice.rs,172,complete,ok,unsat,complete,False
std_specs__slice.rs__L179__T__first_mut,core::slice::first_mut,<[T]>::first_mut,std_specs/slice.rs,179,checker_unsupported,unsupported_unsized_mutable_state,,,False
std_specs__slice.rs__L187__T__last_mut,core::slice::last_mut,<[T]>::last_mut,std_specs/slice.rs,187,checker_unsupported,unsupported_unsized_mutable_state,,,False
std_specs__slice.rs__L194__T__split_at,core::slice::split_at,<[T]>::split_at,std_specs/slice.rs,194,complete,ok,unsat,complete,False
std_specs__slice.rs__L203__T__split_at_mut,core::slice::split_at_mut,<[T]>::split_at_mut,std_specs/slice.rs,203,checker_unsupported,unsupported_unsized_mutable_state,,,False
std_specs__slice.rs__L213__T__copy_from_slice,core::slice::copy_from_slice,<[T]>::copy_from_slice,std_specs/slice.rs,213,checker_unsupported,unsupported_unsized_mutable_state,,,False
std_specs__slice.rs__L243__T__copy_within__R,core::slice::copy_within,<[T]>::copy_within::<R>,std_specs/slice.rs,243,checker_unsupported,unsupported_unsized_mutable_state,,,False
std_specs__slice.rs__L44__usize__as__SliceIndex__T__index,core::slice::SliceIndex::index,<usize as SliceIndex<[T]>>::index,std_specs/slice.rs,44,complete,ok,unsat,complete,False
std_specs__slice.rs__L56__Range__usize__as__SliceIndex__T__index,core::slice::SliceIndex::index,<Range<usize> as SliceIndex<[T]>>::index,std_specs/slice.rs,56,complete,ok,unsat,complete,False
std_specs__slice.rs__L75__T__as__Index__I__index,core::ops::Index::index,<[T] as Index<I>>::index,std_specs/slice.rs,75,unknown,ok,unknown,ok_inconclusive,False
std_specs__slice.rs__L83__T__N__as__Index__I__index,core::ops::Index::index,<[T; N] as Index<I>>::index,std_specs/slice.rs,83,unknown,ok,unknown,ok_inconclusive,False
std_specs__slice.rs__L92__core__hint__unreachable_unchecked,core::hint::unreachable_unchecked,core::hint::unreachable_unchecked,std_specs/slice.rs,92,no_local_postcondition,no_ensures,,,False
std_specs__smart_ptrs.rs__L12__T__into_vec,core::slice::into_vec,<[T]>::into_vec,std_specs/smart_ptrs.rs,12,complete,ok,unsat,complete,False
std_specs__smart_ptrs.rs__L17__Box__T__new,alloc::boxed::Box::new,Box::<T>::new,std_specs/smart_ptrs.rs,17,complete,ok,unsat,complete,False
std_specs__smart_ptrs.rs__L22__Box__T__as__core__default__Default__default,core::default::Default::default,"<Box<
    T,
> as core::default::Default>::default",std_specs/smart_ptrs.rs,22,unknown,ok,unknown,ok_inconclusive,False
std_specs__smart_ptrs.rs__L29__Rc__T__new,alloc::rc::Rc::new,Rc::<T>::new,std_specs/smart_ptrs.rs,29,complete,ok,unsat,complete,False
std_specs__smart_ptrs.rs__L34__Rc__T__as__core__default__Default__default,core::default::Default::default,"<Rc<
    T,
> as core::default::Default>::default",std_specs/smart_ptrs.rs,34,unknown,ok,unknown,ok_inconclusive,False
std_specs__smart_ptrs.rs__L41__Arc__T__new,alloc::sync::Arc::new,Arc::<T>::new,std_specs/smart_ptrs.rs,41,complete,ok,unsat,complete,False
std_specs__smart_ptrs.rs__L46__Arc__T__as__core__default__Default__default,core::default::Default::default,"<Arc<
    T,
> as core::default::Default>::default",std_specs/smart_ptrs.rs,46,unknown,ok,unknown,ok_inconclusive,False
std_specs__smart_ptrs.rs__L53__Box__T__A__as__Clone__clone,core::clone::Clone::clone,"<Box<T, A> as Clone>::clone",std_specs/smart_ptrs.rs,53,unknown,ok,unknown,ok_inconclusive,False
std_specs__smart_ptrs.rs__L60__Rc__T__A__try_unwrap,alloc::rc::Rc::try_unwrap,"Rc::<T, A>::try_unwrap",std_specs/smart_ptrs.rs,60,unknown,ok,unknown,ok_inconclusive,False
std_specs__smart_ptrs.rs__L71__Rc__T__A__into_inner,alloc::rc::Rc::into_inner,"Rc::<T, A>::into_inner",std_specs/smart_ptrs.rs,71,unknown,ok,unknown,ok_inconclusive,False
std_specs__vec.rs__L100__Vec__T__new,alloc::vec::Vec::new,Vec::<T>::new,std_specs/vec.rs,100,complete,ok,unsat,complete,False
std_specs__vec.rs__L105__Vec__T__as__core__default__Default__default,core::default::Default::default,<Vec<T> as core::default::Default>::default,std_specs/vec.rs,105,complete,ok,unsat,complete,False
std_specs__vec.rs__L110__Vec__T__A__new_in,alloc::vec::Vec::new_in,"Vec::<T, A>::new_in",std_specs/vec.rs,110,complete,ok,unsat,complete,False
std_specs__vec.rs__L115__Vec__T__with_capacity,alloc::vec::Vec::with_capacity,Vec::<T>::with_capacity,std_specs/vec.rs,115,complete,ok,unsat,complete,False
std_specs__vec.rs__L120__Vec__T__A__with_capacity_in,alloc::vec::Vec::with_capacity_in,"Vec::<T, A>::with_capacity_in",std_specs/vec.rs,120,complete,ok,unsat,complete,False
