target,status,semantic_family,contract_coverage_result,typecheck_result,determinism_result,target_binding_result,signature_shape_result,generic_bounds_result,anti_vacuity_result,source_fidelity_result
core::slice::last_chunk,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__last_chunk/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__last_chunk/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__last_chunk/det_harness.rs,target core::slice::last_chunk bound from inventory declaration core:61070 at core/src/slice/mod.rs:509,signature mirrored from inventory row and source declaration,<const N: usize>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::last_chunk_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__last_chunk_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__last_chunk_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__last_chunk_mut/det_harness.rs",target core::slice::last_chunk_mut bound from inventory declaration core:61071 at core/src/slice/mod.rs:539,signature mirrored from inventory row and source declaration,<const N: usize>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::last_mut,existing-vstd,existing-vstd-baseline,covered: existing-vstd,static-contract-shape-check: passed; copied vstd excerpt available for Verus review,deterministic where vstd contract is deterministic; iterator relation uses existing vstd iterator law,target core::slice::last_mut mapped to vstd-baseline/std_specs/slice.rs:186-192,signature mirrored from inventory row and source declaration,none,passed: exact existing vstd relation retained and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::len,existing-vstd,existing-vstd-baseline,covered: existing-vstd,static-contract-shape-check: passed; copied vstd excerpt available for Verus review,deterministic where vstd contract is deterministic; iterator relation uses existing vstd iterator law,target core::slice::len mapped to vstd-baseline/slice.rs:71-86,signature mirrored from inventory row and source declaration,none,passed: exact existing vstd relation retained and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::make_ascii_lowercase,generated-new-real-relation-spec,ascii-byte-sequence,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__make_ascii_lowercase/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__make_ascii_lowercase/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__make_ascii_lowercase/det_harness.rs,target core::slice::make_ascii_lowercase bound from inventory declaration core:61048 at core/src/slice/ascii.rs:195,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::make_ascii_uppercase,generated-new-real-relation-spec,ascii-byte-sequence,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__make_ascii_uppercase/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__make_ascii_uppercase/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__make_ascii_uppercase/det_harness.rs,target core::slice::make_ascii_uppercase bound from inventory declaration core:61047 at core/src/slice/ascii.rs:173,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::partition_point,generated-new-real-relation-spec,search-prefix-suffix-ordering,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_observation_mutation_batch.rs --no-verify; harness=verification/harnesses/slice_observation_mutation_batch.rs; stdout=verification/evidence/slice_observation_mutation_batch.verus.stdout(empty); stderr=verification/evidence/slice_observation_mutation_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=duplicate-or-callback-search-boundary; unknown_review_reason=search result is source-backed but relational: duplicate matches, insertion points, or callback/predicate observations do not force a unique return; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__partition_point/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__partition_point/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__partition_point/det_harness.rs",target core::slice::partition_point bound from inventory declaration core:61108 at core/src/slice/mod.rs:4861,signature mirrored from inventory row and source declaration,"<P> P: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rchunks,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks/det_harness.rs",target core::slice::rchunks bound from inventory declaration core:33696 at core/src/slice/mod.rs:1689,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rchunks_exact,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_exact/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_exact/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_exact/det_harness.rs",target core::slice::rchunks_exact bound from inventory declaration core:33722 at core/src/slice/mod.rs:1778,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rchunks_exact_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_exact_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_exact_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_exact_mut/det_harness.rs",target core::slice::rchunks_exact_mut bound from inventory declaration core:33737 at core/src/slice/mod.rs:1827,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rchunks_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rchunks_mut/det_harness.rs",target core::slice::rchunks_mut bound from inventory declaration core:33709 at core/src/slice/mod.rs:1733,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::reverse,generated-new-real-relation-spec,mutation-frame-and-permutation,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_observation_mutation_batch.rs --no-verify; harness=verification/harnesses/slice_observation_mutation_batch.rs; stdout=verification/evidence/slice_observation_mutation_batch.verus.stdout(empty); stderr=verification/evidence/slice_observation_mutation_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__reverse/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__reverse/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__reverse/det_harness.rs,target core::slice::reverse bound from inventory declaration core:61080 at core/src/slice/mod.rs:981,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rotate_left,generated-new-real-relation-spec,mutation-frame-and-permutation,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_observation_mutation_batch.rs --no-verify; harness=verification/harnesses/slice_observation_mutation_batch.rs; stdout=verification/evidence/slice_observation_mutation_batch.verus.stdout(empty); stderr=verification/evidence/slice_observation_mutation_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rotate_left/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rotate_left/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rotate_left/det_harness.rs,target core::slice::rotate_left bound from inventory declaration core:61123 at core/src/slice/mod.rs:3890,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rotate_right,generated-new-real-relation-spec,mutation-frame-and-permutation,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_observation_mutation_batch.rs --no-verify; harness=verification/harnesses/slice_observation_mutation_batch.rs; stdout=verification/evidence/slice_observation_mutation_batch.verus.stdout(empty); stderr=verification/evidence/slice_observation_mutation_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rotate_right/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rotate_right/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rotate_right/det_harness.rs,target core::slice::rotate_right bound from inventory declaration core:61124 at core/src/slice/mod.rs:3936,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rsplit,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplit/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplit/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplit/det_harness.rs",target core::slice::rsplit bound from inventory declaration core:33558 at core/src/slice/mod.rs:2365,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rsplit_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplit_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplit_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplit_mut/det_harness.rs",target core::slice::rsplit_mut bound from inventory declaration core:33569 at core/src/slice/mod.rs:2391,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rsplitn,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplitn/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplitn/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplitn/det_harness.rs",target core::slice::rsplitn bound from inventory declaration core:33589 at core/src/slice/mod.rs:2474,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::rsplitn_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplitn_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplitn_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__rsplitn_mut/det_harness.rs",target core::slice::rsplitn_mut bound from inventory declaration core:33609 at core/src/slice/mod.rs:2501,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::select_nth_unstable,generated-new-real-relation-spec,sorting-and-selection,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=unstable-sort-or-selection-boundary; unknown_review_reason=unstable sort/select APIs guarantee ordering or partition plus permutation, not a unique permutation for equal keys or pivot-equivalent elements; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable/det_harness.rs",target core::slice::select_nth_unstable bound from inventory declaration core:61117 at core/src/slice/mod.rs:3522,signature mirrored from inventory row and source declaration,"T: Ord,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::select_nth_unstable_by,generated-new-real-relation-spec,sorting-and-selection,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=unstable-sort-or-selection-boundary; unknown_review_reason=unstable sort/select APIs guarantee ordering or partition plus permutation, not a unique permutation for equal keys or pivot-equivalent elements; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable_by/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable_by/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable_by/det_harness.rs",target core::slice::select_nth_unstable_by bound from inventory declaration core:61118 at core/src/slice/mod.rs:3587,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T, &T) -> Ordering,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::select_nth_unstable_by_key,generated-new-real-relation-spec,sorting-and-selection,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=unstable-sort-or-selection-boundary; unknown_review_reason=unstable sort/select APIs guarantee ordering or partition plus permutation, not a unique permutation for equal keys or pivot-equivalent elements; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable_by_key/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable_by_key/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__select_nth_unstable_by_key/det_harness.rs",target core::slice::select_nth_unstable_by_key bound from inventory declaration core:61119 at core/src/slice/mod.rs:3654,signature mirrored from inventory row and source declaration,"<K, F> F: FnMut(&T) -> K, K: Ord,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
