target,category,status,rounds,initial_decision,final_decision,contract_form,typecheck_passed,det_status,r0_z3,classification,raw_det_reward,guarded_reward,semantic_guarded_reward,issues,semantic_gate_issues,semantic_review_issues,requires,ensures,contract_code,rationale
core::slice::as_chunks,data_structure,,3,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,N != 0,"{ let chunks = choose|candidate: Seq<[T; N]>| { &&& candidate.len() == slice@.len() / (N as nat) &&& forall|i: int| 0 <= i < candidate.len() ==> (#[trigger] candidate[i])@ == slice@.subrange(i * (N as int), (i + 1) * (N as int)) }; &&& ret.0@ == chunks &&& ret.0@.len() == slice@.len() / (N as nat) &&& ret.1@.len() == slice@.len() % (N as nat) &&& slice@.len() == ret.0@.len() * (N as nat) + ret.1@.len() &&& forall|i: int| 0 <= i < ret.0@.len() ==> (#[trigger] ret.0@[i])@ == slice@.subrange(i * (N as int), (i + 1) * (N as int)) &&& ret.1@ == slice@.subrange(((slice@.len() / (N as nat)) * (N as nat)) as int, slice@.len() as int) }","pub assume_specification<T, const N: usize>[ <[T]>::as_chunks::<N> ](
    slice: &[T],
) -> (ret: (&[[T; N]], &[T]))
    requires
        N != 0,
    ensures
        {
            let chunks = choose|candidate: Seq<[T; N]>| {
                &&& candidate.len() == slice@.len() / (N as nat)
                &&& forall|i: int| 0 <= i < candidate.len() ==>
                    (#[trigger] candidate[i])@ == slice@.subrange(
                        i * (N as int),
                        (i + 1) * (N as int),
                    )
            };
            &&& ret.0@ == chunks
            &&& ret.0@.len() == slice@.len() / (N as nat)
            &&& ret.1@.len() == slice@.len() % (N as nat)
            &&& slice@.len() == ret.0@.len() * (N as nat) + ret.1@.len()
            &&& forall|i: int| 0 <= i < ret.0@.len() ==>
                (#[trigger] ret.0@[i])@ == slice@.subrange(
                    i * (N as int),
                    (i + 1) * (N as int),
                )
            &&& ret.1@ == slice@.subrange(
                ((slice@.len() / (N as nat)) * (N as nat)) as int,
                slice@.len() as int,
            )
        },
;","The sole precondition matches the documented panic. A deterministic choice names the unique quotient-length sequence of arrays whose views are consecutive N-element input subranges, while the explicit witness clauses expose that semantics. The remainder is the exact suffix beginning at len / N * N."
core::slice::as_flattened,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,core::mem::size_of::<T>() > 0 || usize::MAX >= slice@.len() * N,ret@.len() == slice@.len() * N; ret@ == slice@.flat_map(|a: [T; N]| a@),"pub assume_specification<T, const N: usize>[ <[[T; N]]>::as_flattened ](
    slice: &[[T; N]],
) -> (ret: &[T])
    requires
        core::mem::size_of::<T>() > 0 || usize::MAX >= slice@.len() * N,
    ensures
        ret@.len() == slice@.len() * N,
        ret@ == slice@.flat_map(|a: [T; N]| a@),
;",The precondition exactly excludes the documented ZST multiplication overflow. Reversing the comparison preserves its meaning while avoiding the runner's mistaken treatment of `<` as a generic delimiter. The layout-preserving cast yields the concatenation of the input array views in order.
core::slice::binary_search,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,public_api_allows_any_matching_index,"vstd::laws_cmp::obeys_cmp::<T>(); vstd::relations::sorted_by(slice@, |left: T, right: T| left.cmp_spec(&right) != core::cmp::Ordering::Greater,)","match result { core::result::Result::Ok(index) => { &&& slice@.len() > index &&& slice@[index as int].cmp_spec(x) == core::cmp::Ordering::Equal &&& forall|i: int| #![auto] i > index as int && slice@.len() > i ==> slice@[i].cmp_spec(x) == core::cmp::Ordering::Greater }, core::result::Result::Err(index) => { &&& slice@.len() >= index &&& forall|i: int| #![auto] i >= 0 && index as int > i ==> slice@[i].cmp_spec(x) == core::cmp::Ordering::Less &&& forall|i: int| #![auto] i >= index as int && slice@.len() > i ==> slice@[i].cmp_spec(x) == core::cmp::Ordering::Greater }, }","pub assume_specification<T: core::cmp::Ord>[ <[T]>::binary_search ](
    slice: &[T],
    x: &T,
) -> (result: core::result::Result<usize, usize>)
    requires
        vstd::laws_cmp::obeys_cmp::<T>(),
        vstd::relations::sorted_by(
            slice@,
            |left: T, right: T| left.cmp_spec(&right) != core::cmp::Ordering::Greater,
        ),
    ensures
        match result {
            core::result::Result::Ok(index) => {
                &&& slice@.len() > index
                &&& slice@[index as int].cmp_spec(x) == core::cmp::Ordering::Equal
                &&& forall|i: int| #![auto] i > index as int && slice@.len() > i ==>
                    slice@[i].cmp_spec(x) == core::cmp::Ordering::Greater
            },
            core::result::Result::Err(index) => {
                &&& slice@.len() >= index
                &&& forall|i: int| #![auto] i >= 0 && index as int > i ==>
                    slice@[i].cmp_spec(x) == core::cmp::Ordering::Less
                &&& forall|i: int| #![auto] i >= index as int && slice@.len() > i ==>
                    slice@[i].cmp_spec(x) == core::cmp::Ordering::Greater
            },
        },
;","Rust 1.96 binary_search_by continues after Equal and advances its base on every non-Greater comparison, yielding the greatest matching index or the unique insertion partition. Equivalent reversed inequalities avoid the runner's delimiter bug."
core::slice::contains,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,T::obeys_eq_spec(),ret <==> exists|i: int| i >= 0 && slice@.len() > i && slice@[i].eq_spec(x),"pub assume_specification<T>[ <[T]>::contains ](slice: &[T], x: &T) -> (ret: bool)
where
    T: core::cmp::PartialEq,
    requires
        T::obeys_eq_spec(),
    ensures
        ret <==> exists|i: int|
            i >= 0 && slice@.len() > i && slice@[i].eq_spec(x),
;",The implementation returns whether any slice element compares equal to x. T::obeys_eq_spec() is the exact vstd bridge from runtime PartialEq comparisons to eq_spec; the stronger symmetry and transitivity requirements of obeys_eq are unnecessary.
core::slice::element_offset,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,determinism_unsupported_contract_form,,,,,,"The result depends on pointer addresses, alignment, and provenance rather than element values. Existing vstd slice and reference views cannot express that relationship or distinguish equal-valued elements at different locations. The previous implications therefore leave both None and potentially several Some results admissible, and no source-justified deterministic ordinary contract is available."
core::slice::ends_with,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,T::obeys_eq_spec(),result == (slice@.len() >= needle@.len() && (forall|i: int| i >= 0 && needle@.len() > i ==> needle@[i].eq_spec(&slice@[slice@.len() - needle@.len() + i]))),"pub assume_specification<T>[ <[T]>::ends_with ](
    slice: &[T],
    needle: &[T],
) -> (result: bool)
where
    T: core::cmp::PartialEq,
    requires
        T::obeys_eq_spec(),
    ensures
        result == (
            slice@.len() >= needle@.len()
            && (forall|i: int| i >= 0 && needle@.len() > i ==>
                needle@[i].eq_spec(&slice@[slice@.len() - needle@.len() + i]))
        ),
;",Rust checks that the needle fits and compares each element with the aligned suffix. T::obeys_eq_spec() is the minimal vstd condition connecting those PartialEq calls to eq_spec; the stronger obeys_eq::<T>() laws are unnecessary. Equivalent reversed inequalities avoid the runner's less-than delimiter ambiguity.
core::slice::eq_ignore_ascii_case,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,result == (slice@.len() == other@.len() && forall|i: int| i >= 0 && slice@.len() > i ==> (if slice@[i] >= 65 && 90 >= slice@[i] { slice@[i] as int + 32 } else { slice@[i] as int }) == (if other@[i] >= 65 && 90 >= other@[i] { other@[i] as int + 32 } else { other@[i] as int })),"pub assume_specification[ <[u8]>::eq_ignore_ascii_case ](
    slice: &[u8],
    other: &[u8],
) -> (result: bool)
    ensures
        result == (
            slice@.len() == other@.len()
            && forall|i: int| i >= 0 && slice@.len() > i ==>
                (if slice@[i] >= 65 && 90 >= slice@[i] {
                    slice@[i] as int + 32
                } else {
                    slice@[i] as int
                }) == (if other@[i] >= 65 && 90 >= other@[i] {
                    other@[i] as int + 32
                } else {
                    other@[i] as int
                })
        ),
;",The implementation rejects unequal lengths and otherwise compares corresponding bytes after ASCII-only lowercase conversion. Inlining that conversion gives an exact result relation without an auxiliary specification that the determinism harness cannot retain.
core::slice::fill,data_structure,,3,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must describe the post-state of the exact `&mut [T]` receiver. The determinism checker materializes that state as by-value `[T]`, which is unsized and cannot typecheck. No ordinary contract-only revision can preserve the API signature and observable semantics while avoiding this limitation."
core::slice::first_chunk,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"ret.is_some() <==> slice@.len() >= (N as int); ret.is_some() ==> ret.unwrap()@ == slice@.subrange(0, N as int)","pub assume_specification<T, const N: usize>[ <[T]>::first_chunk::<N> ](
    slice: &[T],
) -> (ret: Option<&[T; N]>)
    ensures
        ret.is_some() <==> slice@.len() >= (N as int),
        ret.is_some() ==> ret.unwrap()@ == slice@.subrange(0, N as int),
;","The implementation returns Some exactly when the slice contains at least N elements, and the returned array's semantic view is the first N elements. This includes N = 0."
core::slice::from_ref,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,r@ == seq![*s],"pub assume_specification<T>[ core::slice::from_ref::<T> ](s: &T) -> (r: &[T])
    ensures
        r@ == seq![*s],
;",The documented length-one conversion and delegation to array::from_ref justify a singleton semantic slice view containing the referenced value.
core::slice::is_ascii,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,ret == (forall|i: int| (i >= 0 && slice@.len() > i) ==> 0x7f >= slice@[i]),"pub assume_specification[ <[u8]>::is_ascii ](slice: &[u8]) -> (ret: bool)
    ensures
        ret == (forall|i: int| (i >= 0 && slice@.len() > i) ==> 0x7f >= slice@[i]),
;",The result is true exactly when every byte is at most 127; the universal predicate also yields true for an empty slice.
core::slice::is_sorted,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,T::obeys_partial_cmp_spec(),ret <==> forall|i: int| i >= 0 && slice@.len() > i + 1 ==> (#[trigger] slice@[i]).is_le(&slice@[i + 1]),"pub assume_specification<T>[ <[T]>::is_sorted ](slice: &[T]) -> (ret: bool)
    where
        T: core::cmp::PartialOrd,
    requires
        T::obeys_partial_cmp_spec(),
    ensures
        ret <==> forall|i: int|
            i >= 0 && slice@.len() > i + 1 ==> (#[trigger] slice@[i]).is_le(&slice@[i + 1]),
;","The implementation returns whether every adjacent pair satisfies `PartialOrd::le`; `is_le` models that comparison under `obeys_partial_cmp_spec()`. The explicit sequence-index trigger makes the quantified condition typecheck, and the condition has no applicable index for slices shorter than two."
core::slice::last_chunk,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"slice.len() < N ==> ret.is_none(); N <= slice.len() ==> ret.is_some() && ret.unwrap()@ == slice@.subrange(slice@.len() as int - N as int, slice@.len() as int)","pub assume_specification<T, const N: usize>[ <[T]>::last_chunk::<N> ](
    slice: &[T],
) -> (ret: Option<&[T; N]>)
    ensures
        slice.len() < N ==> ret.is_none(),
        N <= slice.len() ==> ret.is_some()
            && ret.unwrap()@ == slice@.subrange(
                slice@.len() as int - N as int,
                slice@.len() as int
            ),
;","Checked subtraction returns None exactly when the slice is shorter than N; otherwise split_at selects the final N elements and the array cast preserves that suffix view, including Some of an empty array when N is zero."
core::slice::make_ascii_lowercase,data_structure,,3,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must model the final `&mut [u8]` contents. Although reversing the comparison operands avoids the terminator-parser crash, the determinism checker then materializes the mutable slice as unsized by-value `[u8]`, which cannot use vstd's Sized-only extensional equality."
core::slice::make_ascii_uppercase,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"Numeric u8 constants fix the byte-literal typecheck error, but any useful contract must model the final `&mut [u8]` state. The determinism checker materializes this state as unsized by-value `[u8]`, which cannot be compared by its Sized-only extensional equality."
core::slice::reverse,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must describe the post-state of the exact `&mut [T]` receiver. The determinism checker materializes that state as by-value `[T]`, which is unsized and cannot typecheck. No ordinary contract-only revision can preserve the API signature and observable reversal semantics while avoiding this limitation."
core::slice::rotate_left,data_structure,,3,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must describe the post-state of the exact `&mut [T]` receiver. The determinism checker materializes that state as by-value `[T]`, which is unsized and cannot typecheck. No ordinary contract-only revision can preserve the API signature and observable rotation semantics while avoiding this limitation."
core::slice::rotate_right,data_structure,,3,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must describe the rotated post-state of the exact `&mut [T]` receiver. The determinism checker materializes that state as by-value `[T]`, which is unsized and cannot typecheck. No ordinary contract-only revision can preserve the API signature and observable rotation semantics while avoiding this limitation."
core::slice::split_at_checked,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"ret.is_some() <==> mid <= slice@.len(); ret.is_some() ==> ret.unwrap().0@ == slice@.subrange(0, mid as int); ret.is_some() ==> ret.unwrap().1@ == slice@.subrange(mid as int, slice@.len() as int)","pub assume_specification<T>[ <[T]>::split_at_checked ](
    slice: &[T],
    mid: usize,
) -> (ret: core::option::Option<(&[T], &[T])>)
    ensures
        ret.is_some() <==> mid <= slice@.len(),
        ret.is_some() ==> ret.unwrap().0@ == slice@.subrange(0, mid as int),
        ret.is_some() ==> ret.unwrap().1@ == slice@.subrange(mid as int, slice@.len() as int),
;","The implementation returns Some exactly when mid is within the slice, with semantic prefix and suffix views split at mid; otherwise it returns None."
core::slice::split_first,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"match ret {
            None => slice@.len() == 0,
            Some((first, rest)) => {
                &&& slice@.len() > 0
                &&& *first == slice@[0]
                &&& rest@ == slice@.subrange(1, slice@.len() as int)
            },
        }","pub assume_specification<T>[ <[T]>::split_first ](slice: &[T]) -> (ret: core::option::Option<(&T, &[T])>)
    ensures
        match ret {
            None => slice@.len() == 0,
            Some((first, rest)) => {
                &&& slice@.len() > 0
                &&& *first == slice@[0]
                &&& rest@ == slice@.subrange(1, slice@.len() as int)
            },
        },
;",The implementation returns None exactly for an empty slice; otherwise it returns the first element and the remaining tail. The structured ensures now exactly matches the typechecked contract expression.
core::slice::split_first_chunk,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"slice.len() < N ==> ret.is_none(); N <= slice.len() ==> ret.is_some() && ret.unwrap().0@ == slice@.subrange(0, N as int) && ret.unwrap().1@ == slice@.subrange(N as int, slice@.len() as int)","pub assume_specification<T, const N: usize>[ <[T]>::split_first_chunk::<N> ](
    slice: &[T],
) -> (ret: core::option::Option<(&[T; N], &[T])>)
    ensures
        slice.len() < N ==> ret.is_none(),
        N <= slice.len() ==> ret.is_some()
            && ret.unwrap().0@ == slice@.subrange(0, N as int)
            && ret.unwrap().1@ == slice@.subrange(N as int, slice@.len() as int),
;",The implementation returns None when split_at_checked(N) fails; otherwise it casts the length-N prefix to an array reference and returns the remaining suffix. Sequence views specify those contents without asserting reference identity.
core::slice::split_last,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"match ret { core::option::Option::None => slice@.len() == 0, core::option::Option::Some((last, init)) => { &&& slice@.len() > 0 &&& *last == slice@[slice@.len() as int - 1] &&& init@ == slice@.subrange(0, slice@.len() as int - 1) }, }","pub assume_specification<T>[ <[T]>::split_last ](slice: &[T]) -> (ret: core::option::Option<(&T, &[T])>)
    ensures
        match ret {
            core::option::Option::None => slice@.len() == 0,
            core::option::Option::Some((last, init)) => {
                &&& slice@.len() > 0
                &&& *last == slice@[slice@.len() as int - 1]
                &&& init@ == slice@.subrange(0, slice@.len() as int - 1)
            },
        },
;",The implementation returns None exactly for an empty slice; otherwise its pattern binds the final element and preceding prefix. The contract compares the pointee value and slice view rather than reference identity.
core::slice::split_last_chunk,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"match ret { core::option::Option::Some((init, last)) => { &&& slice@.len() >= N &&& init@ == slice@.subrange(0, slice@.len() as int - N as int) &&& last@ == slice@.subrange(slice@.len() as int - N as int, slice@.len() as int) }, core::option::Option::None => N > slice@.len(), }","pub assume_specification<T, const N: usize>[ <[T]>::split_last_chunk::<N> ](
    slice: &[T],
) -> (ret: core::option::Option<(&[T], &[T; N])>)
    ensures
        match ret {
            core::option::Option::Some((init, last)) => {
                &&& slice@.len() >= N
                &&& init@ == slice@.subrange(0, slice@.len() as int - N as int)
                &&& last@ == slice@.subrange(slice@.len() as int - N as int, slice@.len() as int)
            },
            core::option::Option::None => N > slice@.len(),
        },
;","checked_sub returns None exactly when N exceeds the slice length. Otherwise split_at selects the prefix ending at len-N, and the array reference views the remaining N-element suffix."
core::slice::starts_with,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,T::obeys_eq_spec(),result == (slice@.len() >= needle@.len() && (forall|i: int| i >= 0 && needle@.len() > i ==> needle@[i].eq_spec(&slice@[i]))),"pub assume_specification<T>[ <[T]>::starts_with ](
    slice: &[T],
    needle: &[T],
) -> (result: bool)
where
    T: core::cmp::PartialEq,
    requires
        T::obeys_eq_spec(),
    ensures
        result == (
            slice@.len() >= needle@.len()
            && (forall|i: int| i >= 0 && needle@.len() > i ==>
                needle@[i].eq_spec(&slice@[i]))
        ),
;",Rust checks that the needle fits and then compares each needle element with the corresponding prefix element. T::obeys_eq_spec() is the minimal vstd condition connecting those PartialEq calls to eq_spec; concrete structural equality is unnecessarily restrictive.
core::slice::strip_circumfix,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,determinism_unsupported_contract_form,,,,,,"Existing vstd vocabulary does not model SlicePattern::as_slice, so the prefix and suffix values or lengths cannot be related to the result. The source-justified contiguous-subslice property leaves both the Option discriminant and selected subrange undetermined, making it insufficient as an ordinary contract."
core::slice::strip_suffix,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,determinism_unsupported_contract_form,,,,,,"Verus lacks a vstd declaration and semantic model for SlicePattern and as_slice, and its associated Item projection makes the ordinary determinism harness ill-typed. Without that model, only a nondeterministic prefix property is source-justified; determining success or the returned prefix length would require false domain restrictions or an ungrounded model."
core::slice::subslice_range,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,determinism_unsupported_contract_form,,,,,,"The return type core::range::Range is not modeled by existing vstd, and the result depends on pointer addresses, alignment, and provenance rather than slice views. Adding a new external type specification would not make success or the returned range determinable from existing semantic inputs. No useful deterministic ordinary contract is therefore available."
core::slice::swap,data_structure,,3,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must describe the post-state of the exact `&mut [T]` receiver. The determinism checker materializes that state as a by-value `[T]`, which is unsized and cannot typecheck. No ordinary contract-only revision can preserve the API signature and observable swap semantics while avoiding this limitation."
core::slice::swap_with_slice,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must describe both mutable slice post-states. The determinism checker materializes each as a by-value `[T]`, which is unsized and cannot typecheck. No ordinary contract-only revision can preserve the API signature and observable swap semantics while avoiding this limitation."
core::slice::trim_ascii,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"exists|start: int, end: int| start >= 0 && end >= start && slice@.len() >= end && (forall|i: int| (i >= 0 && start > i) ==> (slice@[i] == 0x09u8 || slice@[i] == 0x0au8 || slice@[i] == 0x0cu8 || slice@[i] == 0x0du8 || slice@[i] == 0x20u8)) && (start == slice@.len() || !(slice@[start] == 0x09u8 || slice@[start] == 0x0au8 || slice@[start] == 0x0cu8 || slice@[start] == 0x0du8 || slice@[start] == 0x20u8)) && (forall|i: int| (i >= end && slice@.len() > i) ==> (slice@[i] == 0x09u8 || slice@[i] == 0x0au8 || slice@[i] == 0x0cu8 || slice@[i] == 0x0du8 || slice@[i] == 0x20u8)) && (end == start || !(slice@[end - 1] == 0x09u8 || slice@[end - 1] == 0x0au8 || slice@[end - 1] == 0x0cu8 || slice@[end - 1] == 0x0du8 || slice@[end - 1] == 0x20u8)) && ret@ == slice@.subrange(start, end)","pub assume_specification[ <[u8]>::trim_ascii ](slice: &[u8]) -> (ret: &[u8])
    ensures
        exists|start: int, end: int|
            start >= 0
            && end >= start
            && slice@.len() >= end
            && (forall|i: int| (i >= 0 && start > i) ==> (
                slice@[i] == 0x09u8 || slice@[i] == 0x0au8 || slice@[i] == 0x0cu8
                    || slice@[i] == 0x0du8 || slice@[i] == 0x20u8
            ))
            && (start == slice@.len() || !(
                slice@[start] == 0x09u8 || slice@[start] == 0x0au8
                    || slice@[start] == 0x0cu8 || slice@[start] == 0x0du8
                    || slice@[start] == 0x20u8
            ))
            && (forall|i: int| (i >= end && slice@.len() > i) ==> (
                slice@[i] == 0x09u8 || slice@[i] == 0x0au8 || slice@[i] == 0x0cu8
                    || slice@[i] == 0x0du8 || slice@[i] == 0x20u8
            ))
            && (end == start || !(
                slice@[end - 1] == 0x09u8 || slice@[end - 1] == 0x0au8
                    || slice@[end - 1] == 0x0cu8 || slice@[end - 1] == 0x0du8
                    || slice@[end - 1] == 0x20u8
            ))
            && ret@ == slice@.subrange(start, end),
;",The implementation trims the start and then the end. The contract identifies the first and one-past-last non-whitespace bytes and equates the returned semantic view with that subrange.
core::slice::trim_ascii_end,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"slice@.len() >= result@.len(); result@ == slice@.subrange(0, result@.len() as int); forall|i: int| i >= (result@.len() as int) && slice@.len() > i ==> (slice@[i] == 9 || slice@[i] == 10 || slice@[i] == 12 || slice@[i] == 13 || slice@[i] == 32); result@.len() > 0 ==> !(slice@[(result@.len() as int) - 1] == 9 || slice@[(result@.len() as int) - 1] == 10 || slice@[(result@.len() as int) - 1] == 12 || slice@[(result@.len() as int) - 1] == 13 || slice@[(result@.len() as int) - 1] == 32)","pub assume_specification[ <[u8]>::trim_ascii_end ](
    slice: &[u8],
) -> (result: &[u8])
    ensures
        slice@.len() >= result@.len(),
        result@ == slice@.subrange(0, result@.len() as int),
        forall|i: int| i >= (result@.len() as int) && slice@.len() > i ==> (
            slice@[i] == 9 || slice@[i] == 10 || slice@[i] == 12
                || slice@[i] == 13 || slice@[i] == 32
        ),
        result@.len() > 0 ==> !(
            slice@[(result@.len() as int) - 1] == 9
                || slice@[(result@.len() as int) - 1] == 10
                || slice@[(result@.len() as int) - 1] == 12
                || slice@[(result@.len() as int) - 1] == 13
                || slice@[(result@.len() as int) - 1] == 32
        ),
;","The loop removes exactly the trailing ASCII-whitespace bytes (tab, newline, form feed, carriage return, and space). These clauses characterize the resulting maximal prefix by semantic sequence view rather than reference identity."
core::slice::trim_ascii_start,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"exists|start: int| start >= 0 && slice@.len() >= start && ret@ == slice@.subrange(start, slice@.len() as int) && (forall|i: int| i >= 0 && start > i ==> slice@[i] == 0x09u8 || slice@[i] == 0x0au8 || slice@[i] == 0x0cu8 || slice@[i] == 0x0du8 || slice@[i] == 0x20u8) && (slice@.len() > start ==> !(slice@[start] == 0x09u8 || slice@[start] == 0x0au8 || slice@[start] == 0x0cu8 || slice@[start] == 0x0du8 || slice@[start] == 0x20u8))","pub assume_specification[ <[u8]>::trim_ascii_start ](slice: &[u8]) -> (ret: &[u8])
    ensures
        exists|start: int|
            start >= 0
            && slice@.len() >= start
            && ret@ == slice@.subrange(start, slice@.len() as int)
            && (forall|i: int| i >= 0 && start > i ==>
                slice@[i] == 0x09u8
                || slice@[i] == 0x0au8
                || slice@[i] == 0x0cu8
                || slice@[i] == 0x0du8
                || slice@[i] == 0x20u8)
            && (slice@.len() > start ==>
                !(slice@[start] == 0x09u8
                || slice@[start] == 0x0au8
                || slice@[start] == 0x0cu8
                || slice@[start] == 0x0du8
                || slice@[start] == 0x20u8)),
;","The implementation repeatedly removes leading bytes exactly while they are ASCII whitespace, so the result is the suffix beginning at the first non-whitespace byte, or the empty suffix when all bytes are whitespace."
core::str::ceil_char_boundary,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"s.spec_bytes().len() >= res as int; is_char_boundary(s.spec_bytes(), res as int); index as int >= s.spec_bytes().len() ==> res as int == s.spec_bytes().len(); s.spec_bytes().len() >= index as int ==> res as int >= index as int; forall|i: int| i >= index as int && s.spec_bytes().len() >= i && #[trigger] is_char_boundary(s.spec_bytes(), i) ==> i >= res as int; index as int + 3 >= res as int","pub assume_specification[ str::ceil_char_boundary ](s: &str, index: usize) -> (res: usize)
    ensures
        s.spec_bytes().len() >= res as int,
        is_char_boundary(s.spec_bytes(), res as int),
        index as int >= s.spec_bytes().len() ==> res as int == s.spec_bytes().len(),
        s.spec_bytes().len() >= index as int ==> res as int >= index as int,
        forall|i: int| i >= index as int && s.spec_bytes().len() >= i
            && #[trigger] is_char_boundary(s.spec_bytes(), i) ==> i >= res as int,
        index as int + 3 >= res as int,
;","The implementation returns the byte length when index is at or beyond it; otherwise it returns the least UTF-8 boundary at or above index, no more than three bytes ahead. Equivalent greater-than-oriented comparisons avoid the runner's angle-bracket parsing failure."
core::str::eq_ignore_ascii_case,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,res == (s.spec_bytes().len() == other.spec_bytes().len() && forall|i: int| i >= 0 && s.spec_bytes().len() > i ==> (if s.spec_bytes()[i] >= 65 && 90 >= s.spec_bytes()[i] { s.spec_bytes()[i] as int + 32 } else { s.spec_bytes()[i] as int }) == (if other.spec_bytes()[i] >= 65 && 90 >= other.spec_bytes()[i] { other.spec_bytes()[i] as int + 32 } else { other.spec_bytes()[i] as int })),"pub assume_specification[ str::eq_ignore_ascii_case ](
    s: &str,
    other: &str,
) -> (res: bool)
    ensures
        res == (
            s.spec_bytes().len() == other.spec_bytes().len()
            && forall|i: int| i >= 0 && s.spec_bytes().len() > i ==>
                (if s.spec_bytes()[i] >= 65 && 90 >= s.spec_bytes()[i] {
                    s.spec_bytes()[i] as int + 32
                } else {
                    s.spec_bytes()[i] as int
                }) == (if other.spec_bytes()[i] >= 65 && 90 >= other.spec_bytes()[i] {
                    other.spec_bytes()[i] as int + 32
                } else {
                    other.spec_bytes()[i] as int
                })
        ),
;","The implementation delegates to byte-slice ASCII-insensitive equality, while the documentation characterizes the result as equality after ASCII lowercasing. Inlining that byte normalization gives an exact result relation without unsupported byte-character constants or auxiliary declarations."
core::str::floor_char_boundary,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"index >= res; s.spec_bytes().len() >= res as int; is_char_boundary(s.spec_bytes(), res as int); index as int >= s.spec_bytes().len() ==> res as int == s.spec_bytes().len(); forall|i: int| index as int >= i && #[trigger] is_char_boundary(s.spec_bytes(), i) ==> res as int >= i","pub assume_specification[ str::floor_char_boundary ](
    s: &str,
    index: usize,
) -> (res: usize)
    ensures
        index >= res,
        s.spec_bytes().len() >= res as int,
        is_char_boundary(s.spec_bytes(), res as int),
        index as int >= s.spec_bytes().len() ==> res as int == s.spec_bytes().len(),
        forall|i: int| index as int >= i
            && #[trigger] is_char_boundary(s.spec_bytes(), i) ==> res as int >= i,
;",The implementation clamps an out-of-range index to the byte length; otherwise it scans backward to the greatest UTF-8 character boundary not exceeding the index. The contract states that exact maximal-boundary result.
core::str::make_ascii_uppercase,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"A useful contract must describe the post-state of the exact `&mut str` receiver. The determinism checker materializes that state as by-value `str`, which is unsized and cannot typecheck. No contract-only revision can preserve the source signature and observable semantics while avoiding this limitation."
