target,semantic_family,status,contract_text,requires,ensures,shared_helpers,source_reference,source_excerpt,strength,known_risks,typecheck_result,determinism_result,target_binding_result,signature_shape_result,generic_bounds_result,reviewer_notes
core::slice::split_inclusive_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T, F: core::ops::FnMut(&T) -> bool>[ <[T]>::split_inclusive_mut::<F> ]( slice: &'a mut [T], pred: F, ) -> (iter: core::slice::SplitInclusiveMut<'a, T, F>) ensures slice_predicate_split_view::<core::slice::SplitInclusiveMut<'a, T, F>, F, T>( iter, old(slice)@, pred, true, false, 0, ), ;",none beyond documented Rust panic/unsafe domains,"slice_predicate_split_view fixes old(self)@ source/remaining, empty yielded_prefix/remainder, forward inclusive predicate partition state, and predicate observations","Seq source/remaining/remainder/yielded-prefix state, exact chunk partition, predicate split, adjacent chunk_by, split_off, utf8 chunk, and iterator helpers",core/src/slice/mod.rs:2329,"pub fn split_inclusive_mut<F>(&mut self, pred: F) -> SplitInclusiveMut<'_, T, F> where F: FnMut(&T) -> bool,",constructor/remainder/subrange partition relation over shared iterator view,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_inclusive_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_inclusive_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_inclusive_mut/det_harness.rs",target core::slice::split_inclusive_mut bound from inventory declaration core:33548 at core/src/slice/mod.rs:2329,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,","Executable splitting/chunk/iterator assume_specification wired through shared remainder, mutable chunk, predicate split, adjacent chunk_by, split_off, and utf8 chunk vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_last,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<T>[ <[T]>::split_last ]( slice: &[T], ) -> (ret: Option<(&T, &[T])>) ensures slice@.len() == 0 ==> ret.is_none(), slice@.len() != 0 ==> ret.is_some() && *ret.unwrap().0 == slice@[(slice@.len() - 1) as int] && ret.unwrap().1@ == slice@.subrange(0, (slice@.len() - 1) as int), ;",none beyond documented Rust panic/unsafe domains,"result.is_none() <==> old(self)@.len() == 0; when Some((last, init)), *last == old(self)@[old(self)@.len()-1] and init@ == old(self)@.subrange(0, old(self)@.len()-1)",Seq subrange/chunk partition and iterator remaining-sequence helpers,core/src/slice/mod.rs:240,"pub const fn split_last(&self) -> Option<(&T, &[T])>",constructor/remainder/subrange partition relation over shared iterator view,medium: generated contract requires operator/Verus review; no target-local result view or vacuous clause used,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last/det_harness.rs,target core::slice::split_last bound from inventory declaration core:61060 at core/src/slice/mod.rs:240,signature mirrored from inventory row and source declaration,none,"Executable splitting/chunk/iterator assume_specification wired through shared split, array, chunk-partition, and iterator-view vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_last_chunk,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<T, const N: usize>[ <[T]>::split_last_chunk::<N> ]( slice: &[T], ) -> (ret: Option<(&[T], &[T; N])>) ensures (N as int) <= slice@.len() ==> ret.is_some() && ret.unwrap().0@ == slice@.subrange(0, (slice@.len() - N) as int) && array_ref_view(ret.unwrap().1) == slice_fixed_suffix::<T, N>(slice@), (N as int) > slice@.len() ==> ret.is_none(), ;",none beyond documented Rust panic/unsafe domains,"result.is_some() <==> old(self)@.len() >= N; when Some((chunk, rem)), array_view(chunk) is the exact suffix length-N subrange and rem@ is the complementary subrange",Seq subrange/chunk partition and iterator remaining-sequence helpers,core/src/slice/mod.rs:447,"pub const fn split_last_chunk<const N: usize>(&self) -> Option<(&[T], &[T; N])>",constructor/remainder/subrange partition relation over shared iterator view,medium: generated contract requires operator/Verus review; no target-local result view or vacuous clause used,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_chunk/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_chunk/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_chunk/det_harness.rs,target core::slice::split_last_chunk bound from inventory declaration core:61068 at core/src/slice/mod.rs:447,signature mirrored from inventory row and source declaration,<const N: usize>,"Executable splitting/chunk/iterator assume_specification wired through shared split, array, chunk-partition, and iterator-view vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_last_chunk_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<T, const N: usize>[ <[T]>::split_last_chunk_mut::<N> ]( slice: &mut [T], ) -> (ret: Option<(&mut [T], &mut [T; N])>) ensures (N as int) <= old(slice)@.len() ==> ret.is_some() && ret.unwrap().0@ == old(slice)@.subrange(0, (old(slice)@.len() - N) as int) && array_mut_ref_view(ret.unwrap().1) == slice_fixed_suffix::<T, N>(old(slice)@) && final(slice)@ == final(ret.unwrap().0)@ + array_value_view(*final(ret.unwrap().1)), (N as int) > old(slice)@.len() ==> ret.is_none() && final(slice)@ == old(slice)@, ;",none beyond documented Rust panic/unsafe domains,"result.is_some() <==> old(self)@.len() >= N; when Some((chunk, rem)), array_view(chunk) is the exact suffix length-N subrange and rem@ is the complementary subrange; final(self)@ == final(chunk/rem pieces concatenated in source order)",Seq subrange/chunk partition and iterator remaining-sequence helpers,core/src/slice/mod.rs:478,"pub const fn split_last_chunk_mut<const N: usize>( &mut self, ) -> Option<(&mut [T], &mut [T; N])>",constructor/remainder/subrange partition relation over shared iterator view,medium: generated contract requires operator/Verus review; no target-local result view or vacuous clause used,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=mutable-reference-view-boundary; unknown_review_reason=contract fixes the Seq view and old/final frame, but mutable reference identity and alias/lifetime state are not uniquely determined by that view; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_chunk_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_chunk_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_chunk_mut/det_harness.rs",target core::slice::split_last_chunk_mut bound from inventory declaration core:61069 at core/src/slice/mod.rs:478,signature mirrored from inventory row and source declaration,<const N: usize>,"Executable splitting/chunk/iterator assume_specification wired through shared split, array, chunk-partition, and iterator-view vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_last_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<T>[ <[T]>::split_last_mut ]( slice: &mut [T], ) -> (ret: Option<(&mut T, &mut [T])>) ensures old(slice)@.len() == 0 ==> ret.is_none() && final(slice)@ == old(slice)@, old(slice)@.len() != 0 ==> ret.is_some() && *ret.unwrap().0 == old(slice)@[(old(slice)@.len() - 1) as int] && ret.unwrap().1@ == old(slice)@.subrange(0, (old(slice)@.len() - 1) as int) && final(slice)@ == final(ret.unwrap().1)@ + seq![*final(ret.unwrap().0)], ;",none beyond documented Rust panic/unsafe domains,"result.is_none() <==> old(self)@.len() == 0; when Some((last, init)), *last == old(self)@[old(self)@.len()-1] and init@ == old(self)@.subrange(0, old(self)@.len()-1); final(self)@ == final(init)@ + seq![*final(last)]",Seq subrange/chunk partition and iterator remaining-sequence helpers,core/src/slice/mod.rs:262,"pub const fn split_last_mut(&mut self) -> Option<(&mut T, &mut [T])>",constructor/remainder/subrange partition relation over shared iterator view,medium: generated contract requires operator/Verus review; no target-local result view or vacuous clause used,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_last_mut/det_harness.rs",target core::slice::split_last_mut bound from inventory declaration core:61061 at core/src/slice/mod.rs:262,signature mirrored from inventory row and source declaration,none,"Executable splitting/chunk/iterator assume_specification wired through shared split, array, chunk-partition, and iterator-view vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T, F: core::ops::FnMut(&T) -> bool>[ <[T]>::split_mut::<F> ]( slice: &'a mut [T], pred: F, ) -> (iter: core::slice::SplitMut<'a, T, F>) ensures slice_predicate_split_view::<core::slice::SplitMut<'a, T, F>, F, T>( iter, old(slice)@, pred, false, false, 0, ), ;",none beyond documented Rust panic/unsafe domains,"slice_predicate_split_view fixes old(self)@ source/remaining, empty yielded_prefix/remainder, forward non-inclusive predicate partition state, and predicate observations","Seq source/remaining/remainder/yielded-prefix state, exact chunk partition, predicate split, adjacent chunk_by, split_off, utf8 chunk, and iterator helpers",core/src/slice/mod.rs:2269,"pub fn split_mut<F>(&mut self, pred: F) -> SplitMut<'_, T, F> where F: FnMut(&T) -> bool,",constructor/remainder/subrange partition relation over shared iterator view,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_mut/det_harness.rs",target core::slice::split_mut bound from inventory declaration core:33536 at core/src/slice/mod.rs:2269,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,","Executable splitting/chunk/iterator assume_specification wired through shared remainder, mutable chunk, predicate split, adjacent chunk_by, split_off, and utf8 chunk vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_off,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T, R: core::ops::OneSidedRange<usize>>[ <[T]>::split_off::<R> ]( slice_ref: &mut &'a [T], range: R, ) -> (ret: Option<&'a [T]>) ensures ret.is_none() ==> (*final(slice_ref))@ == (*old(slice_ref))@, ret.is_some() ==> slice_split_off_partition::<T>( (*old(slice_ref))@, (*final(slice_ref))@, ret.unwrap()@, ), ;",none beyond documented Rust panic/unsafe domains,None leaves the slice reference unchanged; Some return and final slice reference form a prefix/suffix partition of old(*self)@,"Seq subrange/chunk partition, predicate split, adjacent chunk_by, split_off, utf8 chunk, and iterator remaining-sequence helpers",core/src/slice/mod.rs:4913,"pub fn split_off<'a, R: OneSidedRange<usize>>( self: &mut &'a Self, range: R, ) -> Option<&'a Self>",constructor/remainder/subrange partition relation over shared iterator view,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off/det_harness.rs",target core::slice::split_off bound from inventory declaration core:61136 at core/src/slice/mod.rs:4913,signature mirrored from inventory row and source declaration,"<'a, R: OneSidedRange<usize>>","Executable splitting/chunk/iterator assume_specification wired through shared remainder, mutable chunk, predicate split, adjacent chunk_by, split_off, and utf8 chunk vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_off_first,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T>[ <[T]>::split_off_first ]( slice_ref: &mut &'a [T], ) -> (ret: Option<&'a T>) ensures (*old(slice_ref))@.len() == 0 ==> ret.is_none() && (*final(slice_ref))@ == (*old(slice_ref))@, (*old(slice_ref))@.len() != 0 ==> ret.is_some() && slice_split_off_first_result::<T>( (*old(slice_ref))@, (*final(slice_ref))@, *ret.unwrap(), ), ;",none beyond documented Rust panic/unsafe domains,None iff old(*self)@ is empty; Some returns the old first element and final slice reference is the old tail,"Seq subrange/chunk partition, predicate split, adjacent chunk_by, split_off, utf8 chunk, and iterator remaining-sequence helpers",core/src/slice/mod.rs:5017,pub const fn split_off_first<'a>(self: &mut &'a Self) -> Option<&'a T>,constructor/remainder/subrange partition relation over shared iterator view,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_first/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_first/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_first/det_harness.rs,target core::slice::split_off_first bound from inventory declaration core:61138 at core/src/slice/mod.rs:5017,signature mirrored from inventory row and source declaration,<'a>,"Executable splitting/chunk/iterator assume_specification wired through shared remainder, mutable chunk, predicate split, adjacent chunk_by, split_off, and utf8 chunk vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_off_first_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T>[ <[T]>::split_off_first_mut ]( slice_ref: &mut &'a mut [T], ) -> (ret: Option<&'a mut T>) ensures (*old(slice_ref))@.len() == 0 ==> ret.is_none() && (*final(slice_ref))@ == (*old(slice_ref))@, (*old(slice_ref))@.len() != 0 ==> ret.is_some() && slice_split_off_first_result::<T>( (*old(slice_ref))@, (*final(slice_ref))@, *ret.unwrap(), ) && (seq![*final(ret.unwrap())] + (*final(slice_ref))@).len() == (*old(slice_ref))@.len(), ;",none beyond documented Rust panic/unsafe domains,"None iff old(*self)@ is empty; Some returns the old first element, final slice reference is the old tail, and final(return) composes with the tail length","Seq subrange/chunk partition, predicate split, adjacent chunk_by, split_off, utf8 chunk, and iterator remaining-sequence helpers",core/src/slice/mod.rs:5042,pub const fn split_off_first_mut<'a>(self: &mut &'a mut Self) -> Option<&'a mut T>,constructor/remainder/subrange partition relation over shared iterator view,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_first_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_first_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_first_mut/det_harness.rs",target core::slice::split_off_first_mut bound from inventory declaration core:61139 at core/src/slice/mod.rs:5042,signature mirrored from inventory row and source declaration,<'a>,"Executable splitting/chunk/iterator assume_specification wired through shared remainder, mutable chunk, predicate split, adjacent chunk_by, split_off, and utf8 chunk vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_off_last,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T>[ <[T]>::split_off_last ]( slice_ref: &mut &'a [T], ) -> (ret: Option<&'a T>) ensures (*old(slice_ref))@.len() == 0 ==> ret.is_none() && (*final(slice_ref))@ == (*old(slice_ref))@, (*old(slice_ref))@.len() != 0 ==> ret.is_some() && slice_split_off_last_result::<T>( (*old(slice_ref))@, (*final(slice_ref))@, *ret.unwrap(), ), ;",none beyond documented Rust panic/unsafe domains,None iff old(*self)@ is empty; Some returns the old last element and final slice reference is the old prefix,"Seq subrange/chunk partition, predicate split, adjacent chunk_by, split_off, utf8 chunk, and iterator remaining-sequence helpers",core/src/slice/mod.rs:5067,pub const fn split_off_last<'a>(self: &mut &'a Self) -> Option<&'a T>,constructor/remainder/subrange partition relation over shared iterator view,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_last/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_last/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_last/det_harness.rs,target core::slice::split_off_last bound from inventory declaration core:61140 at core/src/slice/mod.rs:5067,signature mirrored from inventory row and source declaration,<'a>,"Executable splitting/chunk/iterator assume_specification wired through shared remainder, mutable chunk, predicate split, adjacent chunk_by, split_off, and utf8 chunk vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::split_off_last_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T>[ <[T]>::split_off_last_mut ]( slice_ref: &mut &'a mut [T], ) -> (ret: Option<&'a mut T>) ensures (*old(slice_ref))@.len() == 0 ==> ret.is_none() && (*final(slice_ref))@ == (*old(slice_ref))@, (*old(slice_ref))@.len() != 0 ==> ret.is_some() && slice_split_off_last_result::<T>( (*old(slice_ref))@, (*final(slice_ref))@, *ret.unwrap(), ) && ((*final(slice_ref))@ + seq![*final(ret.unwrap())]).len() == (*old(slice_ref))@.len(), ;",none beyond documented Rust panic/unsafe domains,"None iff old(*self)@ is empty; Some returns the old last element, final slice reference is the old prefix, and final(return) composes with the prefix length","Seq subrange/chunk partition, predicate split, adjacent chunk_by, split_off, utf8 chunk, and iterator remaining-sequence helpers",core/src/slice/mod.rs:5092,pub const fn split_off_last_mut<'a>(self: &mut &'a mut Self) -> Option<&'a mut T>,constructor/remainder/subrange partition relation over shared iterator view,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_last_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_last_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__split_off_last_mut/det_harness.rs",target core::slice::split_off_last_mut bound from inventory declaration core:61141 at core/src/slice/mod.rs:5092,signature mirrored from inventory row and source declaration,<'a>,"Executable splitting/chunk/iterator assume_specification wired through shared remainder, mutable chunk, predicate split, adjacent chunk_by, split_off, and utf8 chunk vocabulary; feedback-pipeline determinism result recorded in determinism_result."
