target,transition,fresh_category,fresh_final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_change,change_direction,fresh_issues_combined,fresh_rationale,fresh_requires,fresh_requires_source_fidelity_classification,fresh_requires_source_reference,fresh_requires_source_excerpt
core::slice::as_chunks_mut,skip->add_spec,data_structure,add_spec,accepted_source_justified_precondition,fresh_rationale;fresh_requires_source_reference;fresh_requires_source_excerpt;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract has a non-empty requires clause with source-fidelity reference and excerpt,false,upgrade,,"Rust 1.96 documents and asserts that the mutable safe chunk API panics for N == 0, then splits at len / N * N and casts the exact multiple-of-N prefix with as_chunks_unchecked_mut. The contract models the returned chunk/remainder views, preserves those returned mutable views at function return, and records the unchanged final input slice without pointer/provenance claims.",N != 0,source_justified,core/src/slice/mod.rs:1555,"1519: /// `let (chunks, remainder) = slice.as_chunks_mut()`, then: 1520: /// - `chunks.len()` equals `slice.len() / N`, 1521: /// - `remainder.len()` equals `slice.len() % N`, and 1530: /// Panics if `N` is zero. 1555: pub const fn as_chunks_mut<const N: usize>(&mut self) -> (&mut [[T; N]], &mut [T]) { 1556: assert!(N != 0, ""chunk size must be non-zero""); 1557: let len_rounded_down = self.len() / N * N; 1560: let (multiple_of_n, remainder) = unsafe { self.split_at_mut_unchecked(len_rounded_down) }; 1563: let array_slice = unsafe { multiple_of_n.as_chunks_unchecked_mut() }; 1572: /// `let (remainder, chunks) = slice.as_rchunks_mut()`, then: 1573: /// - `remainder.len()` equals `slice.len() % N`, 1574: /// - `chunks.len()` equals `slice.len() / N`, and 1583: /// Panics if `N` is zero."
core::slice::as_chunks_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"This unsafe API is fundamentally a representation-preserving reference cast. Although sequence lengths and elements can be described, existing vstd vocabulary cannot express the returned reference's shared storage, provenance, or identity with the input slice. Trusting only an extensional content contract would omit the operation's central representation-sensitive guarantee, while determinism of that formulation was also not proved.",,not_applicable,,
core::slice::as_mut_array,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 documents slice::as_mut_array as returning Some exactly when the slice length equals N, then reinterprets the same mutable storage as `[T; N]`. The contract models only that observable whole slice/array view, returned-view preservation, and unchanged None branch without pointer or provenance claims.",,not_applicable,,
core::slice::as_rchunks_mut,skip->add_spec,data_structure,add_spec,accepted_source_justified_precondition,fresh_rationale;fresh_requires_source_reference;fresh_requires_source_excerpt;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract has a non-empty requires clause with source-fidelity reference and excerpt,false,upgrade,,"Rust 1.96 documents and asserts that the mutable reverse chunk API panics for N == 0, then splits off the len % N leading remainder and casts the exact multiple-of-N suffix with as_chunks_unchecked_mut. The contract models those deterministic returned views, preserves them at function return, and avoids reference-identity or provenance claims.",N != 0,source_justified,core/src/slice/mod.rs:1608,"1563: let array_slice = unsafe { multiple_of_n.as_chunks_unchecked_mut() }; 1572: /// `let (remainder, chunks) = slice.as_rchunks_mut()`, then: 1573: /// - `remainder.len()` equals `slice.len() % N`, 1574: /// - `chunks.len()` equals `slice.len() / N`, and 1583: /// Panics if `N` is zero. 1608: pub const fn as_rchunks_mut<const N: usize>(&mut self) -> (&mut [T], &mut [[T; N]]) { 1609: assert!(N != 0, ""chunk size must be non-zero""); 1611: let (remainder, multiple_of_n) = self.split_at_mut(self.len() - len * N); 1614: let array_slice = unsafe { multiple_of_n.as_chunks_unchecked_mut() }; 1627: /// Panics if `N` is zero. 1650: assert!(N != 0, ""window size must be non-zero"");"
core::slice::assume_init_ref,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"This API is a representation-sensitive reinterpretation from &[MaybeUninit<T>] to &[T]. Although mem_contents can express initialization and element values, an ordinary semantic contract cannot capture the returned reference's storage identity and aliasing relationship without relying on trusted representation details. The prior postconditions therefore omit the function's essential behavior.",,not_applicable,,
core::slice::binary_search_by,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;higher_order_closure_comparator_underdetermined,"Rust 1.96 makes slice::binary_search_by depend on a stateful higher-order closure: the comparator is `F: FnMut(&T) -> Ordering`, is called on probed elements, must be consistent with the sorted order, and duplicate matches may return any matching index with an implementation choice that can change across Rust versions. Current vstd vocabulary has no model for those FnMut comparator observations or duplicate-match choice, so the prior bounds-only contract left the comparator relation and selected result underdetermined. This source-backed row is skipped rather than emitted as an underdetermined assume_specification.",,not_applicable,,
core::slice::binary_search_by_key,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;higher_order_closure_key_extraction_underdetermined,"Rust 1.96 makes slice::binary_search_by_key depend on a stateful higher-order closure: the key extractor is `F: FnMut(&T) -> B`, the key type is ordered, and the body delegates to `binary_search_by` by comparing `f(k)` with the query key. The docs require sortedness by that same key function and permit any duplicate match, with the chosen duplicate index subject to future Rust changes. Current vstd vocabulary has no model for FnMut key observations or duplicate-match choice, so the prior bounds-only contract left the key relation and selected result underdetermined. This source-backed row is skipped rather than emitted as an underdetermined assume_specification.",,not_applicable,,
core::slice::ends_with,add_spec->skip,data_structure,skip,determinism_unsupported_contract_form,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh determinism feedback rejected the modeled contract form and no more specific issue tag was emitted,false,downgrade,determinism_unsupported_contract_form,"The available length and empty-needle facts leave the observable boolean result underdetermined whenever the needle is nonempty and no longer than the slice. Existing vstd vocabulary cannot source-justifiably characterize arbitrary runtime PartialEq comparisons as sequence equality, so a deterministic ordinary contract cannot be provided without imposing a false additional domain restriction.",,not_applicable,,
core::slice::first_chunk_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 documents first_chunk_mut as returning None when the slice is shorter than N and otherwise returning a mutable array reference to the first N items. The source casts the slice's mutable pointer after the length check, so the contract models the prefix view, returned-view preservation, and the untouched suffix.",,not_applicable,,
core::slice::from_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,Rust 1.96 documents slice::from_mut as producing a length-one slice without copying and implements it by delegating directly to `array::from_mut(s)`. The contract models the singleton slice contents before and after mutation through the returned view.,,not_applicable,,
core::slice::get_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"This unsafe API creates a reference through unchecked pointer dereference. Although existing SliceIndexSpec vocabulary can describe valid indices and the corresponding safe-get result, trusting that relation as an ordinary contract would abstract over the reference-validity and provenance obligations central to the operation. No stronger source-justified, representation-independent contract is available in existing vstd vocabulary.",,not_applicable,,
core::slice::is_sorted_by,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"For slices of length at least two, the observable result depends on ordered calls to a potentially stateful FnMut comparator. Existing vstd vocabulary cannot characterize those state transitions with a useful deterministic ordinary contract. Restricting the domain to slices of length at most one would exclude the API's primary use and provide only the trivial result true.",,not_applicable,,
core::slice::is_sorted_by_key,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;higher_order_closure_key_extraction_underdetermined,"Rust 1.96 makes slice::is_sorted_by_key depend on a stateful higher-order closure: the key extractor is `F: FnMut(&T) -> K`, the key type is only `PartialOrd`, and the body delegates to the iterator key-sortedness check over values produced by that closure. Current vstd vocabulary has no model for FnMut key observations or PartialOrd key comparisons across adjacent elements, so a contract that only states vacuous empty/singleton behavior leaves the key-extraction relation and general boolean result underdetermined. This source-backed row is skipped rather than emitted as an underdetermined assume_specification.",,not_applicable,,
core::slice::last_chunk_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 documents last_chunk_mut as returning None when the slice is shorter than N and otherwise returning a mutable array reference to the last N items. The body computes the suffix index with checked_sub, splits at that index, and casts the last slice to `[T; N]`, so the contract models the unchanged prefix and returned suffix view without provenance claims.",,not_applicable,,
core::slice::partition_point,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The result depends on calls to an arbitrary stateful FnMut predicate. Existing vstd vocabulary cannot characterize that interaction with a useful ordinary deterministic contract, while the bounds-only postcondition does not capture partition_point's defining semantics.",,not_applicable,,
core::slice::reverse,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 reverses the slice in place by splitting the front and back halves and swapping mirrored elements. The contract records only the observable final sequence view, avoiding pointer or provenance claims while preserving the operation's full semantics.",,not_applicable,,
core::slice::sort_unstable_by,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract,Sorting cannot be specified usefully without modeling the FnMut comparator. Semantic multiset preservation would be unsound because the documentation explicitly permits comparator-driven interior mutations; element identity preservation is not expressible with public vstd vocabulary.,,not_applicable,,
core::slice::sort_unstable_by_key,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract,"The only readily expressible source-justified guarantee is multiset preservation, but it does not determine the observable final slice because unstable sorting permits multiple equal-key orderings. Sortedness cannot be modeled soundly in existing vstd vocabulary for a stateful FnMut key extractor and arbitrary Ord implementation. Length preservation is redundant for a mutable slice. Therefore no useful ordinary deterministic contract is available.",,not_applicable,,
core::slice::split_at_mut_checked,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 returns Some exactly when `mid <= self.len()`, delegates that branch to `self.split_at_mut_unchecked(mid)`, and otherwise returns None. The contract reuses the accepted split_at_checked Option shape, the accepted mutable split post-state preservation, and the unchanged input state on the None branch.",,not_applicable,,
core::slice::split_at_mut_unchecked,skip->add_spec,data_structure,add_spec,accepted_source_justified_precondition,fresh_rationale;fresh_requires_source_reference;fresh_requires_source_excerpt;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract has a non-empty requires clause with source-fidelity reference and excerpt,false,upgrade,,"Rust 1.96 documents the unsafe precondition `0 <= mid <= self.len()`, checks `mid <= len`, then returns the prefix and suffix with `from_raw_parts_mut(ptr, mid)` and `from_raw_parts_mut(ptr.add(mid), unchecked_sub(len, mid))`. The contract models those prefix/suffix slice views, preserves the returned sub-slice contents at function return, and exposes the final concatenated input state without specifying reference provenance.",mid as int <= old(slice)@.len(),source_justified,core/src/slice/mod.rs:2095,"2052: (mid: usize = mid, len: usize = len) => mid <= len, 2055: // SAFETY: Caller has to check that `0 <= mid <= self.len()` 2071: /// `0 <= mid <= self.len()`. 2095: pub const unsafe fn split_at_mut_unchecked(&mut self, mid: usize) -> (&mut [T], &mut [T]) { 2102: (mid: usize = mid, len: usize = len) => mid <= len, 2105: // SAFETY: Caller has to check that `0 <= mid <= self.len()`. 2107: // `[ptr; mid]` and `[mid; len]` are not overlapping, so returning a mutable reference 2111: from_raw_parts_mut(ptr, mid), 2112: from_raw_parts_mut(ptr.add(mid), unchecked_sub(len, mid)),"
core::slice::split_at_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"Although the sequence-view postconditions describe the returned elements, this unsafe API constructs references from raw pointers and its correctness depends on provenance, validity, and reference identity properties that are not expressible in the available ordinary vstd vocabulary. A trusted value-only contract would omit representation-sensitive obligations essential to the operation.",,not_applicable,,
core::slice::split_first_chunk_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 returns Some exactly when `split_at_mut_checked(N)` succeeds, casts the checked first slice to `[T; N]`, and returns the remaining tail. The contract models those returned mutable views by their old slice/array contents, preserves each returned view at function return, and relates the final input slice to the final first-chunk and tail views without claiming pointer identity.",,not_applicable,,
core::slice::split_first_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 pattern-matches `[first, tail @ ..]` and returns `Some((first, tail))` exactly for nonempty slices. The contract models the returned element by its dereferenced value, the returned tail by its semantic view, preserves both returned mutable views at function return, and reconstructs the final input slice from those views without pointer/provenance claims.",,not_applicable,,
core::slice::split_last_chunk_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 returns None when `self.len().checked_sub(N)` fails; otherwise it splits at the checked index, returns the init slice and casts the last slice to `[T; N]`. The contract models that branch shape with old init/last views, preserves both returned views at function return, and reconstructs the final input slice from their final semantic views.",,not_applicable,,
core::slice::split_last_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 pattern-matches `[init @ .., last]` and returns `Some((last, init))` exactly for nonempty slices. The contract models the returned element by its dereferenced value, the returned init slice by its semantic view, preserves both returned mutable views, and reconstructs the final input slice from those views.",,not_applicable,,
core::slice::split_off_first,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,The implementation returns None without modifying an empty slice; otherwise it returns the first element and replaces the input slice reference with the remaining suffix. The contract compares element and slice semantic views rather than reference identity.,,not_applicable,,
core::slice::split_off_first_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 replaces `self` with an empty mutable slice, delegates to `split_first_mut`, assigns `*self = rem`, and returns `Some(first)` only for nonempty slices. The contract models the returned element by dereferenced value and reconstructs the final slice reference as the remaining tail, without pointer/provenance claims.",,not_applicable,,
core::slice::split_off_last_mut,skip->add_spec,data_structure,add_spec,accepted_slice_array_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented slice or array view semantics without extra preconditions,false,upgrade,,"Rust 1.96 replaces `self` with an empty mutable slice, delegates to `split_last_mut`, assigns `*self = rem`, and returns `Some(last)` only for nonempty slices. The contract models the returned element by dereferenced value and reconstructs the final slice reference as the remaining init slice, without pointer/provenance claims.",,not_applicable,,
core::str::from_utf8,skip->add_spec,data_structure,add_spec,accepted_string_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented string byte or UTF-8 semantics without extra preconditions,false,upgrade,,"Promotes the saved round-01 source-backed contract for the inherent `str::from_utf8` declaration only. Rust 1.96 delegates the inherent constructor to `converts::from_utf8`, whose body returns `Ok` after `run_utf8_validation` succeeds and `Err(err)` otherwise; the contract specifies only the decoded string view and Result branch.",,not_applicable,,
core::str::from_utf8_mut,skip->add_spec,data_structure,add_spec,accepted_string_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented string byte or UTF-8 semantics without extra preconditions,false,upgrade,,"The contract typechecks and directly models the source behavior: conversion does not modify the bytes, succeeds exactly when the original byte sequence is valid UTF-8, and exposes the decoded semantic string on success. The determinism failure is caused by the checker passing the unsized [u8] post-state by value, not by this contract.",,not_applicable,,
core::str::get,add_spec->skip,data_structure,skip,associated_type_or_projection_gap,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify generic associated-type or projection results without an available public relation,false,downgrade,classification:associated_type_or_projection,"The implementation only delegates to SliceIndex::get. No supplied public vstd vocabulary models generic SliceIndex validity, its associated Output, or returned-reference identity, so no useful non-vacuous result relation is expressible.",,not_applicable,,
core::str::get_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive,"The generic SliceIndex<str> argument exposes neither public vstd validity predicates nor a specification relating I to I::Output. Therefore the documented bounds and UTF-8-boundary preconditions, and the returned reference’s identity/view relation to self, cannot be expressed soundly and non-vacuously.",,not_applicable,,
core::str::make_ascii_lowercase,skip->add_spec,data_structure,add_spec,accepted_string_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented string byte or UTF-8 semantics without extra preconditions,false,upgrade,,"The implementation mutates the string bytes in place, mapping ASCII 'A' through 'Z' to 'a' through 'z' while preserving all other bytes and the byte length. Casting byte observations to int matches the existing vstd ASCII-folding spec style and avoids Verus branch type mismatches without changing the modeled byte relation.",,not_applicable,,
core::str::make_ascii_uppercase,skip->add_spec,data_structure,add_spec,accepted_string_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented string byte or UTF-8 semantics without extra preconditions,false,upgrade,,"The method mutates the UTF-8 bytes in place by uppercasing ASCII lowercase letters. Casting byte values to int makes both conditional branches type-compatible while still specifying the complete deterministic post-state: length is preserved, bytes in a-z are reduced by 0x20, and every other byte is unchanged.",,not_applicable,,
core::str::slice_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"Although the byte-content postcondition typechecks and is source-justified, determinism was not proved. More importantly, this unsafe reference-producing API is representation-sensitive: existing vstd vocabulary cannot express that the returned &str is the exact subslice of the input with the required provenance and lifetime relationship. A trusted content-only specification would omit essential semantics, so no useful ordinary contract is added.",,not_applicable,,
core::str::split_at_mut_checked,skip->add_spec,data_structure,add_spec,accepted_string_view_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract exposes source-documented string byte or UTF-8 semantics without extra preconditions,false,upgrade,,"Rust 1.96 returns Some exactly when `self.is_char_boundary(mid)`, delegates that branch to `self.split_at_mut_unchecked(mid)`, and otherwise returns None. The contract models the returned mutable str slices extensionally by their byte subranges and preserves the input byte state on the None branch without claiming pointer provenance.",,not_applicable,,
std::collections::HashMap::get_mut,skip->add_spec,other,add_spec,accepted_source_justified_precondition,fresh_rationale;fresh_requires_source_reference;fresh_requires_source_excerpt;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract has a non-empty requires clause with source-fidelity reference and excerpt,false,upgrade,,"Rust 1.96 documents HashMap::get_mut as returning a mutable reference to the value for the borrowed key, requires borrowed-form Hash/Eq compatibility, and delegates to self.base.get_mut(k). The contract chooses the stored key selected by the borrowed-key model, returns the old value through the mutable reference when present, and records that the lookup itself does not mutate the map.",obeys_key_model::<Key>(); builds_valid_hashers::<S>(),source_justified,std/src/collections/hash/map.rs:1297,"1252: /// The key may be any borrowed form of the map's key type, but 1253: /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for 1271: K: Borrow<Q>, 1272: Q: Hash + Eq, 1277: /// Returns a mutable reference to the value corresponding to the key. 1279: /// The key may be any borrowed form of the map's key type, but 1280: /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for 1297: pub fn get_mut<Q: ?Sized>(&mut self, k: &Q) -> Option<&mut V> 1299: K: Borrow<Q>, 1300: Q: Hash + Eq, 1302: self.base.get_mut(k)"
std::collections::HashSet::take,add_spec->skip,other,skip,borrowed_key_model_underdetermined,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh rationale identifies borrowed-key lookup semantics that cannot select a unique stored key with existing predicates,false,downgrade,determinism_unsupported_contract_form,"The existing borrowed-key vocabulary uses uninterpreted relations that do not establish a unique owned Key for an arbitrary Q. Consequently, a source-justified contract cannot determine the Some payload or the removed set element. Weakening the contract to Option::is_some would leave the observable payload unconstrained, while adding uniqueness assumptions would introduce a false or redundant domain.",,not_applicable,,
std::net::TcpStream::peek,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"TcpStream and std::io::Error are unsupported by the existing vstd vocabulary, so the ordinary assume_specification declaration does not typecheck. Introducing external type specifications would exceed the target contract's scope, while the socket-dependent result and peeked bytes cannot otherwise be usefully modeled.",,not_applicable,,
std::sync::LockResult::and_then,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"LockResult is an alias for Result, so this resolves to generic Result::and_then. Its Ok-case output depends on an opaque FnOnce callback, which cannot receive a deterministic ordinary external specification in existing vstd vocabulary. Specifying only the Err branch does not remedy the unsupported contract form.",,not_applicable,,
std::sync::LockResult::as_mut,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"The meaningful behavior is a mutable reborrow tying the returned reference to the selected payload of the original Result. Expressing that relationship requires mutable-reference prophecy/final-state semantics, which the determinism check cannot establish and classifies as runtime or hidden state. A contract describing only the discriminant would omit the API's essential observable behavior, so no useful ordinary contract is available in the existing vstd vocabulary.",,not_applicable,,
std::sync::LockResult::unwrap_or_else,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"The Err result depends on invoking an arbitrary FnOnce closure, whose captured runtime or hidden state is not modeled by existing vstd vocabulary. The source-justified FnOnce requires/ensures contract typechecks but does not establish a deterministic relation for the observable return value. Strengthening the closure domain would exclude valid Rust callers, so no useful ordinary trusted contract is appropriate.",,not_applicable,,
std::sync::TryLockResult::and_then,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"The Ok branch invokes an arbitrary FnOnce whose result may depend on runtime or hidden state. Existing vstd vocabulary can only defer to op.ensures, which does not establish a deterministic observable result and adds no independent semantic guarantee. The Err branch alone is insufficient to justify a useful contract.",,not_applicable,,
