target,transition,prior_category,fresh_category,prior_status,fresh_status,prior_rounds,fresh_rounds,prior_initial_decision,fresh_initial_decision,prior_final_decision,fresh_final_decision,prior_contract_form,fresh_contract_form,prior_typecheck_passed,fresh_typecheck_passed,prior_det_status,fresh_det_status,prior_r0_z3,fresh_r0_z3,prior_classification,fresh_classification,prior_raw_det_reward,fresh_raw_det_reward,prior_guarded_reward,fresh_guarded_reward,prior_semantic_guarded_reward,fresh_semantic_guarded_reward,prior_issues,fresh_issues,prior_semantic_gate_issues,fresh_semantic_gate_issues,prior_semantic_review_issues,fresh_semantic_review_issues,prior_requires,fresh_requires,prior_ensures,fresh_ensures,prior_rationale,fresh_rationale,prior_requires_source_fidelity_classification,fresh_requires_source_fidelity_classification,prior_requires_source_fidelity_rationale,fresh_requires_source_fidelity_rationale,prior_requires_source_reference,fresh_requires_source_reference,prior_requires_source_excerpt,fresh_requires_source_excerpt,prior_contract_code,fresh_contract_code
core::slice::is_sorted_by,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,verus_error,,,,,,0,0,0,0,0,0,checker_status:verus_error;classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"forall|i: int| 0 <= i && i + 1 < slice@.len() ==> #[trigger] compare.requires((&slice@[i], &slice@[i + 1]))",,"ret ==> (forall|i: int| 0 <= i && i + 1 < slice@.len() ==> #[trigger] compare.ensures((&slice@[i], &slice@[i + 1]), true)); !ret ==> (exists|bad: int| { &&& 0 <= bad &&& bad + 1 < slice@.len() &&& #[trigger] compare.ensures((&slice@[bad], &slice@[bad + 1]), false) &&& forall|i: int| 0 <= i < bad ==> #[trigger] compare.ensures((&slice@[i], &slice@[i + 1]), true) })",,The source applies compare to adjacent pairs in order through Iterator::all. Success records true for every pair; failure identifies the first false pair and records true outcomes for its prefix. Explicit triggers make the quantified clauses typecheck.,"For slices of length at least two, the observable result depends on ordered calls to a potentially stateful FnMut comparator. Existing vstd vocabulary cannot characterize those state transitions with a useful deterministic ordinary contract. Restricting the domain to slices of length at most one would exclude the API's primary use and provide only the trivial result true.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<'a, T, F>[ <[T]>::is_sorted_by::<F> ](
    slice: &'a [T],
    compare: F,
) -> (ret: bool)
where
    F: FnMut(&'a T, &'a T) -> bool,
    requires
        forall|i: int| 0 <= i && i + 1 < slice@.len() ==>
            #[trigger] compare.requires((&slice@[i], &slice@[i + 1])),
    ensures
        ret ==> (forall|i: int| 0 <= i && i + 1 < slice@.len() ==>
            #[trigger] compare.ensures((&slice@[i], &slice@[i + 1]), true)),
        !ret ==> (exists|bad: int| {
            &&& 0 <= bad
            &&& bad + 1 < slice@.len()
            &&& #[trigger] compare.ensures(
                (&slice@[bad], &slice@[bad + 1]),
                false,
            )
            &&& forall|i: int| 0 <= i < bad ==>
                #[trigger] compare.ensures(
                    (&slice@[i], &slice@[i + 1]),
                    true,
                )
        }),
;",
core::slice::is_sorted_by_key,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,verus_error,,,,,,0,0,0,0,0,0,checker_status:verus_error;classification:higher_order_contract;structured_contract_mismatch,classification:higher_order_contract;higher_order_closure_key_extraction_underdetermined,,,,,"K::obeys_partial_cmp_spec(); forall|i: int| 0 <= i < slice@.len() ==> #[trigger] f.requires((&slice@[i],)); forall|i: int, left1: K, right1: K, left2: K, right2: K| #![trigger f.ensures((&slice@[i],), left1), f.ensures((&slice@[i + 1],), right1), f.ensures((&slice@[i],), left2), f.ensures((&slice@[i + 1],), right2)] 0 <= i && i + 1 < slice@.len() && f.ensures((&slice@[i],), left1) && f.ensures((&slice@[i + 1],), right1) && f.ensures((&slice@[i],), left2) && f.ensures((&slice@[i + 1],), right2) ==> ((left1.partial_cmp_spec(&right1) matches Some(core::cmp::Ordering::Less | core::cmp::Ordering::Equal)) == (left2.partial_cmp_spec(&right2) matches Some(core::cmp::Ordering::Less | core::cmp::Ordering::Equal)))",,"ret ==> (exists|keys: Seq<K>| { &&& keys.len() == slice@.len() &&& forall|i: int| 0 <= i < keys.len() ==> #[trigger] f.ensures((&slice@[i],), keys[i]) &&& forall|i: int| 0 <= i && i + 1 < keys.len() ==> (#[trigger] keys[i].partial_cmp_spec(&keys[i + 1]) matches Some(core::cmp::Ordering::Less | core::cmp::Ordering::Equal)) }); !ret ==> (exists|bad: int, keys: Seq<K>| { &&& 0 <= bad &&& bad + 1 < slice@.len() &&& keys.len() == bad + 2 &&& forall|i: int| 0 <= i < keys.len() ==> #[trigger] f.ensures((&slice@[i],), keys[i]) &&& forall|i: int| 0 <= i < bad ==> (#[trigger] keys[i].partial_cmp_spec(&keys[i + 1]) matches Some(core::cmp::Ordering::Less | core::cmp::Ordering::Equal)) &&& !(#[trigger] keys[bad].partial_cmp_spec(&keys[bad + 1]) matches Some(core::cmp::Ordering::Less | core::cmp::Ordering::Equal)) })",,"The implementation maps evaluated elements to keys in order and stops at the first unordered adjacent pair. The key sequence records that trace, PartialOrdSpec models <=, and the branch-consistency requirement permits relational key specifications while still determining the observable Boolean.","Rust 1.96 makes slice::is_sorted_by_key depend on a stateful higher-order closure: the key extractor is `F: FnMut(&T) -> K`, the key type is only `PartialOrd`, and the body delegates to the iterator key-sortedness check over values produced by that closure. Current vstd vocabulary has no model for FnMut key observations or PartialOrd key comparisons across adjacent elements, so a contract that only states vacuous empty/singleton behavior leaves the key-extraction relation and general boolean result underdetermined. This source-backed row is skipped rather than emitted as an underdetermined assume_specification.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<'a, T, F, K>[ <[T]>::is_sorted_by_key::<F, K> ](
    slice: &'a [T],
    f: F,
) -> (ret: bool)
where
    F: FnMut(&'a T) -> K,
    K: PartialOrd,
    requires
        K::obeys_partial_cmp_spec(),
        forall|i: int| 0 <= i < slice@.len() ==>
            #[trigger] f.requires((&slice@[i],)),
        forall|i: int, left1: K, right1: K, left2: K, right2: K|
            #![trigger
                f.ensures((&slice@[i],), left1),
                f.ensures((&slice@[i + 1],), right1),
                f.ensures((&slice@[i],), left2),
                f.ensures((&slice@[i + 1],), right2)
            ]
            0 <= i
                && i + 1 < slice@.len()
                && f.ensures((&slice@[i],), left1)
                && f.ensures((&slice@[i + 1],), right1)
                && f.ensures((&slice@[i],), left2)
                && f.ensures((&slice@[i + 1],), right2)
                ==> (
                    (left1.partial_cmp_spec(&right1) matches Some(
                        core::cmp::Ordering::Less | core::cmp::Ordering::Equal,
                    ))
                    == (left2.partial_cmp_spec(&right2) matches Some(
                        core::cmp::Ordering::Less | core::cmp::Ordering::Equal,
                    ))
                ),
    ensures
        ret ==> (exists|keys: Seq<K>| {
            &&& keys.len() == slice@.len()
            &&& forall|i: int| 0 <= i < keys.len() ==>
                #[trigger] f.ensures((&slice@[i],), keys[i])
            &&& forall|i: int| 0 <= i && i + 1 < keys.len() ==> (
                #[trigger] keys[i].partial_cmp_spec(&keys[i + 1]) matches Some(
                    core::cmp::Ordering::Less | core::cmp::Ordering::Equal,
                )
            )
        }),
        !ret ==> (exists|bad: int, keys: Seq<K>| {
            &&& 0 <= bad
            &&& bad + 1 < slice@.len()
            &&& keys.len() == bad + 2
            &&& forall|i: int| 0 <= i < keys.len() ==>
                #[trigger] f.ensures((&slice@[i],), keys[i])
            &&& forall|i: int| 0 <= i < bad ==> (
                #[trigger] keys[i].partial_cmp_spec(&keys[i + 1]) matches Some(
                    core::cmp::Ordering::Less | core::cmp::Ordering::Equal,
                )
            )
            &&& !(#[trigger] keys[bad].partial_cmp_spec(&keys[bad + 1]) matches Some(
                core::cmp::Ordering::Less | core::cmp::Ordering::Equal,
            ))
        }),
;",
core::slice::partition_point,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"forall|i: int| 0 <= i < slice@.len() ==> { &&& #[trigger] pred.requires((&slice@[i],)) &&& exists|outcome: bool| #[trigger] pred.ensures((&slice@[i],), outcome) }; forall|i: int, first: bool, second: bool| #![trigger pred.ensures((&slice@[i],), first), pred.ensures((&slice@[i],), second)] 0 <= i < slice@.len() && pred.ensures((&slice@[i],), first) && pred.ensures((&slice@[i],), second) ==> first == second; forall|i: int, j: int, left: bool, right: bool| #![trigger pred.ensures((&slice@[i],), left), pred.ensures((&slice@[j],), right)] 0 <= i < j < slice@.len() && pred.ensures((&slice@[i],), left) && pred.ensures((&slice@[j],), right) ==> (right ==> left)",,"(ret as int) <= slice@.len(); ret > 0 ==> pred.ensures((&slice@[(ret - 1) as int],), true); (ret as int) < slice@.len() ==> pred.ensures((&slice@[ret as int],), false)",,"A total, deterministic, monotone predicate relation formalizes the documented partition domain. The bounded result is uniquely characterized by a true predecessor and a false element at the returned index, covering empty, all-true, and all-false slices.","The result depends on calls to an arbitrary stateful FnMut predicate. Existing vstd vocabulary cannot characterize that interaction with a useful ordinary deterministic contract, while the bounds-only postcondition does not capture partition_point's defining semantics.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, P>[ <[T]>::partition_point::<P> ](
    slice: &[T],
    pred: P,
) -> (ret: usize)
where
    P: FnMut(&T) -> bool,
    requires
        forall|i: int| 0 <= i < slice@.len() ==> {
            &&& #[trigger] pred.requires((&slice@[i],))
            &&& exists|outcome: bool|
                #[trigger] pred.ensures((&slice@[i],), outcome)
        },
        forall|i: int, first: bool, second: bool|
            #![trigger pred.ensures((&slice@[i],), first),
                       pred.ensures((&slice@[i],), second)]
            0 <= i < slice@.len()
            && pred.ensures((&slice@[i],), first)
            && pred.ensures((&slice@[i],), second) ==>
                first == second,
        forall|i: int, j: int, left: bool, right: bool|
            #![trigger pred.ensures((&slice@[i],), left),
                       pred.ensures((&slice@[j],), right)]
            0 <= i < j < slice@.len()
            && pred.ensures((&slice@[i],), left)
            && pred.ensures((&slice@[j],), right) ==>
                (right ==> left),
    ensures
        (ret as int) <= slice@.len(),
        ret > 0 ==> pred.ensures((&slice@[(ret - 1) as int],), true),
        (ret as int) < slice@.len() ==>
            pred.ensures((&slice@[ret as int],), false),
;",
core::slice::sort_unstable_by,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,verus_error,,,,,,0,0,0,0,0,0,checker_status:verus_error;classification:higher_order_contract,classification:higher_order_contract,,,,,"old(slice)@.len() > 1 ==> forall|a: T, b: T| old(slice)@.contains(a) && old(slice)@.contains(b) ==> compare.requires((&a, &b))",,final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),,"Moving the exact FnMut bound to the where-clause avoids the target-bracket parsing failure. On normal return the implementation only permutes the original elements, justifying extensional multiset equality without assuming comparator consistency or claiming sortedness.",Sorting cannot be specified usefully without modeling the FnMut comparator. Semantic multiset preservation would be unsound because the documentation explicitly permits comparator-driven interior mutations; element identity preservation is not expressible with public vstd vocabulary.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, F>[
    <[T]>::sort_unstable_by::<F>
](
    slice: &mut [T],
    compare: F,
)
where
    F: FnMut(&T, &T) -> core::cmp::Ordering,
    requires
        old(slice)@.len() > 1 ==> forall|a: T, b: T|
            old(slice)@.contains(a) && old(slice)@.contains(b)
                ==> compare.requires((&a, &b)),
    ensures
        final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),
;",
core::slice::sort_unstable_by_key,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,verus_error,,,,,,0,0,0,0,0,0,checker_status:verus_error;classification:higher_order_contract,classification:higher_order_contract,,,,,"old(slice)@.len() > 1 ==> forall|a: T| old(slice)@.contains(a) ==> f.requires((&a,))",,final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),,"Moving the FnMut bound to the where-clause avoids the target-bracket parser failure. The guarded callback requirement applies only when sorting can invoke the key extractor, while normal completion preserves the original element multiset. Stateful key extraction prevents a sound general sortedness postcondition.","The only readily expressible source-justified guarantee is multiset preservation, but it does not determine the observable final slice because unstable sorting permits multiple equal-key orderings. Sortedness cannot be modeled soundly in existing vstd vocabulary for a stateful FnMut key extractor and arbitrary Ord implementation. Length preservation is redundant for a mutable slice. Therefore no useful ordinary deterministic contract is available.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, K, F>[
    <[T]>::sort_unstable_by_key::<K, F>
](slice: &mut [T], f: F)
where
    F: FnMut(&T) -> K,
    K: core::cmp::Ord,
    requires
        old(slice)@.len() > 1 ==> forall|a: T|
            old(slice)@.contains(a) ==> f.requires((&a,)),
    ensures
        final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),
;",
core::slice::split_at_unchecked,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,mid <= slice.len(),,"ret.0@ == slice@.subrange(0, mid as int); ret.1@ == slice@.subrange(mid as int, slice@.len() as int)",,"Although the function is unsafe and returns references, its documented value-level behavior is expressible using slice sequence views. The precondition exactly captures the source safety requirement, and the postconditions describe the observable prefix and suffix without making representation or provenance claims.","Although the sequence-view postconditions describe the returned elements, this unsafe API constructs references from raw pointers and its correctness depends on provenance, validity, and reference identity properties that are not expressible in the available ordinary vstd vocabulary. A trusted value-only contract would omit representation-sensitive obligations essential to the operation.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[ <[T]>::split_at_unchecked ](
    slice: &[T],
    mid: usize,
) -> (ret: (&[T], &[T]))
    requires
        mid <= slice.len(),
    ensures
        ret.0@ == slice@.subrange(0, mid as int),
        ret.1@ == slice@.subrange(mid as int, slice@.len() as int),
;",
core::str::get,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:associated_type_or_projection,classification:associated_type_or_projection,,,,,,,"res == spec_slice_get(s, i)",,"The associated projection is inherent in the exact API and cannot be constrained without narrowing its domain. spec_slice_get already supports T: ?Sized with the matching SliceIndex projection, and the source directly delegates to i.get(self), so this relation models the full observable Option/reference result without extra preconditions.","The implementation only delegates to SliceIndex::get. No supplied public vstd vocabulary models generic SliceIndex validity, its associated Output, or returned-reference identity, so no useful non-vacuous result relation is expressible.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<I>[ str::get::<I> ](
    s: &str,
    i: I,
) -> (res: Option<&<I as SliceIndex<str>>::Output>) where I: SliceIndex<str>
    ensures
        res == spec_slice_get(s, i),
;",
core::str::get_unchecked,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive,,,,,"spec_slice_get(s, i).is_some()",,"spec_slice_get(s, i) == Some(res)",,"Checked indexing succeeds exactly on the documented safety domain: ordered, in-bounds indices at UTF-8 boundaries. On that domain, the source returns the same projected reference as checked indexing, so spec_slice_get provides an observable result without exposing pointer representation or provenance.","The generic SliceIndex<str> argument exposes neither public vstd validity predicates nor a specification relating I to I::Output. Therefore the documented bounds and UTF-8-boundary preconditions, and the returned reference’s identity/view relation to self, cannot be expressed soundly and non-vacuously.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<I>[ str::get_unchecked::<I> ](
    s: &str,
    i: I,
) -> (res: &<I as SliceIndex<str>>::Output) where I: SliceIndex<str>
    requires
        spec_slice_get(s, i).is_some(),
    ensures
        spec_slice_get(s, i) == Some(res),
;",
core::str::slice_unchecked,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,"begin <= end; is_char_boundary(s.spec_bytes(), begin as int); is_char_boundary(s.spec_bytes(), end as int)",,"res@ == decode_utf8(s.spec_bytes().subrange(begin as int, end as int))",,"The boundary predicates already imply that both byte indices are in bounds, so the explicit length condition was redundant. On this exact unsafe domain, decoding the selected byte subrange directly specifies the observable character sequence without making reference-identity or provenance claims.","Although the byte-content postcondition typechecks and is source-justified, determinism was not proved. More importantly, this unsafe reference-producing API is representation-sensitive: existing vstd vocabulary cannot express that the returned &str is the exact subslice of the input with the required provenance and lifetime relationship. A trusted content-only specification would omit essential semantics, so no useful ordinary contract is added.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification[ str::slice_unchecked ](
    s: &str,
    begin: usize,
    end: usize,
) -> (res: &str)
    requires
        begin <= end,
        is_char_boundary(s.spec_bytes(), begin as int),
        is_char_boundary(s.spec_bytes(), end as int),
    ensures
        res@ == decode_utf8(s.spec_bytes().subrange(begin as int, end as int)),
;",
std::collections::HashSet::take,add_spec->skip,other,other,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,1,0,0,0,,determinism_unsupported_contract_form,borrowed_key_uniqueness_precondition,,,,"obeys_key_model::<Key>(); builds_valid_hashers::<S>(); forall|left: Key, right: Key|
            sets_borrowed_key_to_key(old(m)@, value, &left)
                && sets_borrowed_key_to_key(old(m)@, value, &right)
                ==> left == right",,"sets_differ_by_borrowed_key(old(m)@, final(m)@, value); match result {
            Some(v) => {
                &&& set_contains_borrowed_key(old(m)@, value)
                &&& sets_borrowed_key_to_key(old(m)@, value, &v)
                &&& old(m)@.contains(v)
                &&& final(m)@ == old(m)@.remove(v)
            },
            None => {
                &&& !set_contains_borrowed_key(old(m)@, value)
                &&& final(m)@ == old(m)@
            },
        }",,"The implementation delegates to the underlying set take operation, while the documentation states that a matching stored value is removed and returned. Existing borrowed-key predicates model the lookup and mutation; the result branches identify the returned member and exact abstract-set change.","The existing borrowed-key vocabulary uses uninterpreted relations that do not establish a unique owned Key for an arbitrary Q. Consequently, a source-justified contract cannot determine the Some payload or the removed set element. Weakening the contract to Option::is_some would leave the observable payload unconstrained, while adding uniqueness assumptions would introduce a false or redundant domain.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<
    Key: core::borrow::Borrow<Q> + core::hash::Hash + core::cmp::Eq,
    S: core::hash::BuildHasher,
    A: core::alloc::Allocator,
    Q: core::hash::Hash + core::cmp::Eq + ?Sized,
>[ std::collections::HashSet::<Key, S, A>::take::<Q> ](
    m: &mut std::collections::HashSet<Key, S, A>,
    value: &Q,
) -> (result: core::option::Option<Key>)
    requires
        obeys_key_model::<Key>(),
        builds_valid_hashers::<S>(),
        forall|left: Key, right: Key|
            sets_borrowed_key_to_key(old(m)@, value, &left)
                && sets_borrowed_key_to_key(old(m)@, value, &right)
                ==> left == right,
    ensures
        sets_differ_by_borrowed_key(old(m)@, final(m)@, value),
        match result {
            Some(v) => {
                &&& set_contains_borrowed_key(old(m)@, value)
                &&& sets_borrowed_key_to_key(old(m)@, value, &v)
                &&& old(m)@.contains(v)
                &&& final(m)@ == old(m)@.remove(v)
            },
            None => {
                &&& !set_contains_borrowed_key(old(m)@, value)
                &&& final(m)@ == old(m)@
            },
        },
;",
std::net::TcpStream::peek,add_spec->skip,io_os_runtime,io_os_runtime,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,verus_error,,,,,,0,0,0,0,0,0,checker_status:verus_error;classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,,,result is Ok ==> result->Ok_0 <= old(buf).len(),,Opaque external-type specifications admit the unsupported receiver and error types without modeling their hidden state. The observable successful byte count is bounded by the supplied buffer length; payload and socket-queue state remain unconstrained. The generic slice-length clause was removed as redundant.,"TcpStream and std::io::Error are unsupported by the existing vstd vocabulary, so the ordinary assume_specification declaration does not typecheck. Introducing external type specifications would exceed the target contract's scope, while the socket-dependent result and peeked bytes cannot otherwise be usefully modeled.",,not_applicable,,No requires clause is present.,,,,,"#[verifier::external_type_specification]
#[verifier::external_body]
pub struct ExTcpStream(std::net::TcpStream);

#[verifier::external_type_specification]
#[verifier::external_body]
pub struct ExIoError(std::io::Error);

pub assume_specification[std::net::TcpStream::peek](
    stream: &std::net::TcpStream,
    buf: &mut [u8],
) -> (result: std::io::Result<usize>)
    ensures
        result is Ok ==> result->Ok_0 <= old(buf).len(),
;",
std::sync::LockResult::and_then,add_spec->skip,io_os_runtime,io_os_runtime,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:runtime_or_hidden_state;determinism_not_proved:unknown,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,"result is Ok ==> op.requires((result->Ok_0,))",,"result is Ok ==> op.ensures((result->Ok_0,), out); result is Err ==> out == Result::<U, E>::Err(result->Err_0)",,Result::and_then is fully expressible using variant access and FnOnce requires/ensures. Moving the closure bound to a where-clause preserves the signature while allowing deterministic extraction of the target bracket.,"LockResult is an alias for Result, so this resolves to generic Result::and_then. Its Ok-case output depends on an opaque FnOnce callback, which cannot receive a deterministic ordinary external specification in existing vstd vocabulary. Specifying only the Err branch does not remedy the unsupported contract form.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, U, F>[
    Result::<T, E>::and_then
](
    result: Result<T, E>,
    op: F,
) -> (out: Result<U, E>)
    where
        F: FnOnce(T) -> Result<U, E>,
    requires
        result is Ok ==> op.requires((result->Ok_0,)),
    ensures
        result is Ok ==> op.ensures((result->Ok_0,), out),
        result is Err ==> out == Result::<U, E>::Err(result->Err_0),
;",
std::sync::LockResult::as_mut,add_spec->skip,io_os_runtime,io_os_runtime,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:runtime_or_hidden_state;determinism_not_proved:unknown;structured_contract_mismatch,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,,,"match *old(result) { Result::Ok(value) => *final(result) is Ok && res is Ok && *(res->Ok_0) == value && *final(res->Ok_0) == (*final(result))->Ok_0, Result::Err(error) => *final(result) is Err && res is Err && *(res->Err_0) == error && *final(res->Err_0) == (*final(result))->Err_0 }",,The resolved Result::as_mut implementation preserves the variant and returns a mutable reference to its active payload. The old/final relations capture both its initial value and subsequent mutation without inspecting poison state.,"The meaningful behavior is a mutable reborrow tying the returned reference to the selected payload of the original Result. Expressing that relationship requires mutable-reference prophecy/final-state semantics, which the determinism check cannot establish and classifies as runtime or hidden state. A contract describing only the discriminant would omit the API's essential observable behavior, so no useful ordinary contract is available in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E>[ Result::<T, E>::as_mut ](
    result: &mut Result<T, E>,
) -> (res: Result<&mut T, &mut E>)
    ensures
        (match *old(result) {
            Result::Ok(value) => {
                &&& *final(result) is Ok
                &&& res is Ok
                &&& *(res->Ok_0) == value
                &&& *final(res->Ok_0) == (*final(result))->Ok_0
            },
            Result::Err(error) => {
                &&& *final(result) is Err
                &&& res is Err
                &&& *(res->Err_0) == error
                &&& *final(res->Err_0) == (*final(result))->Err_0
            },
        }),
    no_unwind
;",
std::sync::LockResult::unwrap_or_else,add_spec->skip,io_os_runtime,io_os_runtime,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:runtime_or_hidden_state;determinism_not_proved:unknown,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,"result is Err ==> op.requires((result->Err_0,))",,"result is Ok ==> res == result->Ok_0; result is Err ==> op.ensures((result->Err_0,), res)",,"LockResult resolves to the ordinary Result implementation, which returns the Ok payload unchanged and invokes op only for Err. Moving the FnOnce bound to a where clause avoids the runner's generic-arrow parsing ambiguity without imposing an artificial determinism requirement on the closure contract.","The Err result depends on invoking an arbitrary FnOnce closure, whose captured runtime or hidden state is not modeled by existing vstd vocabulary. The source-justified FnOnce requires/ensures contract typechecks but does not establish a deterministic relation for the observable return value. Strengthening the closure domain would exclude valid Rust callers, so no useful ordinary trusted contract is appropriate.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F>[ Result::<T, E>::unwrap_or_else ](
    result: Result<T, E>,
    op: F,
) -> (res: T)
where
    F: FnOnce(E) -> T,
    requires
        result is Err ==> op.requires((result->Err_0,)),
    ensures
        result is Ok ==> res == result->Ok_0,
        result is Err ==> op.ensures((result->Err_0,), res),
;",
std::sync::TryLockResult::and_then,add_spec->skip,io_os_runtime,io_os_runtime,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:runtime_or_hidden_state;determinism_not_proved:unknown,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,"result is Ok ==> op.requires((result->Ok_0,))",,"result is Ok ==> op.ensures((result->Ok_0,), ret); result is Err ==> ret == Result::<U, E>::Err(result->Err_0)",,The source calls op with the Ok payload and otherwise preserves the Err. Moving the FnOnce bound to the where-clause preserves the signature while avoiding the determinism runner's generic-arrow parsing ambiguity.,"The Ok branch invokes an arbitrary FnOnce whose result may depend on runtime or hidden state. Existing vstd vocabulary can only defer to op.ensures, which does not establish a deterministic observable result and adds no independent semantic guarantee. The Err branch alone is insufficient to justify a useful contract.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, U, F>[
    Result::<T, E>::and_then
](
    result: Result<T, E>,
    op: F,
) -> (ret: Result<U, E>)
    where
        F: FnOnce(T) -> Result<U, E>,
    requires
        result is Ok ==> op.requires((result->Ok_0,)),
    ensures
        result is Ok ==> op.ensures((result->Ok_0,), ret),
        result is Err ==> ret == Result::<U, E>::Err(result->Err_0),
;",
std::sync::TryLockResult::is_err_and,add_spec->skip,io_os_runtime,io_os_runtime,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:runtime_or_hidden_state;determinism_not_proved:unknown,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,,,,,"result is Err ==> f.requires((result->Err_0,))",,"result is Ok ==> !ret; result is Err ==> f.ensures((result->Err_0,), ret)",,"TryLockResult resolves to Result<T, E>. The Ok arm returns false, while the Err arm invokes f and returns its Boolean result. Placing the FnOnce bound in a where-clause avoids the determinism runner's generic-arrow parsing ambiguity without restricting the closure domain.","The observable result on the Err branch is determined by invoking an arbitrary FnOnce predicate, whose outcome may depend on runtime or hidden state. Existing vstd closure requires/ensures vocabulary can relate the result to an allowed postcondition but cannot establish a deterministic value. Strengthening that relation would be unjustified by the Rust source, while the Ok-only guarantee is too partial to warrant a trusted contract.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F>[ Result::<T, E>::is_err_and ](
    result: Result<T, E>,
    f: F,
) -> (ret: bool)
where
    F: FnOnce(E) -> bool,
    requires
        result is Err ==> f.requires((result->Err_0,)),
    ensures
        result is Ok ==> !ret,
        result is Err ==> f.ensures((result->Err_0,), ret),
;",
