target,category,final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_skip,issues_combined,combined_issue_taxonomy_tags,rationale,requires,requires_source_fidelity_classification
core::slice::split_off,data_structure,skip,one_sided_range_split_point_underdetermined,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,OneSidedRange-to-Direction/split-index semantics are source-backed but not modeled in public vstd vocabulary,false,one_sided_range_split_point_underdetermined;direction_choice_not_modeled,one_sided_range_split_point_underdetermined;direction_choice_not_modeled,"Rust 1.96 implements slice::split_off for `R: OneSidedRange<usize>` by using `split_point_of(range)?` to derive a hidden `(Direction, split_index)`, returning `None` before mutation when `split_index > self.len()`, then splitting with `split_at(split_index)` and choosing the returned and retained sides through `Direction::Front` or `Direction::Back`. Current vstd vocabulary does not expose the OneSidedRange-to-direction/split-index relation, so a concatenation-only or Front/Back-disjunctive postcondition leaves the modeled output underdetermined for a fixed range. A precise deterministic contract would need a source-backed model of OneSidedRange and split_point_of semantics, so this target is source-backed as a skip rather than emitted as an underdetermined assume_specification.",,not_applicable
core::slice::split_off_last,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,determinism_unsupported_contract_form,determinism_unsupported_contract_form,"A useful contract must relate both the returned reference and the updated slice to the original slice. Although the proposed sequence-based contract typechecks, determinism lowering represents the observed pre- and post-state slices as unsized `[T]` function parameters, so the determinism harness cannot typecheck. Omitting slice observations would leave the mutation or returned element materially unconstrained and would not be a useful ordinary contract.",,not_applicable
core::slice::split_off_mut,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,"Existing vstd vocabulary does not expose OneSidedRange semantics, so a source-justified contract cannot deterministically relate the fixed range argument to the returned side and retained side. The prior disjunction permits both partitions for the same inputs, while weakening it further would not provide a useful semantic contract.",,not_applicable
core::slice::splitn,data_structure,skip,higher_order_behavior_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"closure, predicate, or comparator behavior is not fully observable in the public model",false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;higher_order_behavior_unmodeled,"The returned core::slice::SplitN iterator requires a prophetic model of future iteration and FnMut predicate calls. No supplied public vstd vocabulary exposes that model, so no useful non-vacuous result relation is expressible.",,not_applicable
core::slice::splitn_mut,data_structure,skip,higher_order_behavior_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"closure, predicate, or comparator behavior is not fully observable in the public model",false,classification:higher_order_contract,classification:higher_order_contract;higher_order_behavior_unmodeled,"The result is a stateful mutable iterator whose partitioning depends on repeated FnMut calls. The supplied public vstd vocabulary provides no semantic view for SplitNMut or closure-call model, and final(slice) may reflect mutations performed through yielded subslices.",,not_applicable
core::slice::strip_circumfix,data_structure,skip,complex_result_or_pattern_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"string, slice pattern, or complex result semantics lack a complete public model",false,determinism_unsupported_contract_form,determinism_unsupported_contract_form;complex_result_or_pattern_model_gap,"The API cannot currently receive a reliable ordinary Verus contract. Its required SlicePattern<Item = T> bounds cause the determinism harness to generate ill-typed AIR because SlicePattern and its Item projection lack an external trait specification. Suppressing the undeclared-trait warning does not resolve that verifier error. Existing vstd vocabulary also cannot express the prefix and suffix pattern semantics, so weakening the contract would not justify retaining a specification.",,not_applicable
core::slice::strip_prefix,data_structure,skip,complex_result_or_pattern_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"string, slice pattern, or complex result semantics lack a complete public model",false,determinism_unsupported_contract_form,determinism_unsupported_contract_form;complex_result_or_pattern_model_gap,"A contract must reproduce the generic SlicePattern<Item = T> signature, but existing vstd vocabulary does not declare or model this external trait. The undeclared associated-type projection causes determinism checking to fail with ill-typed AIR. Suppressing the warning would not provide the missing trait model, and weakening the signature would not specify the target API. Therefore no useful ordinary trusted contract is currently viable.",,not_applicable
core::slice::strip_suffix,data_structure,skip,complex_result_or_pattern_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"string, slice pattern, or complex result semantics lack a complete public model",false,generic_slice_pattern_model_gap,generic_slice_pattern_model_gap;complex_result_or_pattern_model_gap,"The exact Rust 1.96 signature is generic over core::slice::SlicePattern, but the supplied public vstd vocabulary provides no specification-level operation relating an arbitrary SlicePattern value to its semantic slice. Therefore neither suffix matching nor the returned prefix view can be expressed soundly for the exact API.",,not_applicable
core::slice::subslice_range,data_structure,skip,unsafe_or_representation_sensitive,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on unsafe representation, address, alignment, or provenance facts",false,pointer_address_or_provenance_model_gap,pointer_address_or_provenance_model_gap;unsafe_or_representation_sensitive,"The result depends on allocation-relative pointer addresses and element alignment, while public slice views expose only element sequences. A view-based contract cannot characterize when Some versus None is returned, and the documented empty-slice false positives prevent inferring reference identity from a successful result.",,not_applicable
core::slice::swap,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,determinism_unsupported_contract_form,determinism_unsupported_contract_form,"Although the sequence-based swap semantics typecheck and are source-justified, the determinism checker represents mutable slice states as unsized `[T]` function parameters and fails before proving determinism. No useful ordinary contract for this mutable-slice API can pass the current checker using existing vstd vocabulary.",,not_applicable
core::slice::swap_with_slice,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,determinism_unsupported_contract_form,determinism_unsupported_contract_form,"A useful contract must relate both final slice contents to their opposite old contents. Although that specification typechecks and is source-justified, the determinism checker represents mutable slice states as unsized `[T]` function parameters, which Verus rejects. Weakening the contract to length preservation would omit the operation's essential swapping semantics and provide no useful ordinary contract.",,not_applicable
core::slice::utf8_chunks,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;iterator_or_adapter_result_gap,"The implementation constructs Utf8Chunks from private iterator state referencing the input slice. No supplied public vstd view or prophetic iterator model exposes that state or relates the yielded Utf8Chunk values to the source bytes, so no useful non-vacuous result relation is expressible.",,not_applicable
core::slice::windows,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;iterator_or_adapter_result_gap,"The implementation establishes that size must be nonzero, then constructs an opaque Windows iterator. Existing public vstd vocabulary cannot relate the returned iterator to the source slice, window size, or future iteration results without modeling hidden iterator state.",,not_applicable
core::slice::write_clone_of_slice,data_structure,skip,clone_semantics_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,Rust Clone does not guarantee equality or public-view preservation for arbitrary T,false,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,classification:determinism_checker_unsupported;determinism_unsupported_contract_form;clone_semantics_unmodeled,"The only expressible postcondition in existing public vstd vocabulary is the returned slice length, which is already determined by the required equal input lengths and does not capture cloning, initialization, or storage identity. Because the API returns a mutable reference and the determinism checker does not support that return shape, no useful ordinary trusted contract can be accepted.",,not_applicable
core::slice::write_copy_of_slice,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,"Although the proposed contract typechecks and accurately excludes the length-mismatch panic, the API's only useful semantic output is a returned mutable slice, which the determinism checker does not support. No ordinary contract in the existing vstd vocabulary can expose the copied initialized values without relying on that unsupported return shape, so the API should be skipped.",,not_applicable
core::str::CharIndices::as_str,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;needs_new_vstd_abstraction,"The implementation returns the remaining string from the iterator's private `iter` field, but no public vstd view models `CharIndices` or its remaining substring. Therefore, no useful non-vacuous result relation is expressible with existing public specification vocabulary.",,not_applicable
core::str::CharIndices::offset,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;needs_new_vstd_abstraction,"The result is the private `front_offset` field, but vstd exposes no public specification view for `CharIndices` that relates its current position to the original string. Therefore, no useful non-vacuous result relation is expressible.",,not_applicable
core::str::Chars::as_str,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form;needs_new_vstd_abstraction,"Existing vstd vocabulary does not expose a source-justified abstraction relating Chars::as_str to the iterator's exact unconsumed UTF-8 subslice. IteratorSpec::remaining captures the remaining character sequence, but equating it with the string view requires a new explicit string-to-character-sequence abstraction.",,not_applicable
core::str::FromStr::from_str,trait_method,skip,trait_contract_integration_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,trait method behavior needs a trait-level semantic law not available as public vstd vocabulary,false,classification:trait_contract_integration;determinism_unsupported_contract_form,classification:trait_contract_integration;determinism_unsupported_contract_form;trait_contract_integration_gap,"FromStr::from_str is implementation-defined: the accepted syntax, parsed value, and error semantics depend on Self. The supplied trait declaration exposes no public specification vocabulary that can express a universal, non-vacuous relation between s and Result<Self, Self::Err>.",,not_applicable
core::str::Utf8Chunk::invalid,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form;needs_new_vstd_abstraction,"Utf8Chunk is unsupported by the existing vstd vocabulary, so mentioning the receiver prevents the assume_specification from typechecking. Although the length bound is source-justified and useful, expressing it would first require a new external_type_specification abstraction, which is outside an ordinary method contract.",,not_applicable
core::str::Utf8Chunk::valid,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;needs_new_vstd_abstraction,"The implementation returns the private `Utf8Chunk::valid` field by reference. Existing public vstd vocabulary exposes neither that field nor a semantic view of `Utf8Chunk`, so no useful result relation can be stated without inventing an unsupported abstraction; a content-only property would also lose the documented reference relationship.",,not_applicable
core::str::Utf8Error::error_len,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,vstd already declares an assume_specification for core::str::Utf8Error::error_len using the public Utf8Error view. Adding another contract for the same function fails with a duplicate specification error and would be redundant.,,not_applicable
core::str::Utf8Error::valid_up_to,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,"vstd already declares an assume_specification for core::str::Utf8Error::valid_up_to, so another contract cannot typecheck and would be redundant.",,not_applicable
core::str::as_bytes_mut,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,"Although the proposed content relation typechecks and is source-justified, the mutable-reference return is unsupported by the determinism checker. No useful ordinary contract for the returned alias can be validated with the existing checker and vstd vocabulary.",,not_applicable
core::str::as_mut_ptr,data_structure,skip,unsafe_or_representation_sensitive,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on unsafe representation, address, alignment, or provenance facts",false,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;unsafe_or_representation_sensitive,"Existing vstd vocabulary cannot express the source-justified relationship between the returned raw pointer and the first byte of the mutable str, including provenance and writable access. A non-null address alone is too weak, while the unchanged-string postcondition is redundant and triggers unsupported determinism handling for unsized str state.",,not_applicable
core::str::as_ptr,data_structure,skip,unsafe_or_representation_sensitive,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on unsafe representation, address, alignment, or provenance facts",false,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form;unsafe_or_representation_sensitive,"The source-justified behavior is raw-pointer identity derived from an implicit dereference of `&str`, but Verus cannot typecheck that cast. Existing vstd vocabulary provides no useful ordinary, observable semantic characterization of the returned pointer without relying on unsupported or representation-sensitive operations.",,not_applicable
core::str::bytes,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result;determinism_unsupported_contract_form,classification:iterator_or_adapter_result;determinism_unsupported_contract_form;iterator_or_adapter_result_gap,"core::str::Bytes is unsupported by Verus and has no existing vstd external type specification, so the iterator result cannot be referenced in a typechecking ordinary contract. Adding only an assume_specification for str::bytes cannot establish the missing iterator model.",,not_applicable
core::str::char_indices,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;iterator_or_adapter_result_gap,"CharIndices requires a prophetic iterator model relating yielded characters to their UTF-8 byte offsets. The supplied public vstd vocabulary models Chars but provides no corresponding public model for CharIndices, and its private front_offset and iter fields cannot be referenced by an external contract.",,not_applicable
core::str::contains,data_structure,skip,complex_result_or_pattern_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"string, slice pattern, or complex result semantics lack a complete public model",false,classification:complex_result_or_pattern_model,classification:complex_result_or_pattern_model;complex_result_or_pattern_model_gap,"The generic P: core::str::pattern::Pattern determines containment through Pattern::is_contained_in, but the supplied public vstd vocabulary provides no model relating an arbitrary Pattern value to matching behavior. Therefore no useful non-vacuous result relation is expressible while preserving the exact generic signature.",,not_applicable
core::str::encode_utf16,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;iterator_or_adapter_result_gap,"EncodeUtf16 has no supplied vstd prophetic iterator model or public UTF-16 encoding specification. The implementation’s private chars/extra state cannot be referenced, so no useful result relation is expressible with existing public vocabulary.",,not_applicable
core::str::ends_with,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,"The generic Pattern argument and its ReverseSearcher projection have no supplied public vstd semantic model. The implementation only delegates to pat.is_suffix_of(self), so no useful result relation can be stated without inventing pattern semantics.",,not_applicable
core::str::escape_debug,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;iterator_or_adapter_result_gap,"The result is an EscapeDebug iterator whose escaped output requires a prophetic iterator model. The supplied public vstd vocabulary models str::chars but provides no model for EscapeDebug or its remaining output, so no useful non-vacuous result relation is expressible.",,not_applicable
core::str::escape_default,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;needs_new_vstd_abstraction,"The result is an EscapeDefault iterator backed by a private flat_map adapter. The supplied vstd vocabulary models Chars but provides no public prophetic model for EscapeDefault or char::escape_default, so no useful result relation is expressible without inventing hidden-state access.",,not_applicable
core::str::escape_unicode,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;needs_new_vstd_abstraction,"The returned core::str::EscapeUnicode<'_> is an iterator adapter whose observable behavior requires a prophetic iterator model. The supplied public vstd vocabulary models str::chars but provides no public specification constructor or relation for EscapeUnicode, so no useful non-vacuous result relation is expressible without inventing access to its private inner state.",,not_applicable
core::str::find,data_structure,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:complex_result_or_pattern_model,classification:complex_result_or_pattern_model;runtime_or_hidden_state,"The generic Pattern argument has no supplied public vstd model relating a pattern to matching byte ranges. Bounds on a returned index alone would not capture find's essential first-match semantics, while modeling the searcher or pattern behavior would require hidden runtime state or invented vocabulary.",,not_applicable
core::str::from_utf8_unchecked_mut,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,"Although importing vstd::string::StringSliceAdditionalSpecFns would make the proposed postcondition typecheck, the API returns a mutable reference and the determinism checker does not support this contract shape. No useful ordinary contract can therefore be accepted with the existing checker and vstd vocabulary.",,not_applicable
core::str::get,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,"The implementation only delegates to SliceIndex::get. No supplied public vstd vocabulary models generic SliceIndex validity, its associated Output, or returned-reference identity, so no useful non-vacuous result relation is expressible.",,not_applicable
core::str::get_mut,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,classification:determinism_checker_unsupported,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,"The implementation delegates to generic SliceIndex<str>::get_mut. Existing public vstd vocabulary cannot express which mutable subreference is returned, its identity within self, or when indexing fails. A view-only relation would not capture the required reference identity and aliasing semantics.",,not_applicable
core::str::get_unchecked,data_structure,skip,higher_order_behavior_unmodeled,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"closure, predicate, or comparator behavior is not fully observable in the public model",false,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;higher_order_behavior_unmodeled,"The generic SliceIndex<str> argument exposes neither public vstd validity predicates nor a specification relating I to I::Output. Therefore the documented bounds and UTF-8-boundary preconditions, and the returned reference’s identity/view relation to self, cannot be expressed soundly and non-vacuously.",,not_applicable
core::str::get_unchecked_mut,data_structure,skip,determinism_unsupported_contract_form,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,determinism feedback could not certify the modeled contract form,false,classification:determinism_checker_unsupported,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,"The generic SliceIndex<str> safety conditions cannot be expressed using existing public vstd vocabulary. Omitting them would permit undefined-behavior calls, while a view-only postcondition cannot capture that the mutable result aliases the indexed region of self.",,not_applicable
core::str::lines,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;needs_new_vstd_abstraction,"The supplied vstd vocabulary provides no public prophetic model for core::str::Lines. Unlike Chars, no spec iterator or IteratorSpec implementation is available to relate the returned iterator to the source string, so no useful non-vacuous contract can be expressed.",,not_applicable
core::str::lines_any,data_structure,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;needs_new_vstd_abstraction,"The implementation only establishes that LinesAny wraps self.lines(), but its tuple state is private and no public vstd prophetic iterator model for LinesAny is supplied. Therefore no useful, non-vacuous result relation is expressible with existing public specification vocabulary.",,not_applicable
core::str::match_indices,data_structure,skip,complex_result_or_pattern_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"string, slice pattern, or complex result semantics lack a complete public model",false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;complex_result_or_pattern_model_gap,"The result is an iterator whose observable semantics require a prophetic model of remaining disjoint matches. The supplied public vstd vocabulary provides no specification model for MatchIndices or generic Pattern searchers, so no useful, non-vacuous result relation is expressible.",,not_applicable
core::str::matches,data_structure,skip,complex_result_or_pattern_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"string, slice pattern, or complex result semantics lack a complete public model",false,classification:iterator_or_adapter_result,classification:iterator_or_adapter_result;complex_result_or_pattern_model_gap,"The result is a pattern-dependent iterator whose useful behavior requires a public prophetic iterator model for Matches and Pattern search semantics. No such vstd vocabulary is supplied, and the implementation only justifies construction from the pattern's hidden searcher.",,not_applicable
core::str::parse,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,"`str::parse` only delegates to `FromStr::from_str(self)`. Without an existing public vstd specification for `FromStr::from_str`, no useful generic result relation is expressible for `Result<F, <F as FromStr>::Err>`.",,not_applicable
core::str::rfind,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection;generic_pattern_reverse_search_underdetermined,classification:associated_type_or_projection;generic_pattern_reverse_search_underdetermined;associated_type_or_projection_gap,"Rust 1.96 implements str::rfind through the generic Pattern searcher with a ReverseSearcher bound and `next_match_back()`, returning the byte index of the last match or None when the pattern does not match. Current vstd vocabulary has no semantic model for generic Pattern/Searcher/ReverseSearcher matching, so a bound-only index contract leaves the matched-pattern relation, last-match selection, and None behavior underdetermined. This target is therefore source-backed as a skip rather than emitted as an underdetermined assume_specification.",,not_applicable
core::str::rmatch_indices,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,"The method constructs an RMatchIndices iterator whose reverse-search state and yielded match sequence have no supplied public vstd model. The documented ordering, disjointness, and overlap behavior cannot be expressed soundly without modeling Pattern, its associated Searcher, and ReverseSearcher.",,not_applicable
core::str::rmatches,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,"The implementation only wraps the private state produced by matches in RMatches. The supplied public vstd vocabulary models Chars but provides no semantic view or IteratorSpec model for RMatches, so no useful non-vacuous result relation is expressible without exposing hidden iterator state.",,not_applicable
core::str::rsplit,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,"The implementation only constructs an RSplit iterator from split's hidden searcher state. No supplied public vstd vocabulary models RSplit, Pattern matching, or its remaining substrings, so no useful non-vacuous result relation is expressible.",,not_applicable
core::str::rsplit_once,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection;generic_pattern_reverse_search_underdetermined,classification:associated_type_or_projection;generic_pattern_reverse_search_underdetermined;associated_type_or_projection_gap,"Rust 1.96 implements str::rsplit_once through the generic Pattern searcher with a ReverseSearcher bound and `next_match_back()`, returning prefix/suffix slices around the last delimiter match or None when no match exists. Current vstd vocabulary has no semantic model for generic Pattern/ReverseSearcher matching, so a structural subrange contract both fails Verus typechecking on the unstable pattern API and underconstrains delimiter matching, last-match selection, and None behavior. This target is therefore source-backed as a skip rather than emitted as an underdetermined assume_specification.",,not_applicable
core::str::rsplit_terminator,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,The returned RSplitTerminator and its pattern/searcher state have no supplied public vstd semantic model. The documented reverse splitting behavior therefore cannot be expressed as a useful postcondition without inventing hidden-state access or new specification vocabulary.,,not_applicable
core::str::rsplitn,data_structure,skip,associated_type_or_projection_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,generic associated-type or projection results lack a public specification relation,false,classification:associated_type_or_projection,classification:associated_type_or_projection;associated_type_or_projection_gap,"The implementation constructs an RSplitN from private iterator state. The supplied public vstd vocabulary provides no specification for Pattern, reverse searchers, or RSplitN iteration, so no useful non-vacuous result relation is expressible.",,not_applicable
