target,ensures,classification,evidence_kind,rationale,source_reference,source_excerpt
core::result::Result::or,result is Ok ==> or_result is Ok && or_result->Ok_0 == result->Ok_0; result is Err ==> or_result == res,source_justified,result_declaration_source_context,core/src/result.rs:1526 is the classified Rust declaration/source_context for `Result::or` and exposes the match/constructor branches; the accepted ensures clauses model only that public Ok/Err branch result or documented non-panicking branch.,core/src/result.rs:1526,"1522:     /// ```
1523:     #[inline]
1524:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
1525:     #[rustc_const_unstable(feature = ""const_result_trait_fn"", issue = ""144211"")]
1526:     pub const fn or<F>(self, res: Result<T, F>) -> Result<T, F>
1527:     where
1528:         T: [const] Destruct,
1529:         E: [const] Destruct,
1530:         F: [const] Destruct,
1531:     {
1532:         match self {
1533:             Ok(v) => Ok(v),
1534:             Err(_) => res,"
core::result::Result::transpose,"transposed == match result {
            core::result::Result::Ok(core::option::Option::Some(x)) => core::option::Option::Some(core::result::Result::Ok(x)),
            core::result::Result::Ok(core::option::Option::None) => core::option::Option::None,
            core::result::Result::Err(e) => core::option::Option::Some(core::result::Result::Err(e)),
        }",source_justified,result_declaration_source_context,core/src/result.rs:1819 is the classified Rust declaration/source_context for `Result::transpose` and exposes the match/constructor branches; the accepted ensures clauses model only that public Ok/Err branch result or documented non-panicking branch.,core/src/result.rs:1819,"1815:     #[inline]
1816:     #[stable(feature = ""transpose_result"", since = ""1.33.0"")]
1817:     #[rustc_const_stable(feature = ""const_result"", since = ""1.83.0"")]
1818:     #[rustc_allow_const_fn_unstable(const_precise_live_drops)]
1819:     pub const fn transpose(self) -> Option<Result<T, E>> {
1820:         match self {
1821:             Ok(Some(x)) => Some(Ok(x)),
1822:             Ok(None) => None,
1823:             Err(e) => Some(Err(e)),
1824:         }
1825:     }
1826: }
1827: "
core::result::Result::unwrap_or,result is Ok ==> value == result->Ok_0; result is Err ==> value == default,source_justified,result_declaration_source_context,core/src/result.rs:1588 is the classified Rust declaration/source_context for `Result::unwrap_or` and exposes the match/constructor branches; the accepted ensures clauses model only that public Ok/Err branch result or documented non-panicking branch.,core/src/result.rs:1588,"1584:     /// ```
1585:     #[inline]
1586:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
1587:     #[rustc_const_unstable(feature = ""const_result_trait_fn"", issue = ""144211"")]
1588:     pub const fn unwrap_or(self, default: T) -> T
1589:     where
1590:         T: [const] Destruct,
1591:         E: [const] Destruct,
1592:     {
1593:         match self {
1594:             Ok(t) => t,
1595:             Err(_) => default,
1596:         }"
core::slice::as_array,ret.is_some() <==> slice@.len() == N; ret.is_some() ==> ret.unwrap()@ == slice@,source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:853 is the classified Rust declaration/source_context for `slice::as_array`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:853,"849:     #[stable(feature = ""core_slice_as_array"", since = ""1.93.0"")]
850:     #[rustc_const_stable(feature = ""core_slice_as_array"", since = ""1.93.0"")]
851:     #[inline]
852:     #[must_use]
853:     pub const fn as_array<const N: usize>(&self) -> Option<&[T; N]> {
854:         if self.len() == N {
855:             let ptr = self.as_ptr().cast_array();
856: 
857:             // SAFETY: The underlying array of a slice can be reinterpreted as an actual array `[T; N]` if `N` is not greater than the slice's length.
858:             let me = unsafe { &*ptr };
859:             Some(me)
860:         } else {
861:             None"
core::slice::as_chunks,"{
            let chunks = choose|candidate: Seq<[T; N]>| {
                &&& candidate.len() == slice@.len() / (N as nat)
                &&& forall|i: int| 0 <= i < candidate.len() ==>
                    (#[trigger] candidate[i])@ == slice@.subrange(
                        i * (N as int),
                        (i + 1) * (N as int),
                    )
            };
            &&& ret.0@ == chunks
            &&& ret.0@.len() == slice@.len() / (N as nat)
            &&& ret.1@.len() == slice@.len() % (N as nat)
            &&& slice@.len() == ret.0@.len() * (N as nat) + ret.1@.len()
            &&& forall|i: int| 0 <= i < ret.0@.len() ==>
                (#[trigger] ret.0@[i])@ == slice@.subrange(
                    i * (N as int),
                    (i + 1) * (N as int),
                )
            &&& ret.1@ == slice@.subrange(
                ((slice@.len() / (N as nat)) * (N as nat)) as int,
                slice@.len() as int,
            )
        }",source_justified,slice_chunk_source_context,"core/src/slice/mod.rs:1399 documents the chunk/remainder lengths, panics for zero `N`, and implements the result by splitting before `as_chunks_unchecked`/`as_chunks_unchecked_mut`; the ensures clauses model exactly those source-backed chunk and remainder views.",core/src/slice/mod.rs:1399,"1360:     /// - `chunks.len()` equals `slice.len() / N`,
1361:     /// - `remainder.len()` equals `slice.len() % N`, and
1370:     /// Panics if `N` is zero.
1399:     pub const fn as_chunks<const N: usize>(&self) -> (&[[T; N]], &[T]) {
1400:         assert!(N != 0, ""chunk size must be non-zero"");
1401:         let len_rounded_down = self.len() / N * N;
1404:         let (multiple_of_n, remainder) = unsafe { self.split_at_unchecked(len_rounded_down) };
1407:         let array_slice = unsafe { multiple_of_n.as_chunks_unchecked() };
1416:     /// `let (remainder, chunks) = slice.as_rchunks()`, then:
1417:     /// - `remainder.len()` equals `slice.len() % N`,
1418:     /// - `chunks.len()` equals `slice.len() / N`, and
1427:     /// Panics if `N` is zero.
1437:     /// let (remainder, chunks) = slice.as_rchunks();"
core::slice::as_chunks_mut,"{
            let chunks = choose|candidate: Seq<[T; N]>| {
                &&& candidate.len() == old(slice)@.len() / (N as nat)
                &&& forall|i: int| 0 <= i < candidate.len() ==>
                    (#[trigger] candidate[i])@ == old(slice)@.subrange(
                        i * (N as int),
                        (i + 1) * (N as int),
                    )
            };
            &&& ret.0@ == chunks
            &&& ret.0@.len() == old(slice)@.len() / (N as nat)
            &&& ret.1@ == old(slice)@.subrange(
                ((old(slice)@.len() / (N as nat)) * (N as nat)) as int,
                old(slice)@.len() as int,
            )
            &&& final(ret.0)@ == ret.0@
            &&& final(ret.1)@ == ret.1@
            &&& final(slice)@ == old(slice)@
        }",source_justified,slice_chunk_source_context,"core/src/slice/mod.rs:1555 documents the chunk/remainder lengths, panics for zero `N`, and implements the result by splitting before `as_chunks_unchecked`/`as_chunks_unchecked_mut`; the ensures clauses model exactly those source-backed chunk and remainder views.",core/src/slice/mod.rs:1555,"1519:     /// `let (chunks, remainder) = slice.as_chunks_mut()`, then:
1520:     /// - `chunks.len()` equals `slice.len() / N`,
1521:     /// - `remainder.len()` equals `slice.len() % N`, and
1530:     /// Panics if `N` is zero.
1555:     pub const fn as_chunks_mut<const N: usize>(&mut self) -> (&mut [[T; N]], &mut [T]) {
1556:         assert!(N != 0, ""chunk size must be non-zero"");
1557:         let len_rounded_down = self.len() / N * N;
1560:         let (multiple_of_n, remainder) = unsafe { self.split_at_mut_unchecked(len_rounded_down) };
1563:         let array_slice = unsafe { multiple_of_n.as_chunks_unchecked_mut() };
1572:     /// `let (remainder, chunks) = slice.as_rchunks_mut()`, then:
1573:     /// - `remainder.len()` equals `slice.len() % N`,
1574:     /// - `chunks.len()` equals `slice.len() / N`, and
1583:     /// Panics if `N` is zero."
core::slice::as_flattened,ret@.len() == slice@.len() * N; forall|i: int| 0 <= i < ret@.len() ==> ret@[i] == slice@[i / (N as int)][i % (N as int)],source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:5451 is the classified Rust declaration/source_context for `slice::as_flattened`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:5451,"5447:     /// assert!(empty_slice_of_arrays.as_flattened().is_empty());
5448:     /// ```
5449:     #[stable(feature = ""slice_flatten"", since = ""1.80.0"")]
5450:     #[rustc_const_stable(feature = ""const_slice_flatten"", since = ""1.87.0"")]
5451:     pub const fn as_flattened(&self) -> &[T] {
5452:         let len = if T::IS_ZST {
5453:             self.len().checked_mul(N).expect(""slice len overflow"")
5454:         } else {
5455:             // SAFETY: `self.len() * N` cannot overflow because `self` is
5456:             // already in the address space.
5457:             unsafe { self.len().unchecked_mul(N) }
5458:         };
5459:         // SAFETY: `[T]` is layout-identical to `[T; N]`"
core::slice::as_mut_array,"ret is Some == (old(slice)@.len() == N); ret matches Some(out) ==> {
            &&& out@ == old(slice)@
            &&& final(out)@ == out@
            &&& final(slice)@ == final(out)@
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_direct_mut_view_adapter_source_gate,core/src/slice/mod.rs:872 constructs the returned mutable view directly from the input array/slice/value without copying; the ensures clauses model that source-backed view and final-state relationship.,core/src/slice/mod.rs:872,"868:     #[stable(feature = ""core_slice_as_array"", since = ""1.93.0"")]
869:     #[rustc_const_stable(feature = ""core_slice_as_array"", since = ""1.93.0"")]
870:     #[inline]
871:     #[must_use]
872:     pub const fn as_mut_array<const N: usize>(&mut self) -> Option<&mut [T; N]> {
873:         if self.len() == N {
874:             let ptr = self.as_mut_ptr().cast_array();
875: 
876:             // SAFETY: The underlying array of a slice can be reinterpreted as an actual array `[T; N]` if `N` is not greater than the slice's length.
877:             let me = unsafe { &mut *ptr };
878:             Some(me)
879:         } else {
880:             None"
core::slice::as_rchunks,"ret.0@ == slice@.subrange(
            0,
            (slice@.len() % (N as nat)) as int,
        ); ret.1@ == Seq::new(
            slice@.len() / (N as nat),
            |i: int| choose|chunk: [T; N]|
                chunk@ == slice@.subrange(
                    (slice@.len() % (N as nat)) as int + i * (N as int),
                    (slice@.len() % (N as nat)) as int + (i + 1) * (N as int),
                ),
        ); forall|i: int| i >= 0 && ret.1@.len() > i ==>
            (#[trigger] ret.1@[i])@ == slice@.subrange(
                (slice@.len() % (N as nat)) as int + i * (N as int),
                (slice@.len() % (N as nat)) as int + (i + 1) * (N as int),
            )",source_justified,slice_chunk_source_context,"core/src/slice/mod.rs:1446 documents the chunk/remainder lengths, panics for zero `N`, and implements the result by splitting before `as_chunks_unchecked`/`as_chunks_unchecked_mut`; the ensures clauses model exactly those source-backed chunk and remainder views.",core/src/slice/mod.rs:1446,"1401:         let len_rounded_down = self.len() / N * N;
1404:         let (multiple_of_n, remainder) = unsafe { self.split_at_unchecked(len_rounded_down) };
1407:         let array_slice = unsafe { multiple_of_n.as_chunks_unchecked() };
1416:     /// `let (remainder, chunks) = slice.as_rchunks()`, then:
1417:     /// - `remainder.len()` equals `slice.len() % N`,
1418:     /// - `chunks.len()` equals `slice.len() / N`, and
1427:     /// Panics if `N` is zero.
1437:     /// let (remainder, chunks) = slice.as_rchunks();
1446:     pub const fn as_rchunks<const N: usize>(&self) -> (&[T], &[[T; N]]) {
1447:         assert!(N != 0, ""chunk size must be non-zero"");
1452:         let array_slice = unsafe { multiple_of_n.as_chunks_unchecked() };
1483:     ///     unsafe { slice.as_chunks_unchecked_mut() };
1488:     ///     unsafe { slice.as_chunks_unchecked_mut() };"
core::slice::as_rchunks_mut,"ret.0@ == old(slice)@.subrange(
            0,
            (old(slice)@.len() % (N as nat)) as int,
        ); ret.1@ == Seq::new(
            old(slice)@.len() / (N as nat),
            |i: int| choose|chunk: [T; N]|
                chunk@ == old(slice)@.subrange(
                    (old(slice)@.len() % (N as nat)) as int + i * (N as int),
                    (old(slice)@.len() % (N as nat)) as int + (i + 1) * (N as int),
                ),
        ); forall|i: int| i >= 0 && ret.1@.len() > i ==>
            (#[trigger] ret.1@[i])@ == old(slice)@.subrange(
                (old(slice)@.len() % (N as nat)) as int + i * (N as int),
                (old(slice)@.len() % (N as nat)) as int + (i + 1) * (N as int),
            ); final(ret.0)@ == ret.0@; final(ret.1)@ == ret.1@; final(slice)@ == old(slice)@",source_justified,slice_chunk_source_context,"core/src/slice/mod.rs:1608 documents the chunk/remainder lengths, panics for zero `N`, and implements the result by splitting before `as_chunks_unchecked`/`as_chunks_unchecked_mut`; the ensures clauses model exactly those source-backed chunk and remainder views.",core/src/slice/mod.rs:1608,"1563:         let array_slice = unsafe { multiple_of_n.as_chunks_unchecked_mut() };
1572:     /// `let (remainder, chunks) = slice.as_rchunks_mut()`, then:
1573:     /// - `remainder.len()` equals `slice.len() % N`,
1574:     /// - `chunks.len()` equals `slice.len() / N`, and
1583:     /// Panics if `N` is zero.
1608:     pub const fn as_rchunks_mut<const N: usize>(&mut self) -> (&mut [T], &mut [[T; N]]) {
1609:         assert!(N != 0, ""chunk size must be non-zero"");
1611:         let (remainder, multiple_of_n) = self.split_at_mut(self.len() - len * N);
1614:         let array_slice = unsafe { multiple_of_n.as_chunks_unchecked_mut() };
1627:     /// Panics if `N` is zero.
1650:         assert!(N != 0, ""window size must be non-zero"");"
core::slice::binary_search,"match result {
            Ok(i) => {
                &&& i < v@.len()
                &&& v@[i as int].cmp_spec(x) == Ordering::Equal
                &&& forall|j: int| 0 <= j < (i as int) ==>
                    v@[j].cmp_spec(x) == Ordering::Less
                &&& forall|j: int| (i as int) < j < v@.len() ==>
                    v@[j].cmp_spec(x) == Ordering::Greater
            },
            Err(i) => {
                &&& i <= v@.len()
                &&& forall|j: int| 0 <= j < (i as int) ==>
                    v@[j].cmp_spec(x) == Ordering::Less
                &&& forall|j: int| (i as int) <= j < v@.len() ==>
                    v@[j].cmp_spec(x) == Ordering::Greater
            },
        }",source_justified,exact_binary_search_source_gate,"core/src/slice/mod.rs:2925 shows `slice::binary_search` has the `T: Ord` bound, documents sorted-input/insertion-index behavior and duplicate-match nondeterminism, and delegates to `self.binary_search_by(|p| p.cmp(x))`; the ensures clauses are the source-backed unique-match Ok/Err partition model.",core/src/slice/mod.rs:2925,"2918:     /// // If `num` is unique, `s.partition_point(|&x| x < num)` (with `<`) is equivalent to
2925:     pub fn binary_search(&self, x: &T) -> Result<usize, usize>
2927:         T: Ord,
2929:         self.binary_search_by(|p| p.cmp(x))
2937:     /// If the slice is not sorted or if the comparator function does not
2942:     /// index of the matching element. If there are multiple matches, then any
2943:     /// one of the matches could be returned. The index is chosen
2946:     /// the index where a matching element could be inserted while maintaining
2958:     /// uniquely determined position; the second and third are not"
core::slice::contains,result <==> exists|i: int| 0 <= i < slice@.len() && slice@[i].eq_spec(x),source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:2594 is the classified Rust declaration/source_context for `slice::contains`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:2594,"2590:     /// ```
2591:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
2592:     #[inline]
2593:     #[must_use]
2594:     pub fn contains(&self, x: &T) -> bool
2595:     where
2596:         T: PartialEq,
2597:     {
2598:         cmp::SliceContains::slice_contains(x, self)
2599:     }
2600: 
2601:     /// Returns `true` if `needle` is a prefix of the slice or equal to the slice.
2602:     ///"
core::slice::eq_ignore_ascii_case,"result == (
            slice@.len() == other@.len()
            && forall|i: int| 0 <= i < slice@.len() ==> {
                let a = (#[trigger] slice@[i]) as int;
                let b = other@[i] as int;
                a == b
                    || (65 <= a && a <= 90 && b == a + 32)
                    || (65 <= b && b <= 90 && a == b + 32)
            }
        )",source_justified,slice_declaration_source_context,"core/src/slice/ascii.rs:60 is the classified Rust declaration/source_context for `slice::eq_ignore_ascii_case`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/ascii.rs:60,"56:     #[stable(feature = ""ascii_methods_on_intrinsics"", since = ""1.23.0"")]
57:     #[rustc_const_stable(feature = ""const_eq_ignore_ascii_case"", since = ""1.89.0"")]
58:     #[must_use]
59:     #[inline]
60:     pub const fn eq_ignore_ascii_case(&self, other: &[u8]) -> bool {
61:         if self.len() != other.len() {
62:             return false;
63:         }
64: 
65:         #[cfg(all(target_arch = ""x86_64"", target_feature = ""sse2""))]
66:         {
67:             const CHUNK_SIZE: usize = 16;
68:             // The following function has two invariants:"
core::slice::first_chunk,"match ret {
            Option::Some(chunk) =>
                slice@.len() >= N && chunk@ == slice@.subrange(0, N as int),
            Option::None => slice@.len() < N,
        }",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:327 is the classified Rust declaration/source_context for `slice::first_chunk`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:327,"323:     /// ```
324:     #[inline]
325:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
326:     #[rustc_const_stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
327:     pub const fn first_chunk<const N: usize>(&self) -> Option<&[T; N]> {
328:         if self.len() < N {
329:             None
330:         } else {
331:             // SAFETY: We explicitly check for the correct number of elements,
332:             //   and do not let the reference outlive the slice.
333:             Some(unsafe { &*(self.as_ptr().cast_array()) })
334:         }
335:     }"
core::slice::first_chunk_mut,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some(out) ==> {
            &&& out@ == old(slice)@.subrange(0, N as int)
            &&& final(out)@ == out@
            &&& final(slice)@ == final(out)@ + old(slice)@.subrange(N as int, old(slice)@.len() as int)
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_direct_mut_view_adapter_source_gate,core/src/slice/mod.rs:357 constructs the returned mutable view directly from the input array/slice/value without copying; the ensures clauses model that source-backed view and final-state relationship.,core/src/slice/mod.rs:357,"353:     /// ```
354:     #[inline]
355:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
356:     #[rustc_const_stable(feature = ""const_slice_first_last_chunk"", since = ""1.83.0"")]
357:     pub const fn first_chunk_mut<const N: usize>(&mut self) -> Option<&mut [T; N]> {
358:         if self.len() < N {
359:             None
360:         } else {
361:             // SAFETY: We explicitly check for the correct number of elements,
362:             //   do not let the reference outlive the slice,
363:             //   and require exclusive access to the entire slice to mutate the chunk.
364:             Some(unsafe { &mut *(self.as_mut_ptr().cast_array()) })
365:         }"
core::slice::from_mut,ret@ == seq![*old(s)]; final(ret)@ == ret@; final(ret)@ == seq![*final(s)]; *final(s) == *old(s),source_justified,exact_direct_mut_view_adapter_source_gate,core/src/slice/raw.rs:211 constructs the returned mutable view directly from the input array/slice/value without copying; the ensures clauses model that source-backed view and final-state relationship.,core/src/slice/raw.rs:211,"207: /// Converts a reference to T into a slice of length 1 (without copying).
208: #[stable(feature = ""from_ref"", since = ""1.28.0"")]
209: #[rustc_const_stable(feature = ""const_slice_from_ref"", since = ""1.83.0"")]
210: #[must_use]
211: pub const fn from_mut<T>(s: &mut T) -> &mut [T] {
212:     array::from_mut(s)
213: }
214: 
215: /// Forms a slice from a pointer range.
216: ///
217: /// This function is useful for interacting with foreign interfaces which
218: /// use two pointers to refer to a range of elements in memory, as is
219: /// common in C++."
core::slice::from_ref,result@ == seq![*s],source_justified,slice_declaration_source_context,"core/src/slice/raw.rs:203 is the classified Rust declaration/source_context for `slice::from_ref`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/raw.rs:203,"199: #[stable(feature = ""from_ref"", since = ""1.28.0"")]
200: #[rustc_const_stable(feature = ""const_slice_from_ref_shared"", since = ""1.63.0"")]
201: #[rustc_diagnostic_item = ""slice_from_ref""]
202: #[must_use]
203: pub const fn from_ref<T>(s: &T) -> &[T] {
204:     array::from_ref(s)
205: }
206: 
207: /// Converts a reference to T into a slice of length 1 (without copying).
208: #[stable(feature = ""from_ref"", since = ""1.28.0"")]
209: #[rustc_const_stable(feature = ""const_slice_from_ref"", since = ""1.83.0"")]
210: #[must_use]
211: pub const fn from_mut<T>(s: &mut T) -> &mut [T] {"
core::slice::is_ascii,ret == (forall|i: int| 0 <= i < slice@.len() ==> slice@[i] <= 0x7f),source_justified,slice_declaration_source_context,"core/src/slice/ascii.rs:18 is the classified Rust declaration/source_context for `slice::is_ascii`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/ascii.rs:18,"14:     #[stable(feature = ""ascii_methods_on_intrinsics"", since = ""1.23.0"")]
15:     #[rustc_const_stable(feature = ""const_slice_is_ascii"", since = ""1.74.0"")]
16:     #[must_use]
17:     #[inline]
18:     pub const fn is_ascii(&self) -> bool {
19:         is_ascii(self)
20:     }
21: 
22:     /// If this slice [`is_ascii`](Self::is_ascii), returns it as a slice of
23:     /// [ASCII characters](`ascii::Char`), otherwise returns `None`.
24:     #[unstable(feature = ""ascii_char"", issue = ""110998"")]
25:     #[must_use]
26:     #[inline]"
core::slice::is_sorted,"result <==> forall|i: int|
            0 <= i && i + 1 < slice@.len()
                ==> (#[trigger] slice@[i]).is_le(&slice@[i + 1])",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:4735 is the classified Rust declaration/source_context for `slice::is_sorted`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:4735,"4731:     /// ```
4732:     #[inline]
4733:     #[stable(feature = ""is_sorted"", since = ""1.82.0"")]
4734:     #[must_use]
4735:     pub fn is_sorted(&self) -> bool
4736:     where
4737:         T: PartialOrd,
4738:     {
4739:         // This odd number works the best. 32 + 1 extra due to overlapping chunk boundaries.
4740:         const CHUNK_SIZE: usize = 33;
4741:         if self.len() < CHUNK_SIZE {
4742:             return self.windows(2).all(|w| w[0] <= w[1]);
4743:         }"
core::slice::last_chunk,"ret.is_some() <==> N <= slice.len(); ret.is_some() ==> ret.unwrap()@ == slice@.subrange(slice@.len() as int - N as int, slice@.len() as int)",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:509 is the classified Rust declaration/source_context for `slice::last_chunk`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:509,"505:     /// ```
506:     #[inline]
507:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
508:     #[rustc_const_stable(feature = ""const_slice_last_chunk"", since = ""1.80.0"")]
509:     pub const fn last_chunk<const N: usize>(&self) -> Option<&[T; N]> {
510:         // FIXME(const-hack): Without const traits, we need this instead of `get`.
511:         let Some(index) = self.len().checked_sub(N) else { return None };
512:         let (_, last) = self.split_at(index);
513: 
514:         // SAFETY: We explicitly check for the correct number of elements,
515:         //   and do not let the references outlive the slice.
516:         Some(unsafe { &*(last.as_ptr().cast_array()) })
517:     }"
core::slice::last_chunk_mut,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some(out) ==> {
            &&& out@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(out)@ == out@
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - N as int) + final(out)@
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_direct_mut_view_adapter_source_gate,core/src/slice/mod.rs:539 constructs the returned mutable view directly from the input array/slice/value without copying; the ensures clauses model that source-backed view and final-state relationship.,core/src/slice/mod.rs:539,"535:     /// ```
536:     #[inline]
537:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
538:     #[rustc_const_stable(feature = ""const_slice_first_last_chunk"", since = ""1.83.0"")]
539:     pub const fn last_chunk_mut<const N: usize>(&mut self) -> Option<&mut [T; N]> {
540:         // FIXME(const-hack): Without const traits, we need this instead of `get`.
541:         let Some(index) = self.len().checked_sub(N) else { return None };
542:         let (_, last) = self.split_at_mut(index);
543: 
544:         // SAFETY: We explicitly check for the correct number of elements,
545:         //   do not let the reference outlive the slice,
546:         //   and require exclusive access to the entire slice to mutate the chunk.
547:         Some(unsafe { &mut *(last.as_mut_ptr().cast_array()) })"
core::slice::reverse,final(slice)@ == old(slice)@.reverse(),source_justified,exact_mutating_slice_source_gate,core/src/slice/mod.rs:981 reverses the slice in place by swapping mirrored front/back elements; the ensures clause models the full observable final sequence view without pointer/provenance claims.,core/src/slice/mod.rs:981,"969:     /// Reverses the order of elements in the slice, in place.
981:     pub const fn reverse(&mut self) {
982:         let half_len = self.len() / 2;
1001:         revswap(front_half, back_half, half_len);
1018:                 mem::swap(&mut a[i], &mut b[n - 1 - i]);"
core::slice::split_at_checked,"ret is Some == (mid <= slice.len()); ret matches Some((left, right)) ==> {
            &&& left@ == slice@.subrange(0, mid as int)
            &&& right@ == slice@.subrange(mid as int, slice@.len() as int)
        }",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:2156 is the classified Rust declaration/source_context for `slice::split_at_checked`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:2156,"2152:     #[stable(feature = ""split_at_checked"", since = ""1.80.0"")]
2153:     #[rustc_const_stable(feature = ""split_at_checked"", since = ""1.80.0"")]
2154:     #[inline]
2155:     #[must_use]
2156:     pub const fn split_at_checked(&self, mid: usize) -> Option<(&[T], &[T])> {
2157:         if mid <= self.len() {
2158:             // SAFETY: `[ptr; mid]` and `[mid; len]` are inside `self`, which
2159:             // fulfills the requirements of `split_at_unchecked`.
2160:             Some(unsafe { self.split_at_unchecked(mid) })
2161:         } else {
2162:             None
2163:         }
2164:     }"
core::slice::split_at_mut_checked,"ret is Some == (mid <= old(slice)@.len()); ret matches Some((left, right)) ==> {
            &&& left@ == old(slice)@.subrange(0, mid as int)
            &&& right@ == old(slice)@.subrange(mid as int, old(slice)@.len() as int)
            &&& final(left)@ == left@
            &&& final(right)@ == right@
            &&& final(slice)@ == final(left)@ + final(right)@
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_slice_split_at_mut_checked_source_gate,core/src/slice/mod.rs:2195 documents the checked split branch and delegates the successful branch to `split_at_mut_unchecked`; the ensures clauses model the exact Some/None source behavior.,core/src/slice/mod.rs:2195,"2150:     /// assert_eq!(None, v.split_at_checked(7));
2157:         if mid <= self.len() {
2162:             None
2166:     /// Divides one mutable slice into two at an index, returning `None` if the
2171:     /// second will contain all indices from `[mid, len)` (excluding the index
2174:     /// Otherwise, if `mid > len`, returns `None`.
2189:     /// assert_eq!(None, v.split_at_mut_checked(7));
2195:     pub const fn split_at_mut_checked(&mut self, mid: usize) -> Option<(&mut [T], &mut [T])> {
2196:         if mid <= self.len() {
2199:             Some(unsafe { self.split_at_mut_unchecked(mid) })
2201:             None
2216:     /// assert!(iter.next().is_none());
2230:     /// assert!(iter.next().is_none());"
core::slice::split_at_mut_unchecked,"ret.0@ == old(slice)@.subrange(0, mid as int); ret.1@ == old(slice)@.subrange(mid as int, old(slice)@.len() as int); final(ret.0)@ == ret.0@; final(ret.1)@ == ret.1@; final(slice)@ == final(ret.0)@ + final(ret.1)@",source_justified,exact_split_at_mut_unchecked_source_gate,core/src/slice/mod.rs:2095 checks `mid <= len` and constructs the returned mutable prefix/suffix with `from_raw_parts_mut`; the ensures clauses model those source-backed returned views and final slice state.,core/src/slice/mod.rs:2095,"2052:             (mid: usize = mid, len: usize = len) => mid <= len,
2055:         // SAFETY: Caller has to check that `0 <= mid <= self.len()`
2071:     /// `0 <= mid <= self.len()`.
2095:     pub const unsafe fn split_at_mut_unchecked(&mut self, mid: usize) -> (&mut [T], &mut [T]) {
2102:             (mid: usize = mid, len: usize = len) => mid <= len,
2105:         // SAFETY: Caller has to check that `0 <= mid <= self.len()`.
2107:         // `[ptr; mid]` and `[mid; len]` are not overlapping, so returning a mutable reference
2111:                 from_raw_parts_mut(ptr, mid),
2112:                 from_raw_parts_mut(ptr.add(mid), unchecked_sub(len, mid)),"
